"lag.smoke","lag.smoke.low","lag.smoke.high","lag","df.date","df.tmmx","df.rmax","pm.threshold"
0.197104312581967,0.139971516789556,0.253886711584817,0,5,2,2,26
0.188846690835603,0.130352326539509,0.24699098972226,1,5,2,2,26
0.26614512858911,0.206853452707358,0.325118545045766,2,5,2,2,26
0.284043278225096,0.223549225354478,0.344220661125742,3,5,2,2,26
0.249380929776169,0.187173044597315,0.311248262331401,4,5,2,2,26
0.292726277216878,0.229041168652575,0.356071813302692,5,5,2,2,26
0.314087643915054,0.248658128926609,0.379163844677314,6,5,2,2,26
0.342254358788496,0.275426102638396,0.408705395488142,7,5,2,2,26
0.376922154446967,0.308666283232804,0.444769183681176,8,5,2,2,26
0.342872837160478,0.272439897225091,0.412805178566895,9,5,2,2,26
0.335616626615017,0.26352650421372,0.407103821798403,10,5,2,2,26
0.367828184747543,0.294544912007747,0.440397810509447,11,5,2,2,26
0.28196858045068,0.204495672968063,0.358469590359101,12,5,2,2,26
0.230200055130176,0.148511609410283,0.310681512985458,13,5,2,2,26
0.180737488421743,0.0953579959165961,0.264753342870391,14,5,2,2,26
0.147551310219686,0.0584545778802557,0.235134291322656,15,5,2,2,26
0.137310205872664,0.0442070263241921,0.228706986336757,16,5,2,2,26
0.164211756382103,0.0685436120967607,0.258028371673135,17,5,2,2,26
0.0878839101737084,-0.0134536690980311,0.187010504718631,18,5,2,2,26
0.161135748497324,0.0584354661681453,0.261627103804176,19,5,2,2,26
0.252748734013703,0.149606233728014,0.35376920856171,20,5,2,2,26
0.243649194051615,0.13789076390479,0.347157709432187,21,5,2,2,26
0.24203534237859,0.133808980338144,0.347858507614681,22,5,2,2,26
0.280014654077733,0.169317835390448,0.388154955577452,23,5,2,2,26
0.275108137973516,0.160571370116287,0.3868351590983,24,5,2,2,26
0.326641317971291,0.211300102855101,0.439133187502802,25,5,2,2,26
0.316841256445064,0.197396008369585,0.433191929568195,26,5,2,2,26
0.306335073073743,0.181897497010372,0.427424504066984,27,5,2,2,26
0.374765169310723,0.248825891293759,0.497396263457347,28,5,2,2,26
