"lag.smoke","lag.smoke.low","lag.smoke.high","lag","df.date","df.tmmx","df.rmax","pm.threshold"
0.226197965641544,0.176310897808642,0.275776951263371,0,5,2,2,22
0.317655305144649,0.26790581784982,0.367111219512733,1,5,2,2,22
0.232053375571001,0.180298277471424,0.283493096321236,2,5,2,2,22
0.136781827017441,0.0833902271152003,0.189823143644713,3,5,2,2,22
0.153017127405312,0.0987804108663844,0.206887621147745,4,5,2,2,22
0.244972286398734,0.190249842105395,0.299331279908916,5,5,2,2,22
0.317792157401559,0.261798482282403,0.373421104223523,6,5,2,2,22
0.254202010734851,0.196811157794416,0.311169838278705,7,5,2,2,22
0.30753560006957,0.250027461909419,0.364600296004633,8,5,2,2,22
0.276438765571764,0.217225352001133,0.335165969982616,9,5,2,2,22
0.218568143918951,0.158140670904007,0.278430948580135,10,5,2,2,22
0.306169239209279,0.246282422904361,0.365453162297437,11,5,2,2,22
0.229784171388251,0.166986626486403,0.2918408092979,12,5,2,2,22
0.195688496688318,0.129543111554649,0.260972052611365,13,5,2,2,22
0.131376610650266,0.063350098473748,0.198446026401928,14,5,2,2,22
0.0939991469602467,0.0247282537804919,0.162227080744736,15,5,2,2,22
0.0737711327910339,0.0019417343150355,0.144445846611431,16,5,2,2,22
-0.0174260015967388,-0.0932550450957544,0.0570712540491022,17,5,2,2,22
-0.117134460360416,-0.198162308925668,-0.0376767492458631,18,5,2,2,22
0.0143438194247266,-0.0659386691953633,0.0931518722474232,19,5,2,2,22
0.2058243994208,0.127169617158164,0.283153629484574,20,5,2,2,22
0.13635725843322,0.0562216753304695,0.215028790297067,21,5,2,2,22
0.0899736522265369,0.00936758566350621,0.168996163389674,22,5,2,2,22
0.188683210731974,0.109378215249166,0.266454946959425,23,5,2,2,22
0.125033345119675,0.0430668551933751,0.205316448110221,24,5,2,2,22
0.0869120915031713,0.00253400131675846,0.169498806788884,25,5,2,2,22
0.135148086502394,0.0491876310406215,0.219279145847565,26,5,2,2,22
0.126546993823209,0.0352961208051974,0.215717241713137,27,5,2,2,22
0.081116610280722,-0.0115105469783279,0.1715188320951,28,5,2,2,22
