"","coef","std","ci.low","ci.high","ilag","name","smooth","df.date","df.tmmx","df.rmax","df.combo"
"1",0.209233946388528,"0.00540197863393018",0.19860533733696,0.219781777417631,0,"lag.data","ns",2,1,1,"211"
"2",0.21902150856796,"0.00521143840259789",0.208767471723271,0.229196975523626,0,"lag.data","ns",3,1,1,"311"
"3",0.225458488109544,"0.00526179585965957",0.215105248248951,0.235731949354967,0,"lag.data","ns",4,1,1,"411"
"4",0.224635166544221,"0.00532860153435315",0.214154215099742,0.235042892296607,0,"lag.data","ns",5,2,2,"522"
"5",0.22379813652937,"0.00530627676109799",0.213361071593929,0.234162289919794,0,"lag.data","ns",6,2,2,"622"
"6",0.227707635257778,"0.00526475567523515",0.217354128107434,0.23799249123729,0,"lag.data","ns",7,2,2,"722"
"7",0.233665870106246,"0.00537749508284691",0.223095462716722,0.244175669295671,0,"lag.data","ns",8,2,2,"822"
"8",0.232067081488372,"0.00529588734270451",0.221658969783511,0.242419213650976,0,"lag.data","ns",9,3,3,"933"
"9",0.234266163908239,"0.00529685419883404",0.223855360455503,0.244619432475437,0,"lag.data","ns",10,3,3,"1033"
"10",0.214136142681774,"0.00515700629897712",0.203990270114979,0.224206579908783,1,"lag.data","ns",2,1,1,"211"
"11",0.22293505014958,"0.00497188910074435",0.213154511004313,0.232645151354149,1,"lag.data","ns",3,1,1,"311"
"12",0.228567984173224,"0.00500307875718563",0.218725786480546,0.238338538963549,1,"lag.data","ns",4,1,1,"411"
"13",0.228320670002731,"0.00507902542033406",0.218331695242188,0.238242208776775,1,"lag.data","ns",5,2,2,"522"
"14",0.228274641406007,"0.00507959072741732",0.21828509366099,0.238197870820855,1,"lag.data","ns",6,2,2,"622"
"15",0.230102995806195,"0.00502151048868567",0.220228429922777,0.239913476949774,1,"lag.data","ns",7,2,2,"722"
"16",0.235859632288458,"0.00513312839771202",0.225770214791957,0.245892743139148,1,"lag.data","ns",8,2,2,"822"
"17",0.233690843259718,"0.00509221101532272",0.223684205579707,0.24364625379756,1,"lag.data","ns",9,3,3,"933"
"18",0.234960885606413,"0.00509018636602095",0.224957140867904,0.244911311686484,1,"lag.data","ns",10,3,3,"1033"
"19",0.215977103388377,"0.00509820326847584",0.205948341151781,0.225934137173913,2,"lag.data","ns",2,1,1,"211"
"20",0.224198314442962,"0.00490058652423329",0.214560037052182,0.233771140055661,2,"lag.data","ns",3,1,1,"311"
"21",0.229036574242578,"0.00492759555519331",0.219344889205132,0.238661738150174,2,"lag.data","ns",4,1,1,"411"
"22",0.229583383232729,"0.00501066506419487",0.219730100212013,0.239372660402549,2,"lag.data","ns",5,2,2,"522"
"23",0.230333136634254,"0.0050295316443589",0.220443821738448,0.240160371699013,2,"lag.data","ns",6,2,2,"622"
"24",0.231004971878084,"0.00495478345941919",0.221262594124294,0.24068608021876,2,"lag.data","ns",7,2,2,"722"
"25",0.236036411141664,"0.00505382602790644",0.226103544189377,0.245915249296505,2,"lag.data","ns",8,2,2,"822"
"26",0.234813180992092,"0.00507634664828857",0.224838460291573,0.244738401126444,2,"lag.data","ns",9,3,3,"933"
"27",0.235205470611226,"0.00505510044183869",0.225271582242595,0.245088299090444,2,"lag.data","ns",10,3,3,"1033"
"28",0.220201649548404,"0.00505942619440284",0.210250864795288,0.23008454510278,3,"lag.data","ns",2,1,1,"211"
"29",0.228069215787744,"0.00484009181569295",0.21855150645859,0.237525349535197,3,"lag.data","ns",3,1,1,"311"
"30",0.232522435736312,"0.00486835952861156",0.222948731463747,0.242033267906598,3,"lag.data","ns",4,1,1,"411"
"31",0.233589448920456,"0.00495148792320799",0.223853978401074,0.243264423039949,3,"lag.data","ns",5,2,2,"522"
"32",0.23493223282065,"0.00498680232587116",0.225129082271959,0.244678002061921,3,"lag.data","ns",6,2,2,"622"
"33",0.234945157734704,"0.00491147075140962",0.225289506886546,0.244543083212313,3,"lag.data","ns",7,2,2,"722"
"34",0.239313214042766,"0.00499142936593679",0.229504105079118,0.249071126235703,3,"lag.data","ns",8,2,2,"822"
"35",0.237376319470441,"0.00505414938455933",0.227445702253983,0.247258546969854,3,"lag.data","ns",9,3,3,"933"
"36",0.236980938755477,"0.0050184271390859",0.227120181539867,0.246793050641466,3,"lag.data","ns",10,3,3,"1033"
