"lag.smoke","lag.smoke.low","lag.smoke.high","lag","df.date","df.tmmx","df.rmax","pm.threshold"
0.171394314053346,0.123396124006838,0.219131166778162,0,5,2,2,20
0.253104636038614,0.204814103818739,0.301136158250199,1,5,2,2,20
0.294065313227671,0.245858263886239,0.342022005269602,2,5,2,2,20
0.103993962549356,0.0530090182967371,0.154687350628778,3,5,2,2,20
0.102945756038827,0.050726505474474,0.154847504416609,4,5,2,2,20
0.189085304792556,0.136519139989176,0.241327784409574,5,5,2,2,20
0.282406215043521,0.229215377767965,0.335272338088643,6,5,2,2,20
0.274706255394396,0.220629003474797,0.32842071797611,7,5,2,2,20
0.326705309854457,0.272231524224629,0.380793488176938,8,5,2,2,20
0.214431619322612,0.158678985657122,0.269754698062531,9,5,2,2,20
0.17421074293519,0.117331317200168,0.230616259627309,10,5,2,2,20
0.236633608828823,0.179865256665995,0.292888126569032,11,5,2,2,20
0.239258852441679,0.181659247965588,0.29628662091544,12,5,2,2,20
0.178666008596561,0.118094347671156,0.238568503475994,13,5,2,2,20
0.18764052019983,0.126227529842971,0.248343997794025,14,5,2,2,20
0.15055431600647,0.0875038048131588,0.212806554173784,15,5,2,2,20
0.0622401749779971,-0.00245769174060625,0.126055990492975,16,5,2,2,20
-0.0529807861431247,-0.121558320817181,0.0145694939480684,17,5,2,2,20
-0.0884820791843622,-0.160233503783256,-0.0178755415111191,18,5,2,2,20
0.0110475487227781,-0.0611355764602413,0.0820862468140091,19,5,2,2,20
0.140761607006055,0.0679192121784383,0.212466570684182,20,5,2,2,20
0.193310558794288,0.121258604417604,0.264219531339872,21,5,2,2,20
0.0840599708026335,0.00896482226942253,0.157802951103295,22,5,2,2,20
0.107554809595602,0.034190069954469,0.179597214791681,23,5,2,2,20
0.099901309133996,0.0253850213861794,0.173031321698237,24,5,2,2,20
0.167855920882898,0.0942239721923864,0.240145531287149,25,5,2,2,20
0.0960731530009321,0.0182247973452632,0.17240747323964,26,5,2,2,20
0.0961899686919443,0.0144071230611135,0.176294251198955,27,5,2,2,20
0.0834600323451046,-3.28746869537231e-05,0.165138841088937,28,5,2,2,20
