"","coef","std","ci.low","ci.high","ilag","name","smooth","df.date","df.tmmx","df.rmax","df.combo"
"1",0.234615588167059,"0.00528099870099085",0.224235892811368,0.244937854683145,0,"lag.data","ns",11,3,3,"1133"
"2",0.236132923440868,"0.00530760509068089",0.225701347737489,0.246507544198831,0,"lag.data","ns",12,3,3,"1233"
"3",0.241750736919453,"0.00533948265371841",0.23125591976954,0.252186989474461,0,"lag.data","ns",14,3,3,"1433"
"4",0.241586823020527,"0.00535921824369608",0.231054597001074,0.252063110129133,0,"lag.data","ns",16,3,3,"1633"
"5",0.245366385475122,"0.00529916036201984",0.234951896640709,0.255724873330596,0,"lag.data","ns",20,3,3,"2033"
"6",0.248133761396654,"0.00529045353532268",0.237737234334544,0.258476103202195,0,"lag.data","ns",24,4,4,"2444"
"7",0.0330202561502769,"0.00157920227203121",0.0298608248222806,0.0360832242949837,1,"lag.data","ns",11,3,3,"1133"
"8",0.0329878960066875,"0.00158285501589279",0.0298199420641923,0.0360575035818107,1,"lag.data","ns",12,3,3,"1233"
"9",0.0329205230548917,"0.00157433947371389",0.0297677520114907,0.0359707809873223,1,"lag.data","ns",14,3,3,"1433"
"10",0.033579740470522,"0.00157447727401955",0.0304228286415336,0.0366234498863228,1,"lag.data","ns",16,3,3,"1633"
"11",0.0352303668015751,"0.00171115868428442",0.031843670725166,0.0385813165406943,1,"lag.data","ns",20,3,3,"2033"
"12",0.0366578397224565,"0.00190682513449283",0.0329358029843734,0.0404431664442233,1,"lag.data","ns",24,4,4,"2444"
"13",0.0178958640379193,"0.00128980489921538",0.0152632289581052,0.0203500207494704,2,"lag.data","ns",11,3,3,"1133"
"14",0.0178614429943888,"0.0012936708883884",0.0152194061112911,0.0203212789664313,2,"lag.data","ns",12,3,3,"1233"
"15",0.0178122857021897,"0.00129865345239373",0.0151602081802769,0.0202798951484473,2,"lag.data","ns",14,3,3,"1433"
"16",0.0187953522228642,"0.00133369420425648",0.0160816929006823,0.0213378280087904,2,"lag.data","ns",16,3,3,"1633"
"17",0.0208425784135945,"0.00153154917788369",0.0177970770310272,0.023833465374687,2,"lag.data","ns",20,3,3,"2033"
"18",0.0215240631270297,"0.00165968184764004",0.018271998537313,0.0248199670273756,2,"lag.data","ns",24,4,4,"2444"
"19",0.0140599756087037,"0.00119559965330687",0.0115966616350627,0.0163085720879955,3,"lag.data","ns",11,3,3,"1133"
"20",0.0140285474571895,"0.00119905128513738",0.0115573131719303,0.0162828929938785,3,"lag.data","ns",12,3,3,"1233"
"21",0.0139396379436092,"0.00120460467663082",0.0114605499144899,0.0162073075000085,3,"lag.data","ns",14,3,3,"1433"
"22",0.0147302965886755,"0.0012465080502148",0.0121791161778377,0.0170908297455453,3,"lag.data","ns",16,3,3,"1633"
"23",0.0167342965476491,"0.00144261169490466",0.0138539268628315,0.0195398324180484,3,"lag.data","ns",20,3,3,"2033"
"24",0.0174124555329145,"0.00155145163886855",0.0143500188717361,0.0204674362623864,3,"lag.data","ns",24,4,4,"2444"
