"","coef","std","ci.low","ci.high","ilag","name","smooth","df.date","df.tmmx","df.rmax","df.combo"
"1",0.000233732366754075,"0.00111335795066842",-0.00213937630377867,0.00223565264036379,0,"lag.data","ns",2,1,1,"211"
"2",0.000260647208338146,"0.00113453905296683",-0.00215643596772921,0.00230161510741516,0,"lag.data","ns",3,1,1,"311"
"3",0.000800830982388403,"0.00110898404874275",-0.00156428711845367,0.00279465570712557,0,"lag.data","ns",4,1,1,"411"
"4",0.000620107240722932,"0.00109987872108555",-0.00172025521483626,0.00260240705974718,0,"lag.data","ns",5,2,2,"522"
"5",0.000600734954902269,"0.00109424489738869",-0.00172699103660607,0.002573693573134,0,"lag.data","ns",6,2,2,"622"
"6",0.000629955286136089,"0.00108396490099852",-0.00167605585264511,0.00258453109096069,0,"lag.data","ns",7,2,2,"722"
"7",0.000656995944543277,"0.00108027490169646",-0.00164137690607789,0.00260476097967701,0,"lag.data","ns",8,2,2,"822"
"8",0.000828343184077094,"0.00109779260716605",-0.00150737699064377,0.00280742228418761,0,"lag.data","ns",9,3,3,"933"
"9",0.00083336984779178,"0.00110125579155585",-0.00151000121542526,0.00281845689542676,0,"lag.data","ns",10,3,3,"1033"
"10",0.000585784793987263,"0.00103560630795082",-0.00161906009609518,0.00245276291676089,1,"lag.data","ns",2,1,1,"211"
"11",0.000643314381825165,"0.00105774263627997",-0.00160715246457486,0.00255166075632099,1,"lag.data","ns",3,1,1,"311"
"12",0.00126489563935971,"0.00103359761457338",-0.0009354394067645,0.00312976644307252,1,"lag.data","ns",4,1,1,"411"
"13",0.00101922956072008,"0.00103122699458548",-0.00117122280018408,0.00288411833389533,1,"lag.data","ns",5,2,2,"522"
"14",0.000967280647855606,"0.00102870081277856",-0.00121659566293961,0.00282883639152193,1,"lag.data","ns",6,2,2,"622"
"15",0.000963018862699162,"0.00102066237320289",-0.00120345332790266,0.00281053068018649,1,"lag.data","ns",7,2,2,"722"
"16",0.000973960104541056,"0.00101732461451341",-0.00118547732662375,0.00281540697322993,1,"lag.data","ns",8,2,2,"822"
"17",0.00111331668663371,"0.00103469931596812",-0.00108396693452389,0.00298513149482818,1,"lag.data","ns",9,3,3,"933"
"18",0.00111823312750464,"0.0010373924884257",-0.00108509182216857,0.0029946394237313,1,"lag.data","ns",10,3,3,"1033"
"19",0.000614000583498312,"0.000971156011169131",-0.00145503743606167,0.00236494358044806,2,"lag.data","ns",2,1,1,"211"
"20",0.000694503484295092,"0.000991810380733293",-0.0014169302680603,0.00248433969593064,2,"lag.data","ns",3,1,1,"311"
"21",0.00132987374586461,"0.000969731690622582",-0.000734873864447281,0.00308077209734886,2,"lag.data","ns",4,1,1,"411"
"22",0.00106505422578033,"0.000973032261777694",-0.00100269316145145,0.00282524532899141,2,"lag.data","ns",5,2,2,"522"
"23",0.000997396066636624,"0.000972868952321921",-0.00106845464872262,0.00275878911233776,2,"lag.data","ns",6,2,2,"622"
"24",0.000976503613542485,"0.000966463859251794",-0.0010750968659472,0.00272705055003234,2,"lag.data","ns",7,2,2,"722"
"25",0.000977245534125325,"0.000963520756160456",-0.00106794938077633,0.00272263776929857,2,"lag.data","ns",8,2,2,"822"
"26",0.00107410498660712,"0.000976962988513489",-0.0010011242134108,0.00284257505410774,2,"lag.data","ns",9,3,3,"933"
"27",0.00107901052486263,"0.000979289263451564",-0.00100152654839847,0.00285137521089898,2,"lag.data","ns",10,3,3,"1033"
"28",0.000617979985176524,"0.000948136867826214",-0.00140073856993153,0.00232795947761938,3,"lag.data","ns",2,1,1,"211"
"29",0.000755829396502086,"0.000966683711049987",-0.0013012055325174,0.00250055237651726,3,"lag.data","ns",3,1,1,"311"
"30",0.00139533885687707,"0.000946240298625568",-0.000618851890861974,0.00310377473080512,3,"lag.data","ns",4,1,1,"411"
"31",0.00115010070602398,"0.000951968693405792",-0.000873598926014294,0.00287074852714838,3,"lag.data","ns",5,2,2,"522"
"32",0.00107110992199549,"0.000953574154997066",-0.000954097591486702,0.00279646212410753,3,"lag.data","ns",6,2,2,"622"
"33",0.00103839411915893,"0.00094858691986011",-0.000975266794432581,0.00275576986194468,3,"lag.data","ns",7,2,2,"722"
"34",0.0010313275462693,"0.000946120300825784",-0.000976710651439229,0.00274465628812811,3,"lag.data","ns",8,2,2,"822"
"35",0.00112805177682098,"0.000956521605111759",-0.000903722474209701,0.00285868549470462,3,"lag.data","ns",9,3,3,"933"
"36",0.00113113267727218,"0.000959155987309222",-0.000906630809681822,0.00286617981320997,3,"lag.data","ns",10,3,3,"1033"
