"lag.smoke","lag.smoke.low","lag.smoke.high","lag","df.date","df.tmmx","df.rmax","pm.threshold"
0.023524900406575,-0.0700105370657835,0.116442305789944,0,5,2,2,18
0.113876277050121,0.0204108597219315,0.206688423313622,1,5,2,2,18
0.260851007677182,0.169341533907992,0.351729842740502,2,5,2,2,18
0.112561575336911,0.018785460052946,0.205632559825837,3,5,2,2,18
0.0696165258653903,-0.0275252740156137,0.166002070934373,4,5,2,2,18
0.211909109733068,0.114221158385201,0.308825169654525,5,5,2,2,18
0.225893414342223,0.12545994777803,0.325492585912479,6,5,2,2,18
0.133586800483497,0.029626055358071,0.236532843311172,7,5,2,2,18
0.141621793237599,0.0371664248002211,0.244910678395802,8,5,2,2,18
0.205245476407034,0.102154176839658,0.307148463415679,9,5,2,2,18
0.233951559305892,0.13094949631758,0.335797034819952,10,5,2,2,18
0.222550030534405,0.118391980437535,0.325461306664761,11,5,2,2,18
0.240156628850679,0.134974171580798,0.343928426068978,12,5,2,2,18
0.152562939832886,0.0419246765431892,0.261447551115712,13,5,2,2,18
0.162478142275283,0.0488163060092153,0.274265579554274,14,5,2,2,18
0.0746009080742308,-0.0421044657406949,0.189049538852026,15,5,2,2,18
0.0846942411553984,-0.0308070414343159,0.197882733459953,16,5,2,2,18
0.171703154195642,0.0586278279239296,0.282684765509012,17,5,2,2,18
-0.000475480924710212,-0.121586761534745,0.118113088230412,18,5,2,2,18
0.0978899533283977,-0.0255819066244941,0.218693279296455,19,5,2,2,18
0.214682063703914,0.0860938708725508,0.340502315107376,20,5,2,2,18
0.281470939887326,0.150223440841973,0.409978563656966,21,5,2,2,18
0.278556858652894,0.148666825738416,0.40557678817872,22,5,2,2,18
0.375070987459262,0.252754324634112,0.49470636170652,23,5,2,2,18
0.280600415091305,0.157057058722885,0.401199459723172,24,5,2,2,18
0.271504449902305,0.145557083962052,0.39441302147545,25,5,2,2,18
0.0607374936136382,-0.0778150931850637,0.195472481577065,26,5,2,2,18
0.0921803285244707,-0.0528826475848781,0.233207697123065,27,5,2,2,18
0.137846943743976,-0.0106994605511476,0.282225826343669,28,5,2,2,18
