"lag.smoke","lag.smoke.low","lag.smoke.high","lag","df.date","df.tmmx","df.rmax","pm.threshold"
0.169961915258348,0.0545756436136514,0.283930992278265,0,5,2,2,26
0.229421026246433,0.113391517440807,0.344260533174607,1,5,2,2,26
0.315704302921709,0.19846965072086,0.431968877370872,2,5,2,2,26
0.235351616822533,0.115173848018061,0.354460725042448,3,5,2,2,26
0.212345162599164,0.0901404908846351,0.333410687463734,4,5,2,2,26
0.316279121583406,0.192199547417393,0.439306812694931,5,5,2,2,26
0.158639885933163,0.0276531243744451,0.288205365637892,6,5,2,2,26
0.189830983797626,0.0551703471587909,0.32292250997485,7,5,2,2,26
0.357636515295041,0.221777794555493,0.492027774361698,8,5,2,2,26
0.59143701046938,0.455695764325041,0.725890838609876,9,5,2,2,26
0.616319272602849,0.478739695136956,0.752409607122143,10,5,2,2,26
0.647421508304585,0.509311980957194,0.783712416303905,11,5,2,2,26
0.452120679924688,0.304311561405282,0.596828640419996,12,5,2,2,26
0.421238881304967,0.263562968362558,0.574687196820619,13,5,2,2,26
0.227531442164173,0.055325464127704,0.394132431104215,14,5,2,2,26
0.278319209735099,0.103678958792788,0.44740459070852,15,5,2,2,26
0.334454584664203,0.154325456029063,0.508715945939463,16,5,2,2,26
0.328863011871699,0.140811754852976,0.510212636541896,17,5,2,2,26
0.295441057496893,0.100747316687699,0.482574753739405,18,5,2,2,26
0.5043973211379,0.317028973670383,0.685313044485195,19,5,2,2,26
0.565975149456924,0.375510412255502,0.749918994359152,20,5,2,2,26
0.627175706367151,0.436879571481702,0.811104472858287,21,5,2,2,26
0.747363756062937,0.560771236950901,0.92814540411998,22,5,2,2,26
0.892977740302634,0.706774972657592,1.07364018993632,23,5,2,2,26
0.752240381400982,0.55402902620359,0.943545713595509,24,5,2,2,26
0.662006541452372,0.457148278184142,0.859070475167316,25,5,2,2,26
0.541005650521037,0.325380314739426,0.747418539449304,26,5,2,2,26
0.468508630060282,0.239611121348387,0.686731401987335,27,5,2,2,26
0.495111247990001,0.2593437796133,0.719873035204133,28,5,2,2,26
