"lag.smoke","lag.smoke.low","lag.smoke.high","lag","df.date","df.tmmx","df.rmax","pm.threshold"
0.22617183847056,0.123002448015122,0.328161733455334,0,5,2,2,22
0.248222905952767,0.143831379813039,0.351458059631231,1,5,2,2,22
0.270686229087587,0.165805511543233,0.374440126598301,2,5,2,2,22
0.211089982794609,0.105816197391484,0.315204708791972,3,5,2,2,22
0.191593354544503,0.0857260355902836,0.296272133702734,4,5,2,2,22
0.289010229893429,0.181305214342682,0.395543228524131,5,5,2,2,22
0.228765460105572,0.114205440424541,0.34203071382186,6,5,2,2,22
0.135770377587797,0.0149378873292363,0.255048240249674,7,5,2,2,22
0.306367244042956,0.187132959982125,0.42396398031284,8,5,2,2,22
0.435085098360979,0.318127095159675,0.550349304621444,9,5,2,2,22
0.343610994220352,0.22550201224124,0.459814049305609,10,5,2,2,22
0.423343657446333,0.307823308607509,0.536900730934006,11,5,2,2,22
0.398145757682897,0.278638492025057,0.515241353041988,12,5,2,2,22
0.389084345208733,0.260992918132002,0.514214885079845,13,5,2,2,22
0.118618907570509,-0.025302066294884,0.258466263939644,14,5,2,2,22
0.0864778805301179,-0.0594156628509845,0.227849246068284,15,5,2,2,22
0.215768734997137,0.0743484052654026,0.352805454056051,16,5,2,2,22
0.186508582210915,0.0424852570625646,0.325996655428696,17,5,2,2,22
0.107677460538225,-0.0422137281189228,0.252637107912273,18,5,2,2,22
0.261475834321377,0.112952220614301,0.405465511632344,19,5,2,2,22
0.384192227639463,0.230748763207336,0.533117803082238,20,5,2,2,22
0.43205736458456,0.276058446196608,0.583324716244854,21,5,2,2,22
0.455329081346219,0.307121904791696,0.59868033499515,22,5,2,2,22
0.531328191555796,0.390846095755001,0.667239795986251,23,5,2,2,22
0.404352244781706,0.259285998338896,0.544469936261773,24,5,2,2,22
0.247960482225076,0.094917343403074,0.395561130002912,25,5,2,2,22
0.250872886756559,0.0917503539171134,0.404240397892715,26,5,2,2,22
0.122071029215349,-0.0600820972374808,0.296503041026856,27,5,2,2,22
0.0760494953018414,-0.119650992094179,0.262641591027425,28,5,2,2,22
