"","coef","ci.low","ci.high","ilag","name"
"1",-0.00015925186935259,-0.00826372012986055,0.00694392074682368,0,"lag.data"
"2",-0.00289753965530688,-0.00993236335061157,0.00327810358259978,0,"lag.data"
"3",0.0014472345938677,-0.0104966846634852,0.0118741027734961,0,"lag.data"
"4",0.00223878454627739,-0.00203524772315839,0.00633313016694216,0,"lag.data"
"5",-0.00028716267689243,-0.00526105199444328,0.0043335888224675,0,"lag.data"
"6",0.0186953405128436,-0.0169282816015074,0.0526579815676173,0,"lag.data"
"7",-0.00712190157654333,-0.0466175709464159,0.0227246894468084,0,"lag.data"
"8",0.0014670625695395,-0.00534492210390067,0.00775547338409951,0,"lag.data"
"9",0.0744842980479815,-0.0172944213466623,0.208774602094744,0,"lag.data"
"10",-0.00622646601679869,-0.017959474720567,0.00457830430372938,0,"lag.data"
"11",-0.00092709887256114,-0.0091861279364337,0.00612752514893576,0,"lag.data"
"12",-0.00810674732964375,-0.0495257800520524,0.0218380555143488,0,"lag.data"
"13",-0.0124425217927383,-0.0254353412233502,-0.00163376873587971,0,"lag.data"
"14",-0.00368871417875422,-0.013765882595764,0.00553318695950627,0,"lag.data"
"15",-0.000323548778611745,-0.015171026630607,0.00754079052885775,0,"lag.data"
"16",0.00704815338485539,-0.000970329753067144,0.0144232541160961,0,"lag.data"
"17",0.00588849112023754,-0.0120358227466386,0.0225447342065298,0,"lag.data"
"18",0.00256127466645071,-0.0150716047823579,0.0178605054377664,0,"lag.data"
"19",0.000367855827572149,-0.0152268292440836,0.0151999255896901,0,"lag.data"
"20",-0.00409479422589084,-0.00834304502183729,-0.000108131864625502,0,"lag.data"
"21",0.00310818979098934,-0.0307253877325709,0.0347708967028106,0,"lag.data"
"22",0.00347817122016255,-0.00324900284473528,0.0100147009364584,0,"lag.data"
"23",0.00133942055913288,-0.00617160383092572,0.00856029730053603,0,"lag.data"
"24",-0.00123720213016303,-0.0212136384317586,0.017706310036827,0,"lag.data"
"25",-0.0031370459538531,-0.0146319993406433,0.00787841649752563,0,"lag.data"
"26",-0.00296963641266034,-0.0084103324291104,0.00205956160122539,0,"lag.data"
"27",0.00630321724213054,-0.0014953279339376,0.013741881739155,0,"lag.data"
"28",-0.00413710706063748,-0.0171760943403299,0.00731868346151657,0,"lag.data"
"29",0.000284083111897491,-0.00531123607432063,0.0055970472034435,0,"lag.data"
"30",-0.000391994722030754,-0.0277291339893579,0.0227908224065504,0,"lag.data"
"31",0.000770242353157415,-0.00407206900284201,0.00538295157211338,0,"lag.data"
"32",-0.00198480205237202,-0.00702645939189576,0.00213980536044171,0,"lag.data"
"33",-0.00119781335722326,-0.0140092551166776,0.0108304892744192,0,"lag.data"
"34",0.00308532814042104,-0.00937139759174053,0.0146935267887444,0,"lag.data"
"35",-0.00565784063978485,-0.013124386971257,0.00097075815962968,0,"lag.data"
"36",-0.00706343611060974,-0.0180591984892803,0.00276496137524333,0,"lag.data"
"37",-2.14709638755434e-05,-0.00586238087861856,0.00523345493982683,0,"lag.data"
"38",0.0046848667308018,-0.00571879391452457,0.0143601071112854,0,"lag.data"
"39",-0.000708317733804971,-0.00928485019913688,0.00723732740731672,0,"lag.data"
"40",-0.0020752920203781,-0.0390489977790747,0.0313487291383578,0,"lag.data"
"41",0.00189730886918584,-0.00489654556815384,0.00844690871255594,0,"lag.data"
"42",-0.00373065011043456,-0.00879604908619719,0.000764846220992573,0,"lag.data"
"43",-0.000611757030710921,-0.00301753148900255,0.00163945713855831,0,"lag.data"
"44",0.00371697910979748,-0.00321958691721577,0.010306923760733,0,"lag.data"
"45",-0.031613069877874,-0.0857443885899921,0.00998015778439879,0,"lag.data"
"46",-0.00153697962188807,-0.0138265810879286,0.00593778001802935,0,"lag.data"
"47",0.000416347445161771,-0.00210224155680134,0.00283020388762811,0,"lag.data"
"48",0.000586279660689816,-0.00321353286711538,0.00407587044529114,0,"lag.data"
"49",-0.000753457284065806,-0.00234012696672911,0.000757050433925789,0,"lag.data"
"50",0.00050304068656062,-0.00449501729525152,0.00480485697875729,0,"lag.data"
"51",-0.00371013011722409,-0.0203881782650913,0.00958209175780778,0,"lag.data"
"52",-0.000941333740200757,-0.0023926484099294,0.000464493049026165,0,"lag.data"
"53",-6.50706885743392e-05,-0.00238177381860495,0.00213175345352383,0,"lag.data"
