"","coef","std","ci.low","ci.high","ilag","name","smooth","df.date","df.tmmx","df.rmax"
"1",-0.000466832235085413,0.00343492988013767,-0.00765089845705177,0.0059075841956992,0,"lag.data","ns","5","2","2"
"2",-0.00390512217423994,0.00204852000797228,-0.00807183669614916,-1.92096668018031e-05,0,"lag.data","ns","5","2","2"
"3",0.00133968115891882,0.00205731156738379,-0.00278604832986212,0.0052919801427108,0,"lag.data","ns","5","2","2"
"4",0.000968701467445623,0.00200515412052045,-0.00310470354231167,0.00477134209857147,0,"lag.data","ns","5","2","2"
"5",0.018920001500762,0.0190598972063859,-0.0195513931508449,0.055323430729069,0,"lag.data","ns","5","2","2"
"6",-0.00102669012443401,0.00379233544097959,-0.00887765768631639,0.00604166487542726,0,"lag.data","ns","5","2","2"
"7",0.00618171674116646,0.0102850711520933,-0.0139517839950506,0.0270603723587726,0,"lag.data","ns","5","2","2"
"8",-0.0215724505870923,0.00534962127846833,-0.032544792979348,-0.0115228711831975,0,"lag.data","ns","5","2","2"
"9",-0.000747792804580539,0.00337695594661521,-0.00784704704518294,0.00550268685910453,0,"lag.data","ns","5","2","2"
"10",-0.0129738496320128,0.0163138848764018,-0.0480798690217571,0.0151819392680173,0,"lag.data","ns","5","2","2"
"11",-0.00516833606829791,0.00436861712183939,-0.0141417059172675,0.00304922188291812,0,"lag.data","ns","5","2","2"
"12",0.00565506829995234,0.00387320168215062,-0.00239230903851765,0.0128898737153459,0,"lag.data","ns","5","2","2"
"13",0.000130584555800863,0.00592704636912462,-0.0119908750184683,0.0114028358805904,0,"lag.data","ns","5","2","2"
"14",-0.00413317524372359,0.00732837772618997,-0.0189174735079278,0.009860921656672,0,"lag.data","ns","5","2","2"
"15",-0.00377620109659666,0.0020415048293717,-0.00790437026819894,0.000109718108946697,0,"lag.data","ns","5","2","2"
"16",-0.00853479364208141,0.0179710628377347,-0.0451401525637919,0.0255674612174866,0,"lag.data","ns","5","2","2"
"17",0.00537851360688349,0.00306137899100132,-0.000703651970200484,0.0113164078433618,0,"lag.data","ns","5","2","2"
"18",0.00100043859744126,0.00427163128238943,-0.0075440290220217,0.00923325176934525,0,"lag.data","ns","5","2","2"
"19",0.000576282393988119,0.00931881257050876,-0.0182346576356909,0.0183465165609154,0,"lag.data","ns","5","2","2"
"20",0.000134891623639838,0.00498191834499793,-0.00985577393555948,0.00969994247813695,0,"lag.data","ns","5","2","2"
"21",-0.00337777710663799,0.00240795283002523,-0.00834135101661559,0.00113816427191282,0,"lag.data","ns","5","2","2"
"22",0.00501461400521187,0.00348858571799445,-0.00201926806602297,0.0116977139081961,0,"lag.data","ns","5","2","2"
"23",-0.00287525916618756,0.00594520454760951,-0.0153462940094017,0.00814266040339713,0,"lag.data","ns","5","2","2"
"24",0.00102244133385184,0.00256135830438291,-0.00418520866463555,0.00589205976643392,0,"lag.data","ns","5","2","2"
"25",-7.01309706507432e-05,0.0120489355139718,-0.0260068074992503,0.0219973714715999,0,"lag.data","ns","5","2","2"
"26",0.0010785739261622,0.00224850969418181,-0.00344546536796638,0.0053854922063295,0,"lag.data","ns","5","2","2"
"27",-0.00153120929265123,0.00228931307903578,-0.00655633480241693,0.00252726524356366,0,"lag.data","ns","5","2","2"
"28",-0.00960595271657539,0.00621995614933142,-0.0224920663342994,0.00199605353154861,0,"lag.data","ns","5","2","2"
"29",0.000544225990310912,0.00376834100564106,-0.00708241809161352,0.00773624753082735,0,"lag.data","ns","5","2","2"
"30",-0.0051587219294748,0.00329528696925366,-0.0120850213792329,0.000908121236401398,0,"lag.data","ns","5","2","2"
"31",-0.00457207477039648,0.00459681158055437,-0.0139858983804265,0.00409953567217177,0,"lag.data","ns","5","2","2"
"32",0.000864779930480093,0.00262116277653389,-0.00453098757011091,0.00579089288918392,0,"lag.data","ns","5","2","2"
"33",0.00206644091354436,0.00382388928738388,-0.00568852093958449,0.00933203303609188,0,"lag.data","ns","5","2","2"
"34",-0.00222736286090693,0.0169754578917166,-0.036977429197839,0.0297859708884769,0,"lag.data","ns","5","2","2"
"35",0.00311185986335984,0.00316292230768028,-0.00319624104119297,0.00922933828360741,0,"lag.data","ns","5","2","2"
"36",-0.00625228387742782,0.00734555321561167,-0.0300698081472468,0.00423476935917194,0,"lag.data","ns","5","2","2"
