"","coef","std","ci.low","ci.high","ilag","name","smooth","df.date","df.tmmx","df.rmax"
"1",-0.000381446937476535,0.00341803357645251,-0.00752659294604439,0.00596138068370404,0,"lag.data","ns","4","2","2"
"2",-0.00389964939097017,0.00211382154939678,-0.00820441223740674,0.000106542783527859,0,"lag.data","ns","4","2","2"
"3",0.00381185966487304,0.00542491710529423,-0.00777675513471663,0.0138262564432078,0,"lag.data","ns","4","2","2"
"4",0.00123642179436371,0.00208292128515465,-0.00293934409047852,0.00523914806220698,0,"lag.data","ns","4","2","2"
"5",0.000541911497284685,0.00202035820787325,-0.0035716692205717,0.00436498936350016,0,"lag.data","ns","4","2","2"
"6",0.0160162717841879,0.0192124500883312,-0.0227089277538145,0.0527354476206618,0,"lag.data","ns","4","2","2"
"7",-0.00844178172888301,0.016890361979428,-0.0482553250382747,0.0203266230878259,0,"lag.data","ns","4","2","2"
"8",-0.00246407477694363,0.00368416788672173,-0.0100868191955412,0.00440932248924063,0,"lag.data","ns","4","2","2"
"9",0.0139438767284999,0.0163009270479432,-0.0158880137731724,0.0488977286256308,0,"lag.data","ns","4","2","2"
"10",-0.00266530448949863,0.00599944216892837,-0.0149655829424049,0.00859706721334914,0,"lag.data","ns","4","2","2"
"11",-0.000682821990265482,0.00334098867395458,-0.007688715694708,0.00551852690539323,0,"lag.data","ns","4","2","2"
"12",-0.013321700241734,0.0162469316278688,-0.0480274865136213,0.0145269086244338,0,"lag.data","ns","4","2","2"
"13",-0.00830807931926038,0.00874497374940859,-0.0339725461675881,0.00414251191175094,0,"lag.data","ns","4","2","2"
"14",-0.0160592975220041,0.00545995786574983,-0.0276340833625916,-0.00624078768686889,0,"lag.data","ns","4","2","2"
"15",-0.00476468427490497,0.00448255288833934,-0.0140021966646123,0.0036387467016282,0,"lag.data","ns","4","2","2"
"16",0.0126470557568725,0.0269574132684194,NA,0.0769733057915232,0,"lag.data","ns","4","2","2"
"17",0.00497875302244826,0.00400947975728264,-0.00337039964683785,0.0124615433856162,0,"lag.data","ns","4","2","2"
"18",9.37143701068543e-07,0.00559488632646124,-0.0113790136137493,0.0106845530268905,0,"lag.data","ns","4","2","2"
"19",-0.00108253075250761,0.00960317652818368,-0.0217463510589284,0.0162734082342099,0,"lag.data","ns","4","2","2"
"20",0.00626666824150216,0.00775607486445125,-0.00942389053291373,0.0210401882553511,0,"lag.data","ns","4","2","2"
"21",-0.00394708395815384,0.00198999845053025,-0.007974618945923,-0.000162694853750098,0,"lag.data","ns","4","2","2"
"22",0.00189812869927874,0.0170476960936931,-0.0327373822954042,0.0342945411306563,0,"lag.data","ns","4","2","2"
"23",0.00339176471572557,0.00318344392350192,-0.0029488301711882,0.00955222606021526,0,"lag.data","ns","4","2","2"
"24",0.0011764282792257,0.00416295349032299,-0.00714879185708274,0.00920300923932455,0,"lag.data","ns","4","2","2"
"25",5.36567100780064e-05,0.00955699484376224,-0.0192343261741422,0.0182820069289003,0,"lag.data","ns","4","2","2"
"26",0.00578223438472952,0.00600193855073857,-0.00629182468166167,0.017282150262974,0,"lag.data","ns","4","2","2"
"27",-0.00360476474684557,0.00254109307191248,-0.00884224812331554,0.00116218873784314,0,"lag.data","ns","4","2","2"
"28",0.00425860575030899,0.00336731184780869,-0.00255624120097232,0.0106812914800607,0,"lag.data","ns","4","2","2"
"29",-0.00455079658141497,0.00616498384920047,-0.0175192834141155,0.0068416827427621,0,"lag.data","ns","4","2","2"
"30",0.00112698364426749,0.00256374790810592,-0.00407765526157529,0.00600748607914755,0,"lag.data","ns","4","2","2"
"31",0.00200055952390454,0.0120026049479625,-0.0237318480254648,0.0240522343260693,0,"lag.data","ns","4","2","2"
"32",0.000460959148002294,0.00234475233075079,-0.0042595754901895,0.00495018186831465,0,"lag.data","ns","4","2","2"
"33",-0.00239422596984811,0.0023066926038633,-0.00748989550795585,0.00166122424045725,0,"lag.data","ns","4","2","2"
"34",-0.010564783818673,0.00663516774875663,-0.0243853799869742,0.00174940310922642,0,"lag.data","ns","4","2","2"
"35",-0.000855155526639897,0.00334515452887822,-0.00758924427161931,0.00555564472475251,0,"lag.data","ns","4","2","2"
"36",-0.00511241325372083,0.00330621494165277,-0.0120644329516731,0.000971829772788811,0,"lag.data","ns","4","2","2"
"37",-0.00614494268586942,0.00471822350624128,-0.0159089480441425,0.00267897134702569,0,"lag.data","ns","4","2","2"
"38",0.000363597979196686,0.00264877646497508,-0.00508996711518353,0.00533969613341548,0,"lag.data","ns","4","2","2"
"39",-0.0013975717766368,0.00512557818504169,-0.0121362941079934,0.00807050493817544,0,"lag.data","ns","4","2","2"
"40",0.00213960459076678,0.00385513180262002,-0.00568551255311292,0.00946118754034706,0,"lag.data","ns","4","2","2"
"41",0.000353700204660089,0.017757108281945,-0.0360738753405206,0.0338045948497563,0,"lag.data","ns","4","2","2"
"42",0.00130124976141452,0.00360136887635583,-0.00587842297395542,0.00827310711904395,0,"lag.data","ns","4","2","2"
"43",-0.00611933294719085,0.00942064991119991,-0.0362188001057012,0.00754392855080335,0,"lag.data","ns","4","2","2"
"44",-0.00384426113698512,0.0149256085271842,-0.0380710334720474,0.0204172699239988,0,"lag.data","ns","4","2","2"
"45",-0.00271919718930212,0.00198907983021959,-0.00693880910729338,0.000950117866392102,0,"lag.data","ns","4","2","2"
"46",-0.00206237998765295,0.000973246403877023,-0.00407193566083109,-0.000236591621555686,0,"lag.data","ns","4","2","2"
"47",0.00247355868605288,0.00320246987471828,-0.00413991070376745,0.00863894634362215,0,"lag.data","ns","4","2","2"
"48",-0.0242958453115299,0.0142343932542589,-0.0566028967965964,0.00060429691170892,0,"lag.data","ns","4","2","2"
"49",-5.43193631983783e-05,0.00538188381337123,-0.0158738277023058,0.00860381585364466,0,"lag.data","ns","4","2","2"
"50",0.00284406132685927,0.00162160697158607,-0.000438353094697069,0.00597825300138068,0,"lag.data","ns","4","2","2"
"51",0.000669255343446248,0.00182456012372243,-0.00323256625079414,0.0040431250415833,0,"lag.data","ns","4","2","2"
"52",-0.00293419011520606,0.0127386539091673,-0.029935404571069,0.0218100790930335,0,"lag.data","ns","4","2","2"
"53",-0.000974187735980228,0.000931459406861587,-0.00286687167111624,0.000797487225827049,0,"lag.data","ns","4","2","2"
"54",0.00209006953039109,0.00124527031143019,-0.000543680093736396,0.00441348299801837,0,"lag.data","ns","4","2","2"
"55",-0.00104426380127531,0.0023637329180368,-0.00627256188197343,0.00324775092882464,0,"lag.data","ns","4","2","2"
"56",-0.00164344387758207,0.00553377279133669,-0.0142433436258907,0.00798003460031302,0,"lag.data","ns","4","2","2"
"57",-0.69734363058089,0.2663107060968,-1.27562226404181,-0.236812411347839,0,"lag.data","ns","4","2","2"
"58",-0.000931908412910952,0.000784920811995711,-0.0025137946166128,0.000571602106086177,0,"lag.data","ns","4","2","2"
"59",-0.000642157419723853,0.00110833984848793,-0.00293878392347489,0.00144310558688484,0,"lag.data","ns","4","2","2"
"60",-0.00391658729954767,0.00446490210283139,-0.0126555491583251,0.00488043375574482,0,"lag.data","ns","4","2","2"
"61",-0.000193457266110952,0.000385315819552676,-0.000963284808534927,0.000549453739418598,0,"lag.data","ns","4","2","2"
"62",0.000597499331912477,0.000649342177691867,-0.00071469955178478,0.00183676218369594,0,"lag.data","ns","4","2","2"
"63",0.00105142714618281,0.0038572329947216,-0.00656065466687021,0.0087350981885175,0,"lag.data","ns","4","2","2"
"64",-0.0203801567527919,0.0202842308103394,-0.0669207979448614,0.0158053267416124,0,"lag.data","ns","4","2","2"
"65",0.00228066674412968,0.00125267359340492,-0.000300581552263848,0.0046511144314484,0,"lag.data","ns","4","2","2"
"66",0.0044147187314222,0.0127927793042115,-0.0253146742415156,0.028197729707393,0,"lag.data","ns","4","2","2"
"67",0.035069246980898,0.0143997697581391,0.00902469315308839,0.0668634617740391,0,"lag.data","ns","4","2","2"
"68",-0.00287532207621714,0.00284181294836609,-0.00990482646234979,0.00188965923683355,0,"lag.data","ns","4","2","2"
"69",0.000555304329222713,0.000806324125823988,-0.00106150843875709,0.00210612388816591,0,"lag.data","ns","4","2","2"
"70",-0.000231058399823564,0.00275101889991151,-0.00597159495512657,0.00492896405077281,0,"lag.data","ns","4","2","2"
"71",0.00929125030307351,0.00426011051225281,0.000863069086593077,0.0178114661194323,0,"lag.data","ns","4","2","2"
"72",0.00181346233695278,0.00262281668574555,-0.00371110950641121,0.00668511712420961,0,"lag.data","ns","4","2","2"
"73",0.00604481957332003,0.00152975380313075,0.00286668673576189,0.00892573450876078,0,"lag.data","ns","4","2","2"
"74",-0.0040355883698043,0.00590476025216159,-0.0192491679434059,0.00565384588587117,0,"lag.data","ns","4","2","2"
"75",0.00074010140486004,0.00162548650558909,-0.00268815299926393,0.00376588155966072,0,"lag.data","ns","4","2","2"
"76",-0.00321666401569939,0.00359888280722179,-0.0110572531636524,0.00332491573843039,0,"lag.data","ns","4","2","2"
"77",0.00267269829027654,0.00259364450239675,-0.00279225326140355,0.00749044500865102,0,"lag.data","ns","4","2","2"
"78",0.00180124504846725,0.0021114586102447,-0.00253097151932544,0.00580054439430255,0,"lag.data","ns","4","2","2"
"79",3.3005985342411e-05,0.00181079147550459,-0.00363683844494691,0.00349522746215373,0,"lag.data","ns","4","2","2"
"80",0.00764999951494565,0.0124796429929125,-0.0186159401080293,0.0314384739876215,0,"lag.data","ns","4","2","2"
"81",0.00575108450737949,0.0108707289621496,-0.0223343012972714,0.0258851100829609,0,"lag.data","ns","4","2","2"
"82",0.00117307118985374,0.0019066673688306,-0.00271402647970174,0.00479048023371959,0,"lag.data","ns","4","2","2"
"83",0.000257219404468487,0.00260823490874585,-0.0051486721811,0.00514760852949701,0,"lag.data","ns","4","2","2"
"84",-0.00124612184660621,0.00477719594649864,-0.0128841789878634,0.00680243215398344,0,"lag.data","ns","4","2","2"
"85",9.74639695427294e-06,0.00146033218227616,-0.00353154862599834,0.0025190717011043,0,"lag.data","ns","4","2","2"
"86",-0.00125842931685276,0.00285760907658889,-0.00713542835268516,0.00414172609293475,0,"lag.data","ns","4","2","2"
"87",-0.00211740742724337,0.0021584094306807,-0.006830836736403,0.0017709179166482,0,"lag.data","ns","4","2","2"
"88",0.0164119785519094,0.00594450758684305,0.00324756731666961,0.0276044794208734,0,"lag.data","ns","4","2","2"
"89",0.00271296118395925,0.00656084596030967,-0.0119747373680506,0.0149769439356421,0,"lag.data","ns","4","2","2"
"90",0.000981174720165209,0.00253389323580222,-0.00424822251049817,0.00575177097003105,0,"lag.data","ns","4","2","2"
"91",-0.00590471981165114,0.00896518835149028,-0.0267616163583765,0.00953662064944381,0,"lag.data","ns","4","2","2"
"92",0.00290711154856554,0.00317351857501807,-0.00367294280694272,0.0088516296834711,0,"lag.data","ns","4","2","2"
"93",0.000553156282262983,0.00102352543911918,-0.00157427176867914,0.00246052454984829,0,"lag.data","ns","4","2","2"
"94",0.0011627996516478,0.00245468084765762,-0.00453147332566141,0.00541551842753411,0,"lag.data","ns","4","2","2"
"95",-0.000861010625336711,0.00312044450229913,-0.00744852249250751,0.0049227376084109,0,"lag.data","ns","4","2","2"
"96",0.00124326342025695,0.00168527967772472,-0.00232334220519068,0.00435830322261737,0,"lag.data","ns","4","2","2"
"97",-0.0012393893077458,0.00358022470093086,-0.00892150534692622,0.00530466578174466,0,"lag.data","ns","4","2","2"
"98",-0.00991766101698424,0.00343256858157881,-0.0170970760224282,-0.003543242509898,0,"lag.data","ns","4","2","2"
"99",-0.000103575486364754,0.0018017294309425,-0.00409405615968381,0.00311450654460622,0,"lag.data","ns","4","2","2"
"100",-0.00497390053096876,0.00393244937602283,-0.013268747867168,0.00225217105300941,1,"lag.data","ns","4","2","2"
"101",-0.00176283168970609,0.00178285330899831,-0.00536437417043353,0.00164530100702606,1,"lag.data","ns","4","2","2"
"102",0.0086660056303156,0.00711791006772117,-0.00570879635244471,0.0225277131165763,1,"lag.data","ns","4","2","2"
"103",0.00205036308453218,0.00207205818061032,-0.00208651116858724,0.00604892044996112,1,"lag.data","ns","4","2","2"
"104",-0.000496317708465377,0.00219047569004786,-0.004913297042206,0.00369470803651074,1,"lag.data","ns","4","2","2"
"105",0.0374897439534177,0.0174536544347048,0.00268906880254305,0.0712270838182986,1,"lag.data","ns","4","2","2"
"106",-0.0313231434221605,0.022121613657192,-0.0816867169580454,0.00571927054084531,1,"lag.data","ns","4","2","2"
