,coef,high,low
252,25.116755136810234,28646.889185988905,-28596.655675715287
526,24.278154713870535,27152.054440843658,-27103.49813141592
257,5.3708418895997205,6.759651266080713,3.9820325131187277
250,4.5347912832191835,5.519562134303335,3.5500204321350317
170,4.073961759643352,5.4718805073354595,2.676043011951245
253,3.687715133326504,4.038312143599328,3.3371181230536795
381,3.318214946718296,5.31317290986048,1.3232569835761119
255,3.31461870642401,3.828993441327088,2.8002439715209317
295,2.986111212032284,3.5040415053115668,2.468180918753001
281,2.918154426392964,3.2112541745031917,2.625054678282736
294,2.8624682213917203,3.229504576577138,2.4954318662063026
248,2.6988710902882147,2.6988710902882147,2.6988710902882147
541,2.5975910396668556,3.5594251994949104,1.6357568798388005
536,2.4119092079268682,5.30835560205322,-0.4845371861994834
256,2.3608107343013147,2.565185724957429,2.1564357436452006
539,2.1568320059091945,6.103712634741006,-1.7900486229226176
249,1.9710403608316023,2.2161300920351374,1.7259506296280671
58,1.8091027654656968,2.8606368794286645,0.7575686515027289
300,1.7813919106328182,2.1811934200320433,1.3815904012335931
298,1.7286125863068293,2.0461370364605793,1.4110881361530796
314,1.6625773973074303,1.6649203134497375,1.660234481165123
388,1.6202854008701486,2.221811275095028,1.0187595266452694
537,1.5702531529369999,2.032470320959757,1.108035984914243
254,1.5201617081399303,1.7705921636914081,1.2697312525884525
162,1.410406407631243,1.831804431622652,0.989008383639834
239,1.3982530109069975,1.527978203256213,1.268527818557782
389,1.3476106440651057,2.194316845220727,0.5009044429094844
529,1.270039075218389,1.8777340621614238,0.6623440882753541
113,1.2245462626302213,1.4828009113120053,0.9662916139484372
511,1.1767395472044555,1.1767398229775876,1.1767392714313234
363,1.176589999314638,2.0832569931239324,0.26992300550534376
448,1.1127069027037035,1.9191010216918458,0.30631278371556125
259,1.0704243629203203,1.169467491112752,0.9713812347278885
499,1.0317284510312938,1.5446638738356868,0.5187930282269008
421,1.0220138330394546,1.4587654526409481,0.585262213437961
299,1.0186393435066983,1.401434563335167,0.6358441236782295
387,1.0136678535035235,1.8158715105730128,0.21146419643403436
79,1.011817257819662,1.129872665403492,0.893761850235832
483,1.0036922952545815,1.3061497468482064,0.7012348436609566
55,0.9984908769050154,1.3872672261937433,0.6097145276162873
153,0.9813784235032077,1.3371497793341707,0.6256070676722447
454,0.9727179725808318,1.7443214765654322,0.20111446859623128
57,0.9504148074771968,1.5186265932595773,0.3822030216948161
309,0.9417776909125128,1.0593334713341416,0.824221910490884
311,0.9215345674227491,1.1619364130171266,0.6811327218283716
324,0.8993829448488817,1.216368825087864,0.5823970646098995
297,0.8932460078217082,0.9794148173698665,0.8070771982735498
159,0.893109126302778,0.979276889129926,0.8069413634756298
72,0.8697516170439359,1.1160703410307362,0.6234328930571355
451,0.8644735417720165,1.3648001914330303,0.3641468921110027
482,0.8552669133726154,1.2640917599412957,0.44644206680393517
156,0.8514925454755468,1.4658783904225197,0.23710670052857385
450,0.8506248831185692,1.0456633650706482,0.6555864011664901
232,0.8368122585998776,0.8368122586001819,0.8368122585995733
417,0.827070979210872,1.2852345584391234,0.3689073999826208
163,0.8270516191210988,0.974598056113074,0.6795051821291236
360,0.8191387316806208,0.9572997906011262,0.6809776727601153
161,0.7987666872409398,0.8218821306857623,0.7756512437961173
71,0.7952576043455057,0.9357183027902453,0.6547969059007662
503,0.7930628744486097,0.8560469725911115,0.7300787763061078
261,0.7828407339382325,1.4973486866736874,0.06833278120277764
22,0.7785802803104456,0.9950930584285875,0.5620675021923036
278,0.764213347209217,1.1099026263483376,0.41852406807009646
312,0.7564461447393575,0.9091607308653039,0.603731558613411
386,0.7518034031772769,0.9298255951790727,0.5737812111754811
3,0.7481880473322892,0.9116953782975321,0.5846807163670462
204,0.7477722580823689,1.168362613528211,0.3271819026365268
160,0.7425763299928683,0.8008726384558503,0.6842800215298862
304,0.7379840831828695,1.553906207814333,-0.07793804144859418
522,0.7284095107038169,0.792054591783295,0.6647644296243388
479,0.7260327825119717,1.2466361816191096,0.20542938340483363
1,0.7254707511414521,1.1961887897111105,0.25475271257179355
490,0.7228539939845005,1.083707404547574,0.36200058342142677
132,0.7164432297802821,0.8140777184063707,0.6188087411541935
292,0.7137432271092586,1.0124753607338184,0.41501109348469895
427,0.7132593625700643,1.0744835258876662,0.3520351992524623
15,0.7126219891361144,0.9244989203465043,0.5007450579257245
158,0.701893770266211,0.8660103703479591,0.5377771701844629
310,0.7008267167723723,0.801716978772946,0.5999364547717986
0,0.697860981210146,1.2330508598145253,0.16267110260576656
176,0.696803004721075,1.5953590842274281,-0.20175307478527804
211,0.6965079681523887,0.9057946429099575,0.4872212933948199
455,0.6917083725296073,1.0559314614857638,0.32748528357345075
308,0.6909823732363112,0.8011565188966433,0.580808227575979
429,0.6875910579293525,1.0284216433843247,0.34676047247438024
