,coef,high,low
314,133.95967992746046,134.37436149860702,133.5449983563139
511,130.41433981549926,131.29835402907128,129.53032560192725
303,88.51100162410312,89.21216293166384,87.80984031654239
507,73.26792577546686,75.80064227561168,70.73520927532205
245,69.14514679774793,71.64436622517451,66.64592737032135
68,59.06930381548709,96.5965620036956,21.542045627278583
543,54.45300679205853,51097.28799944144,-50988.381985857326
490,28.029567049531867,51.94926007647388,4.10987402258986
381,27.672105871102545,88.06752647328565,-32.72331473108056
146,25.23237735935206,41.77005129367856,8.694703425025562
309,23.50959023011784,25.250803816585506,21.768376643650175
49,21.975931158354967,26.3814628881303,17.570399428579634
286,21.386811170423492,26.965561555811693,15.808060785035291
454,20.766998980679425,28313.224296724024,-28271.690298762667
240,18.930287417647264,33.329500991539874,4.531073843754651
529,15.582228021915274,24.84429391363827,6.320162130192276
313,14.982869964839411,20.08049303597761,9.885246893701213
254,13.656528097723815,22.147563962479826,5.165492232967804
11,13.588296201953922,18.281798336380405,8.894794067527439
513,13.15539375203866,14.130718161591739,12.180069342485583
292,13.102738113992203,16.740259186940136,9.46521704104427
273,12.063739991901034,22.22105168890423,1.9064282948978395
384,12.059202441521434,13.954171643744493,10.164233239298374
505,12.021089115547245,16.397210887092072,7.644967344002417
483,11.018036837926138,15.458380876373601,6.577692799478674
478,10.624980908177083,13.893937305426507,7.356024510927659
1,10.501395042476696,18.665798537657032,2.3369915472963623
249,10.40455649211447,12.034460696095678,8.774652288133261
207,10.265147583088291,12.715964542754843,7.814330623421739
176,9.839532778443592,35.901179173147156,-16.222113616259968
198,9.44080598611567,10.719950197607867,8.161661774623473
374,9.41940681448892,14.736293669017453,4.102519959960385
0,9.392470308340474,15.300478657015557,3.484461959665391
451,9.072159819221113,14.511620254395407,3.63269938404682
4,9.012181787208336,10.402147886534038,7.622215687882633
357,8.985750877866403,11.435944533956409,6.535557221776397
285,8.874813241092431,10.47754427847389,7.272082203710973
230,8.641714237707617,9.322310144559319,7.961118330855916
388,8.186533164262329,33.71561251834447,-17.342546189819817
242,7.857000925907325,10.38213646733221,5.331865384482441
257,7.758247545966978,10.67003375135348,4.8464613405804755
152,7.674626103340079,8.464185390920113,6.8850668157600445
347,7.671239306734094,11.268349793634385,4.074128819833803
196,7.52952505241911,9.086283333034912,5.972766771803309
427,7.459037656205467,10.54838340014962,4.369691912261315
420,7.349203451024799,8.511857048186782,6.186549853862817
326,7.289986690216001,9.790402609499969,4.789570770932032
334,7.2663408225813235,9.412406452635864,5.120275192526783
203,7.236313437085995,9.209632566106997,5.262994308064994
521,7.22037969927495,12.561336208921336,1.8794231896285654
473,7.151546898502431,8.918178344384604,5.384915452620258
447,7.075877459653049,7.676101392793453,6.475653526512645
270,7.049518469656702,7.767476068518427,6.331560870794977
40,7.0471894851888806,9.303974059209581,4.79040491116818
512,6.996927686933736,10.196378653568875,3.7974767202985964
77,6.990579216991495,8.028180417637481,5.95297801634551
137,6.897243463930382,7.904789884978202,5.8896970428825615
296,6.894108303021188,7.662783006465004,6.125433599577372
38,6.88473119569851,8.203666987685757,5.565795403711264
437,6.871169002606777,9.245610382414622,4.4967276227989315
7,6.835986218240505,9.372022028751434,4.299950407729576
109,6.819869363530303,7.5170673170806355,6.122671409979971
206,6.808287387451185,7.718247632432455,5.898327142469915
66,6.764296060340101,9.729667788923638,3.798924331756564
25,6.677712537812335,9.965490970407444,3.3899341052172263
6,6.524612351729898,8.718283078889963,4.330941624569833
223,6.505482861337812,7.342501976792968,5.668463745882657
37,6.483281853891265,7.463091992076099,5.503471715706431
494,6.4607876442278585,9.796627168592401,3.124948119863315
145,6.430250370482735,7.83885617838472,5.02164456258075
480,6.402729325625908,7.663838745699307,5.14161990555251
464,6.328594339833682,9.300827651461688,3.3563610282056753
394,6.2470173742125565,9.677423807058581,2.8166109413665326
212,6.197511469326437,7.396848625398364,4.99817431325451
276,6.17508666227911,7.619011314085661,4.731162010472559
56,6.173558701459106,9.601532063355183,2.745585339563029
169,6.143035309914447,9.943795053168618,2.3422755666602764
150,6.097793761805136,7.050776487609514,5.144811036000758
83,6.058980119057535,7.538218762397604,4.579741475717467
373,6.031228064918351,7.636265566106221,4.426190563730481
360,6.022929197395063,6.9627384066430835,5.083119988147043
36,5.988951130188139,6.57866074613057,5.399241514245707
465,5.974799593252367,7.926821949785152,4.022777236719582
265,5.971898910370848,6.4464135480704075,5.497384272671289
497,5.9388841995478225,10.796085015479482,1.0816833836161628
61,5.937068473820482,6.758834697354773,5.115302250286192
482,5.901703508810906,8.722927942020528,3.0804790756012843
502,5.87754743637843,8.251168996820212,3.503925875936649
144,5.862336829462183,6.601178510413546,5.123495148510821
219,5.8501434456794446,6.736585437095375,4.963701454263514
81,5.8475740196241865,8.420788360926991,3.2743596783213826
259,5.847566547360813,6.31835387403131,5.376779220690317
204,5.828406443620526,9.585377420883574,2.071435466357477
76,5.770633645579346,6.324232182694907,5.217035108463785
290,5.752240349454578,6.287189343264826,5.217291355644329
170,5.739664753700456,8.972028876573447,2.5073006308274652
252,5.701202930240051,8.206982007612911,3.195423852867189
58,5.681235226100271,10.166052737250933,1.1964177149496082
127,5.654056178435891,9.31416373434345,1.9939486225283312
243,5.6032176844846955,9.705652338598266,1.5007830303711245
205,5.593552451917789,6.9593437055578935,4.227761198277685
301,5.577459409980008,6.683093859402148,4.471824960557869
239,5.558347659004739,6.254291984627139,4.862403333382339
13,5.553169593700928,6.425883175931533,4.680456011470323
278,5.483507652593063,8.182468005743003,2.784547299443123
330,5.462368372760992,6.324413834171976,4.600322911350009
457,5.461539271589462,7.420067582962755,3.50301096021617
291,5.455475631987578,6.038765841742079,4.872185422233076
250,5.446913064197896,7.389135046156355,3.5046910822394377
456,5.400794507820329,7.076495424450087,3.725093591190572
194,5.394159687179563,6.258920410554024,4.529398963805102
453,5.391556820603696,6.033205481014291,4.7499081601931
515,5.333878887285911,9.232958366757908,1.4347994078139141
177,5.324743470058433,5.825999740845988,4.823487199270878
319,5.304588626204484,6.439284367682343,4.169892884726624
234,5.291784998306271,9.7743643706255,0.8092056259870422
426,5.281497182581917,6.115241931419444,4.447752433744389
106,5.268043858800554,5.81036974422098,4.725717973380128
233,5.264137806673508,7.240823042696787,3.2874525706502298
253,5.263763347115005,5.764926360439963,4.762600333790047
192,5.260218457487864,7.855531807713836,2.664905107261891
35,5.238962279976294,5.929299477897713,4.548625082054874
231,5.22232696980581,6.300526257306348,4.144127682305271
496,5.2186332446773065,5.714880274052694,4.722386215301919
421,5.215337153901503,8.102974248299414,2.3277000595035924
294,5.149700165225683,6.1770952432202355,4.122305087231131
280,5.115544417779312,5.435997421870727,4.7950914136878975
255,5.114514410137252,6.802449779038291,3.426579041236213
429,5.110931447639967,7.692540346709434,2.5293225485704993
134,5.0422219739034,5.508543148915797,4.575900798891003
159,5.027012991625314,5.5753144560148655,4.478711527235763
256,5.01797673855619,5.824697218406877,4.211256258705504
431,4.987503618385269,5.8317201767555815,4.143287060014956
133,4.984876833542506,5.763195952675315,4.206557714409697
213,4.969481220021192,6.076801859399178,3.8621605806432067
289,4.962227765083342,7.1194745079880075,2.804981022178677
136,4.9547831025779985,5.5856665395011476,4.323899665654849
288,4.933961184557422,5.42702243631836,4.4408999327964835
184,4.92635597678917,5.855709619791881,3.997002333786458
131,4.91355655761021,5.509562131787826,4.317550983432595
197,4.8991296164773415,5.522795317782453,4.27546391517223
340,4.843059498776626,7.870936380852672,1.8151826167005782
448,4.841628494123469,7.918266445923045,1.7649905423238934
60,4.832196192628647,6.198151069699781,3.4662413155575127
69,4.813527685355769,5.711971474672049,3.915083896039489
510,4.7697967507910946,5.292662204403456,4.246931297178733
122,4.747423342629099,5.619699209416305,3.875147475841892
476,4.733142263276334,4.987516153254373,4.478768373298295
52,4.717133119965917,5.451104292680946,3.9831619472508875
241,4.715029443657996,5.345725301390309,4.084333585925683
260,4.711302016062539,5.005181427337427,4.41742260478765
171,4.705291971101936,5.857610698836145,3.5529732433677266
153,4.690771760643042,7.645821531894024,1.7357219893920601
80,4.680422799072101,6.234452455122103,3.126393143022099
506,4.675750237179797,5.185466358517585,4.1660341158420096
459,4.660691251868469,5.1516809806894255,4.169701523047513
450,4.659226716359153,5.663288085316143,3.655165347402162
182,4.655747031616709,5.289825160568972,4.021668902664446
488,4.654988047281487,5.828030972802995,3.4819451217599786
475,4.653808531468876,6.631060296304138,2.676556766633613
236,4.641241731673967,6.694367627797969,2.5881158355499645
430,4.632073349643312,5.022144639453574,4.24200205983305
43,4.6211680162368145,5.780012779495346,3.4623232529782837
436,4.616108412917496,6.125882184780739,3.1063346410542536
471,4.611289375004379,5.760515298206737,3.46206345180202
78,4.588697306037247,5.080147374152264,4.09724723792223
293,4.5315368756452195,4.679005862588542,4.384067888701897
424,4.501240957974514,4.783700430991418,4.21878148495761
466,4.497638410238672,5.326773530372009,3.6685032901053343
315,4.482013901019806,5.602520665131559,3.3615071369080525
142,4.4790424240927456,5.3242251355558645,3.6338597126296266
208,4.459919236299406,5.124903594717842,3.7949348778809697
65,4.448745616387988,9.209505992107205,-0.3120147593312286
121,4.432282798873402,4.700604566867296,4.163961030879507
39,4.417198256289704,4.936599325175575,3.897797187403834
477,4.410473550952004,4.761302524700454,4.059644577203553
382,4.388231659452501,5.107514055775465,3.6689492631295364
75,4.3840925241878885,5.48851680839365,3.2796682399821266
211,4.384076087911565,5.438051708214201,3.3301004676089283
140,4.368311157749086,5.926878244058219,2.809744071439953
295,4.362187934749952,5.5801843764101315,3.144191493089772
386,4.357360626522645,5.182049639615562,3.5326716134297285
376,4.356849675217054,5.10342282985737,3.610276520576739
324,4.3551611528651595,5.606014795548078,3.104307510182241
82,4.306964146570343,5.630868337605875,2.983059955534811
