,coef,high,low
343,6.05925399400209,26.612577307644088,-14.494069319639905
539,2.5163594937914837,6.9683335062729705,-1.9356145186900031
536,0.968870416946986,1.959831854794439,-0.022091020900467218
543,0.8979620470497393,2366.9417234672937,-2365.1457993731947
58,0.16408892127197838,0.22058828891075988,0.10758955363319687
542,0.12962216818273398,0.22859202856993072,0.030652307795537223
529,0.1242398962881142,0.17198347727521546,0.07649631530101295
374,0.11269711990543015,0.1755678378795662,0.04982640193129409
474,0.10795417840042441,0.14624948920933722,0.06965886759151162
25,0.1014030484230268,0.1721794478994069,0.030626648946646712
65,0.08226838785153162,0.18162188180377759,-0.017085106100714342
234,0.08134812493037433,0.11839671602816569,0.04429953383258296
262,0.08062673530726688,0.1273698258679033,0.03388364474663048
448,0.07205281386713216,0.12948852446727319,0.014617103266991144
344,0.06727631423909483,0.11703188816845105,0.017520740309738617
36,0.05798824525885568,0.06684573408050735,0.04913075643720401
54,0.0574465079641648,0.07150076536326268,0.04339225056506692
66,0.05687903631302585,0.13869082430037988,-0.02493275167432818
520,0.05343278024518608,0.12036091623679096,-0.013495355746418802
258,0.053285938700116095,0.05984213430146846,0.04672974309876373
418,0.05053068014798384,0.07885638958466373,0.022204970711303944
204,0.048362494950281484,0.09452526743018369,0.0021997224703792714
328,0.047909810315052634,0.11967278740020304,-0.023853166770097772
44,0.046504388731965954,0.05227570694840042,0.04073307051553149
235,0.04648489514094298,0.0644084194578592,0.02856137082402675
191,0.045730796946604146,0.053116757704465,0.03834483618874329
409,0.04223637834204264,0.062204295859656686,0.022268460824428602
99,0.041669164216576876,0.06426602018028739,0.019072308252866363
528,0.04150256658505036,0.06264416553890934,0.020360967631191378
442,0.04099028002864235,0.0696511036107679,0.012329456446516802
263,0.03973836875218428,0.16773160901124204,-0.08825487150687347
375,0.03867241975177642,0.07192343248270874,0.005421407020844093
532,0.03866735681349613,0.09632547555735799,-0.018990761930365724
416,0.03640782049455454,0.06351932901073204,0.00929631197837703
60,0.03639097939894574,0.05333733558987127,0.019444623208020213
224,0.03637583075927526,0.042009321152017665,0.030742340366532853
183,0.034869907652981674,0.10894661177895244,-0.039206796472989094
422,0.03454621615681148,0.05680663246965841,0.012285799843964544
389,0.03408955406467829,0.06242050024316384,0.00575860788619274
431,0.032801338839317004,0.05222413991689958,0.013378537761734428
441,0.03182464969312247,0.09859640923723254,-0.03494710985098759
49,0.03142651174590801,0.04424101093335301,0.018612012558463016
338,0.03128396046247196,0.040918568149346135,0.02164935277559779
