"date","fips","relative_change_feb","ratio_travelers"
"2020-03-01","06001",-0.03427,0.1718
"2020-03-02","06001",0.00809,0.1171
"2020-03-03","06001",0.0279,0.10671
"2020-03-04","06001",0.00709,0.11393
"2020-03-05","06001",-0.01875,0.1161
"2020-03-06","06001",-0.03086,0.11431
"2020-03-07","06001",-0.07689,0.16528
"2020-03-08","06001",-0.08756,0.18628
"2020-03-09","06001",-0.05351,0.12959
"2020-03-10","06001",-0.06182,0.12786
"2020-03-11","06001",-0.06227,0.1269
"2020-03-12","06001",-0.09436,0.12894
"2020-03-13","06001",-0.10649,0.13216
"2020-03-14","06001",-0.21812,0.21593
"2020-03-15","06001",-0.2631,0.25689
"2020-03-16","06001",-0.18286,0.18265
"2020-03-17","06001",-0.36895,0.27355
"2020-03-18","06001",-0.4022,0.2985
"2020-03-19","06001",-0.41265,0.28847
"2020-03-20","06001",-0.41086,0.2859
"2020-03-21","06001",-0.44875,0.33901
"2020-03-22","06001",-0.47825,0.37699
"2020-03-23","06001",-0.4584,0.33622
"2020-03-24","06001",-0.47871,0.34419
"2020-03-25","06001",-0.45398,0.32588
"2020-03-26","06001",-0.46289,0.32456
"2020-03-27","06001",-0.45577,0.31666
"2020-03-28","06001",-0.49881,0.37444
"2020-03-29","06001",-0.49595,0.38886
"2020-03-30","06001",-0.44349,0.32176
"2020-03-31","06001",-0.43668,0.31469
"2020-04-01","06001",-0.42794,0.31261
"2020-04-02","06001",-0.44341,0.31326
"2020-04-03","06001",-0.43572,0.30471
"2020-04-04","06001",-0.49082,0.38011
"2020-04-05","06001",-0.55855,0.45246
"2020-04-06","06001",-0.49464,0.36247
"2020-04-07","06001",-0.45372,0.32441
"2020-04-08","06001",-0.46064,0.3313
"2020-04-09","06001",-0.472,0.33166
"2020-04-10","06001",-0.45743,0.31179
"2020-04-11","06001",-0.45688,0.35415
"2020-04-12","06001",-0.49444,0.39115
"2020-04-13","06001",-0.4431,0.31525
"2020-04-14","06001",-0.43316,0.31284
"2020-04-15","06001",-0.41608,0.30671
"2020-04-16","06001",-0.43634,0.31398
"2020-04-17","06001",-0.43331,0.30466
"2020-04-18","06001",-0.42223,0.32894
"2020-04-19","06001",-0.43694,0.36907
"2020-04-20","06001",-0.43017,0.3158
"2020-04-21","06001",-0.42332,0.31032
"2020-04-22","06001",-0.41337,0.30225
"2020-04-23","06001",-0.42203,0.3058
"2020-04-24","06001",-0.41069,0.2922
"2020-04-25","06001",-0.38953,0.31653
"2020-04-26","06001",-0.40718,0.35243
"2020-04-27","06001",-0.39296,0.29723
"2020-04-28","06001",-0.3868,0.29567
"2020-04-29","06001",-0.38949,0.29724
"2020-04-30","06001",-0.39058,0.28753
"2020-05-01","06001",-0.36811,0.26864
"2020-05-02","06001",-0.35395,0.30215
"2020-05-03","06001",-0.35703,0.3293
"2020-05-04","06001",-0.35026,0.27467
"2020-05-05","06001",-0.35265,0.27548
"2020-05-06","06001",-0.35251,0.27449
"2020-05-07","06001",-0.3591,0.27683
"2020-05-08","06001",-0.34314,0.26231
"2020-05-09","06001",-0.28949,0.27526
"2020-05-10","06001",-0.30856,0.29687
"2020-05-11","06001",-0.36119,0.28556
"2020-05-12","06001",-0.36724,0.28669
"2020-05-13","06001",-0.33709,0.27511
"2020-05-14","06001",-0.35208,0.27148
"2020-05-15","06001",-0.32228,0.24962
"2020-05-16","06001",-0.27531,0.26798
"2020-05-17","06001",-0.33871,0.3274
"2020-05-18","06001",-0.33312,0.27097
"2020-05-19","06001",-0.31772,0.26706
"2020-05-20","06001",-0.30828,0.26061
"2020-05-21","06001",-0.31206,0.25203
"2020-05-22","06001",-0.28615,0.23645
"2020-05-23","06001",-0.24068,0.25758
"2020-05-24","06001",-0.23251,0.28292
"2020-05-25","06001",-0.37506,0.29424
"2020-05-26","06001",-0.28607,0.25128
"2020-05-27","06001",-0.28163,0.25127
"2020-05-28","06001",-0.30229,0.24489
"2020-05-29","06001",-0.2821,0.23587
"2020-05-30","06001",-0.27974,0.27167
"2020-05-31","06001",-0.27106,0.29997
"2020-06-01","06001",-0.27647,0.25274
"2020-06-02","06001",-0.31682,0.26514
"2020-06-03","06001",-0.30318,0.25248
"2020-06-04","06001",-0.30821,0.25011
"2020-06-05","06001",-0.27886,0.23217
"2020-06-06","06001",-0.23916,0.25121
"2020-06-07","06001",-0.24348,0.28512
"2020-06-08","06001",-0.2651,0.23844
"2020-06-09","06001",-0.26442,0.23631
"2020-06-10","06001",-0.25699,0.23484
"2020-06-11","06001",-0.27297,0.2311
"2020-06-12","06001",-0.25089,0.22133
"2020-06-13","06001",-0.19399,0.23569
"2020-06-14","06001",-0.19916,0.26722
"2020-06-15","06001",-0.25821,0.23327
"2020-06-16","06001",-0.24975,0.22907
"2020-06-17","06001",-0.24119,0.22605
"2020-06-18","06001",-0.24517,0.22432
"2020-06-19","06001",-0.21065,0.20727
"2020-06-20","06001",-0.1539,0.22267
"2020-06-21","06001",-0.17548,0.25087
"2020-06-22","06001",-0.23833,0.22485
"2020-06-23","06001",-0.23999,0.22859
"2020-06-24","06001",-0.24086,0.22392
"2020-06-25","06001",-0.24871,0.22277
"2020-06-26","06001",-0.22946,0.21155
"2020-06-27","06001",-0.1738,0.22985
"2020-06-28","06001",-0.18715,0.26323
"2020-06-29","06001",-0.23465,0.22687
"2020-06-30","06001",-0.23142,0.22221
"2020-07-01","06001",-0.19848,0.21712
"2020-07-02","06001",-0.2019,0.21221
"2020-07-03","06001",-0.21529,0.21045
"2020-07-04","06001",-0.27184,0.25447
"2020-07-05","06001",-0.20744,0.26482
"2020-07-06","06001",-0.23474,0.22503
"2020-07-07","06001",-0.24444,0.22885
"2020-07-08","06001",-0.24107,0.22305
"2020-07-09","06001",-0.24779,0.22058
"2020-07-10","06001",-0.21826,0.20854
"2020-07-11","06001",-0.17951,0.23316
"2020-07-12","06001",-0.18195,0.26107
"2020-07-13","06001",-0.23313,0.22682
"2020-07-14","06001",-0.2414,0.22545
"2020-07-15","06001",-0.24047,0.22437
"2020-07-16","06001",-0.24844,0.22148
"2020-07-17","06001",-0.23403,0.21247
"2020-07-18","06001",-0.18225,0.23118
"2020-07-19","06001",-0.1895,0.26239
"2020-07-20","06001",-0.24284,0.22823
"2020-07-21","06001",-0.23877,0.22605
"2020-07-22","06001",-0.24369,0.22397
"2020-07-23","06001",-0.25078,0.22097
"2020-07-24","06001",-0.21894,0.21037
"2020-07-25","06001",-0.17613,0.23362
"2020-07-26","06001",-0.18012,0.26071
"2020-07-27","06001",-0.23383,0.2279
"2020-07-28","06001",-0.24027,0.23017
"2020-07-29","06001",-0.23394,0.22072
"2020-07-30","06001",-0.2362,0.22123
"2020-07-31","06001",-0.19563,0.20647
"2020-08-01","06001",-0.15425,0.22239
"2020-08-02","06001",-0.15699,0.25062
"2020-08-03","06001",-0.20618,0.21848
"2020-08-04","06001",-0.22575,0.21925
"2020-08-05","06001",-0.23739,0.22507
"2020-08-06","06001",-0.23065,0.21734
"2020-08-07","06001",-0.19377,0.2015
"2020-08-08","06001",-0.15156,0.22182
"2020-08-09","06001",-0.16026,0.25504
"2020-08-10","06001",-0.22585,0.22122
"2020-08-11","06001",-0.22441,0.22266
"2020-08-12","06001",-0.22705,0.21775
"2020-08-13","06001",-0.24036,0.22038
"2020-08-14","06001",-0.21098,0.21347
"2020-08-15","06001",-0.14366,0.22782
"2020-08-16","06001",-0.19132,0.26945
"2020-08-17","06001",-0.22164,0.22382
"2020-08-18","06001",-0.23015,0.22186
"2020-08-19","06001",-0.23714,0.22602
"2020-08-20","06001",-0.25644,0.22474
"2020-08-21","06001",-0.23568,0.21642
"2020-08-22","06001",-0.18729,0.23402
"2020-08-23","06001",-0.21129,0.26882
"2020-08-24","06001",-0.25515,0.23956
"2020-08-25","06001",-0.25008,0.23137
"2020-08-26","06001",-0.24639,0.22695
"2020-08-27","06001",-0.25122,0.22204
"2020-08-28","06001",-0.22791,0.20795
"2020-08-29","06001",-0.16688,0.22246
"2020-08-30","06001",-0.17271,0.25126
"2020-08-31","06001",-0.2445,0.2274
"2020-09-01","06001",-0.23117,0.21751
"2020-09-02","06001",-0.21523,0.21844
"2020-09-03","06001",-0.22817,0.20953
"2020-09-04","06001",-0.17512,0.19422
"2020-09-05","06001",-0.11636,0.21637
"2020-09-06","06001",-0.12344,0.24672
"2020-09-07","06001",-0.28943,0.26579
"2020-09-08","06001",-0.22193,0.22058
"2020-09-09","06001",-0.27286,0.24549
"2020-09-10","06001",-0.29816,0.24031
"2020-09-11","06001",-0.2678,0.22175
"2020-09-12","06001",-0.21631,0.23419
"2020-09-13","06001",-0.23966,0.26864
"2020-09-14","06001",-0.2663,0.23477
"2020-09-15","06001",-0.24109,0.2203
"2020-09-16","06001",-0.23806,0.21507
"2020-09-17","06001",-0.24384,0.21321
"2020-09-18","06001",-0.20655,0.19692
"2020-09-19","06001",-0.14583,0.21131
"2020-09-20","06001",-0.16148,0.24117
"2020-09-21","06001",-0.22976,0.21956
"2020-09-22","06001",-0.22846,0.21704
"2020-09-23","06001",-0.21747,0.21161
"2020-09-24","06001",-0.24336,0.21354
"2020-09-25","06001",-0.18217,0.19349
"2020-09-26","06001",-0.11739,0.20512
"2020-09-27","06001",-0.1586,0.24585
"2020-09-28","06001",-0.22913,0.21965
"2020-09-29","06001",-0.22777,0.21396
"2020-09-30","06001",-0.22677,0.21606
"2020-10-01","06001",-0.23511,0.21522
"2020-10-02","06001",-0.20645,0.20484
"2020-10-03","06001",-0.14103,0.21221
"2020-10-04","06001",-0.15986,0.24208
"2020-10-05","06001",-0.21385,0.21084
"2020-10-06","06001",-0.22723,0.21363
"2020-10-07","06001",-0.21496,0.21158
"2020-10-08","06001",-0.23639,0.21322
"2020-10-09","06001",-0.19259,0.19538
"2020-10-10","06001",-0.14234,0.20961
"2020-10-11","06001",-0.15578,0.23711
"2020-10-12","06001",-0.21331,0.21177
"2020-10-13","06001",-0.22145,0.21278
"2020-10-14","06001",-0.2041,0.21066
"2020-10-15","06001",-0.21737,0.21025
"2020-10-16","06001",-0.18421,0.19414
"2020-10-17","06001",-0.11161,0.20047
"2020-10-18","06001",-0.13731,0.23303
"2020-10-19","06001",-0.21669,0.21571
"2020-10-20","06001",-0.2085,0.20781
"2020-10-21","06001",-0.20202,0.20616
"2020-10-22","06001",-0.22109,0.20525
"2020-10-23","06001",-0.17956,0.19549
"2020-10-24","06001",-0.12343,0.20491
"2020-10-25","06001",-0.15148,0.24113
"2020-10-26","06001",-0.219,0.21265
"2020-10-27","06001",-0.21554,0.20698
"2020-10-28","06001",-0.20015,0.20526
"2020-10-29","06001",-0.21581,0.20244
"2020-10-30","06001",-0.17273,0.18716
"2020-10-31","06001",-0.11737,0.19447
"2020-11-01","06001",-0.13388,0.23268
"2020-11-02","06001",-0.21177,0.20972
"2020-11-03","06001",-0.2176,0.20396
"2020-11-04","06001",-0.23634,0.21597
"2020-11-05","06001",-0.23785,0.2089
"2020-11-06","06001",-0.21024,0.20241
"2020-11-07","06001",-0.15373,0.21329
"2020-11-08","06001",-0.19638,0.25941
"2020-11-09","06001",-0.23333,0.22385
"2020-11-10","06001",-0.22318,0.21411
"2020-11-11","06001",-0.22903,0.21473
"2020-11-12","06001",-0.23583,0.20879
"2020-11-13","06001",-0.22745,0.21066
"2020-11-14","06001",-0.17663,0.2188
"2020-11-15","06001",-0.18713,0.24819
"2020-11-16","06001",-0.22485,0.21753
"2020-11-17","06001",-0.2622,0.24421
"2020-11-18","06001",-0.26087,0.22554
"2020-11-19","06001",-0.24293,0.21592
"2020-11-20","06001",-0.19629,0.19979
"2020-11-21","06001",-0.16604,0.22424
"2020-11-22","06001",-0.20106,0.2594
"2020-11-23","06001",-0.20215,0.21811
"2020-11-24","06001",-0.17236,0.20828
"2020-11-25","06001",-0.13618,0.19904
"2020-11-26","06001",-0.42499,0.28279
"2020-11-27","06001",-0.33078,0.24013
"2020-11-28","06001",-0.23285,0.24436
"2020-11-29","06001",-0.2281,0.27492
"2020-11-30","06001",-0.2381,0.22968
"2020-12-01","06001",-0.22623,0.22194
"2020-12-02","06001",-0.23838,0.22263
"2020-12-03","06001",-0.23821,0.22016
"2020-12-04","06001",-0.22936,0.20853
"2020-12-05","06001",-0.1816,0.22527
"2020-12-06","06001",-0.22881,0.2645
"2020-12-07","06001",-0.25774,0.23749
"2020-12-08","06001",-0.25451,0.23216
"2020-12-09","06001",-0.26076,0.23504
"2020-12-10","06001",-0.2689,0.23347
"2020-12-11","06001",-0.25448,0.23127
"2020-12-12","06001",-0.2452,0.25557
"2020-12-13","06001",-0.33556,0.33165
"2020-12-14","06001",-0.2594,0.23644
"2020-12-15","06001",-0.25071,0.23524
"2020-12-16","06001",-0.25019,0.22804
"2020-03-01","06005",-0.03571,0.22941
"2020-03-02","06005",0.10684,0.1831
"2020-03-03","06005",0.05802,0.17397
"2020-03-04","06005",-0.01574,0.1662
"2020-03-05","06005",0.06361,0.15429
"2020-03-06","06005",0.03306,0.14476
"2020-03-07","06005",-0.00653,0.20679
"2020-03-08","06005",0.03631,0.21665
"2020-03-09","06005",0.07363,0.18843
"2020-03-10","06005",-0.00473,0.17521
"2020-03-11","06005",-0.02974,0.18665
"2020-03-12","06005",0.00954,0.17039
"2020-03-13","06005",0.03001,0.15863
"2020-03-14","06005",-0.11284,0.24272
"2020-03-15","06005",-0.08236,0.29287
"2020-03-16","06005",-0.21082,0.29473
"2020-03-17","06005",-0.13391,0.24553
"2020-03-18","06005",-0.23288,0.26979
"2020-03-19","06005",-0.22706,0.26876
"2020-03-20","06005",-0.25441,0.24823
"2020-03-21","06005",-0.35038,0.33254
"2020-03-22","06005",-0.42518,0.37011
"2020-03-23","06005",-0.34341,0.34051
"2020-03-24","06005",-0.36614,0.3189
"2020-03-25","06005",-0.41196,0.37131
"2020-03-26","06005",-0.37557,0.32205
"2020-03-27","06005",-0.32732,0.28421
"2020-03-28","06005",-0.46526,0.39926
"2020-03-29","06005",-0.46551,0.40583
"2020-03-30","06005",-0.34195,0.30821
"2020-03-31","06005",-0.34149,0.30992
"2020-04-01","06005",-0.33762,0.28751
"2020-04-02","06005",-0.33482,0.28713
"2020-04-03","06005",-0.32668,0.26222
"2020-04-04","06005",-0.46517,0.36123
"2020-04-05","06005",-0.52678,0.45783
"2020-04-06","06005",-0.41466,0.35969
"2020-04-07","06005",-0.32901,0.32461
"2020-04-08","06005",-0.35334,0.30718
"2020-04-09","06005",-0.38282,0.32642
"2020-04-10","06005",-0.35915,0.30093
"2020-04-11","06005",-0.3921,0.35409
"2020-04-12","06005",-0.45315,0.40063
"2020-04-13","06005",-0.32862,0.33389
"2020-04-14","06005",-0.32022,0.29959
"2020-04-15","06005",-0.30314,0.30094
"2020-04-16","06005",-0.31107,0.28265
"2020-04-17","06005",-0.328,0.28874
"2020-04-18","06005",-0.3242,0.33137
"2020-04-19","06005",-0.37776,0.36785
"2020-04-20","06005",-0.27141,0.30687
"2020-04-21","06005",-0.30452,0.31021
"2020-04-22","06005",-0.353,0.29783
"2020-04-23","06005",-0.31182,0.29518
"2020-04-24","06005",-0.30893,0.27877
"2020-04-25","06005",-0.29494,0.31201
"2020-04-26","06005",-0.30415,0.34694
"2020-04-27","06005",-0.22169,0.30119
"2020-04-28","06005",-0.25055,0.2893
"2020-04-29","06005",-0.28103,0.31414
"2020-04-30","06005",-0.27955,0.28483
"2020-05-01","06005",-0.22402,0.25706
"2020-05-02","06005",-0.23066,0.30808
"2020-05-03","06005",-0.27781,0.32366
"2020-05-04","06005",-0.2246,0.28072
"2020-05-05","06005",-0.22397,0.26245
"2020-05-06","06005",-0.25264,0.28292
"2020-05-07","06005",-0.25378,0.2679
"2020-05-08","06005",-0.24101,0.26681
"2020-05-09","06005",-0.19966,0.30055
"2020-05-10","06005",-0.19965,0.30351
"2020-05-11","06005",-0.16979,0.25784
"2020-05-12","06005",-0.20572,0.29111
"2020-05-13","06005",-0.26203,0.27484
"2020-05-14","06005",-0.1928,0.27549
"2020-05-15","06005",-0.20071,0.24506
"2020-05-16","06005",-0.18971,0.27582
"2020-05-17","06005",-0.29895,0.36357
"2020-05-18","06005",-0.32051,0.3374
"2020-05-19","06005",-0.24432,0.28802
"2020-05-20","06005",-0.19019,0.26961
"2020-05-21","06005",-0.1595,0.24624
"2020-05-22","06005",-0.18106,0.24457
"2020-05-23","06005",-0.17829,0.26646
"2020-05-24","06005",-0.20089,0.28418
"2020-05-25","06005",-0.25086,0.28999
"2020-05-26","06005",-0.13811,0.24832
"2020-05-27","06005",-0.17581,0.24958
"2020-05-28","06005",-0.15526,0.25564
"2020-05-29","06005",-0.13504,0.21307
"2020-05-30","06005",-0.13841,0.28624
"2020-05-31","06005",-0.16646,0.3027
"2020-06-01","06005",-0.14921,0.24647
"2020-06-02","06005",-0.15094,0.24866
"2020-06-03","06005",-0.16633,0.26714
"2020-06-04","06005",-0.09039,0.23662
"2020-06-05","06005",-0.1153,0.19846
"2020-06-06","06005",-0.08793,0.24554
"2020-06-07","06005",-0.06585,0.26223
"2020-06-08","06005",-0.07778,0.24225
"2020-06-09","06005",-0.0913,0.22947
"2020-06-10","06005",-0.09765,0.21455
"2020-06-11","06005",-0.10977,0.23134
"2020-06-12","06005",-0.10615,0.20474
"2020-06-13","06005",-0.10822,0.25143
"2020-06-14","06005",0.00344,0.24646
"2020-06-15","06005",-0.04919,0.24737
"2020-06-16","06005",-0.08243,0.21917
"2020-06-17","06005",-0.10294,0.22453
"2020-06-18","06005",-0.09549,0.21943
"2020-06-19","06005",-0.1028,0.20382
"2020-06-20","06005",-0.06976,0.22959
"2020-06-21","06005",0.06182,0.2257
"2020-06-22","06005",-0.0516,0.20695
"2020-06-23","06005",-0.09232,0.22036
"2020-06-24","06005",-0.0984,0.24216
"2020-06-25","06005",-0.12965,0.24257
"2020-06-26","06005",-0.14625,0.21716
"2020-06-27","06005",-0.1153,0.26767
"2020-06-28","06005",-0.00822,0.27118
"2020-06-29","06005",-0.07533,0.24828
"2020-06-30","06005",-0.10394,0.21407
"2020-07-01","06005",-0.09944,0.20666
"2020-07-02","06005",-0.00233,0.21942
"2020-07-03","06005",-0.16669,0.2124
"2020-07-04","06005",-0.12396,0.25388
"2020-07-05","06005",0.00415,0.24813
"2020-07-06","06005",-0.05854,0.2388
"2020-07-07","06005",-0.11016,0.21312
"2020-07-08","06005",-0.11897,0.24365
"2020-07-09","06005",-0.11909,0.23449
"2020-07-10","06005",-0.11865,0.21291
"2020-07-11","06005",-0.08743,0.26127
"2020-07-12","06005",-0.02683,0.27319
"2020-07-13","06005",0.08078,0.23071
"2020-07-14","06005",-0.06647,0.22859
"2020-07-15","06005",-0.08245,0.24141
"2020-07-16","06005",-0.11867,0.22558
"2020-07-17","06005",-0.06588,0.23133
"2020-07-18","06005",-0.09961,0.2567
"2020-07-19","06005",-0.01764,0.28113
"2020-07-20","06005",0.00181,0.23094
"2020-07-21","06005",-0.05632,0.22202
"2020-07-22","06005",-0.06702,0.23882
"2020-07-23","06005",-0.06235,0.23501
"2020-07-24","06005",-0.06284,0.21487
"2020-07-25","06005",-0.06237,0.25962
"2020-07-26","06005",0.02483,0.26177
"2020-07-27","06005",-0.02896,0.2459
"2020-07-28","06005",-0.08209,0.267
"2020-07-29","06005",-0.10352,0.24295
"2020-07-30","06005",-0.10282,0.23198
"2020-07-31","06005",-0.08168,0.22075
"2020-08-01","06005",-0.08085,0.24864
"2020-08-02","06005",-0.00814,0.26309
"2020-08-03","06005",-0.05322,0.23755
"2020-08-04","06005",-0.06787,0.22968
"2020-08-05","06005",-0.06952,0.22541
"2020-08-06","06005",-0.04925,0.21958
"2020-08-07","06005",-0.06135,0.23512
"2020-08-08","06005",-0.11142,0.26031
"2020-08-09","06005",0.11998,0.238
"2020-08-10","06005",-0.03051,0.24104
"2020-08-11","06005",-0.13019,0.23726
"2020-08-12","06005",-0.01002,0.23293
"2020-08-13","06005",-0.06141,0.21911
"2020-08-14","06005",-0.04657,0.22474
"2020-08-15","06005",0.00551,0.24162
"2020-08-16","06005",0.04685,0.24524
"2020-08-17","06005",-0.04513,0.23748
"2020-08-18","06005",-0.08263,0.24723
"2020-08-19","06005",-0.07407,0.22204
"2020-08-20","06005",-0.15627,0.24906
"2020-08-21","06005",-0.09907,0.22027
"2020-08-22","06005",-0.1291,0.27567
"2020-08-23","06005",0.01066,0.27465
"2020-08-24","06005",-0.03677,0.24088
"2020-08-25","06005",-0.07329,0.22214
"2020-08-26","06005",-0.10885,0.23632
"2020-08-27","06005",-0.04894,0.23221
"2020-08-28","06005",-0.08117,0.21838
"2020-08-29","06005",-0.07616,0.22903
"2020-08-30","06005",0.03453,0.2417
"2020-08-31","06005",-0.06672,0.23437
"2020-09-01","06005",-0.12514,0.19762
"2020-09-02","06005",-0.11801,0.20845
"2020-09-03","06005",-0.09134,0.20644
"2020-09-04","06005",-0.10682,0.19598
"2020-09-05","06005",-0.07196,0.25557
"2020-09-06","06005",0.02375,0.26996
"2020-09-07","06005",-0.09018,0.27638
"2020-09-08","06005",0.02968,0.19752
"2020-09-09","06005",-0.11332,0.23158
"2020-09-10","06005",-0.1822,0.22816
"2020-09-11","06005",-0.13267,0.20771
"2020-09-12","06005",-0.12845,0.26834
"2020-09-13","06005",0.00495,0.26108
"2020-09-14","06005",-0.10321,0.22884
"2020-09-15","06005",-0.14734,0.20374
"2020-09-16","06005",-0.12855,0.22124
"2020-09-17","06005",-0.18807,0.21137
"2020-09-18","06005",-0.11008,0.183
"2020-09-19","06005",-0.03878,0.23546
"2020-09-20","06005",-0.02104,0.25122
"2020-09-21","06005",-0.06234,0.22496
"2020-09-22","06005",-0.14639,0.21992
"2020-09-23","06005",-0.12134,0.20864
"2020-09-24","06005",-0.10199,0.22615
"2020-09-25","06005",-0.10563,0.23491
"2020-09-26","06005",-0.13086,0.25109
"2020-09-27","06005",0.01655,0.2522
"2020-09-28","06005",-0.11288,0.22249
"2020-09-29","06005",-0.09075,0.24155
"2020-09-30","06005",-0.10466,0.21838
"2020-10-01","06005",-0.09978,0.2177
"2020-10-02","06005",-0.07032,0.19461
"2020-10-03","06005",-0.03505,0.20235
"2020-10-04","06005",0.00966,0.23588
"2020-10-05","06005",0.0187,0.20845
"2020-10-06","06005",-0.00882,0.21032
"2020-10-07","06005",-0.10347,0.22244
"2020-10-08","06005",-0.10567,0.20835
"2020-10-09","06005",-0.13338,0.21627
"2020-10-10","06005",-0.09173,0.23782
"2020-10-11","06005",-0.00936,0.23827
"2020-10-12","06005",-0.14408,0.2408
"2020-10-13","06005",-0.13588,0.2407
"2020-10-14","06005",-0.15345,0.21962
"2020-10-15","06005",-0.10222,0.19927
"2020-10-16","06005",-0.0671,0.19792
"2020-10-17","06005",-0.03246,0.23136
"2020-10-18","06005",-0.06452,0.24294
"2020-10-19","06005",-0.12618,0.21041
"2020-10-20","06005",-0.09152,0.2316
"2020-10-21","06005",-0.07976,0.22008
"2020-10-22","06005",-0.06855,0.22843
"2020-10-23","06005",-0.09524,0.19877
"2020-10-24","06005",-0.04249,0.21621
"2020-10-25","06005",0.05579,0.2406
"2020-10-26","06005",-0.11545,0.22279
"2020-10-27","06005",-0.05235,0.21204
"2020-10-28","06005",-0.10177,0.23032
"2020-10-29","06005",-0.1406,0.22558
"2020-10-30","06005",-0.07625,0.18249
"2020-10-31","06005",-0.02851,0.21795
"2020-11-01","06005",-0.0229,0.24214
"2020-11-02","06005",-0.0396,0.21975
"2020-11-03","06005",-0.12438,0.2204
"2020-11-04","06005",-0.11227,0.25354
"2020-11-05","06005",-0.094,0.23189
"2020-11-06","06005",-0.14976,0.21691
"2020-11-07","06005",-0.07681,0.25665
"2020-11-08","06005",-0.1199,0.29276
"2020-11-09","06005",-0.08194,0.24388
"2020-11-10","06005",-0.14933,0.23006
"2020-11-11","06005",-0.09552,0.22723
"2020-11-12","06005",-0.05178,0.23635
"2020-11-13","06005",-0.18629,0.23428
"2020-11-14","06005",-0.14153,0.27382
"2020-11-15","06005",-0.07344,0.2764
"2020-11-16","06005",-0.06675,0.23675
"2020-11-17","06005",-0.18817,0.25084
"2020-11-18","06005",-0.20092,0.29329
"2020-11-19","06005",-0.11009,0.22588
"2020-11-20","06005",-0.0786,0.22337
"2020-11-21","06005",-0.1202,0.25814
"2020-11-22","06005",-0.11188,0.31858
"2020-11-23","06005",-0.14017,0.25085
"2020-11-24","06005",-0.11505,0.23382
"2020-11-25","06005",-0.15522,0.22431
"2020-11-26","06005",-0.41999,0.32855
"2020-11-27","06005",-0.22104,0.27089
"2020-11-28","06005",-0.13991,0.27048
"2020-11-29","06005",-0.13932,0.29137
"2020-11-30","06005",-0.00326,0.23647
"2020-12-01","06005",-0.07534,0.22182
"2020-12-02","06005",-0.16281,0.24683
"2020-12-03","06005",-0.19515,0.24913
"2020-12-04","06005",-0.13109,0.20537
"2020-12-05","06005",-0.12848,0.25271
"2020-12-06","06005",-0.13486,0.28772
"2020-12-07","06005",-0.10155,0.24957
"2020-12-08","06005",-0.16123,0.23341
"2020-12-09","06005",-0.17734,0.25507
"2020-12-10","06005",-0.18061,0.2209
"2020-12-11","06005",-0.13695,0.23558
"2020-12-12","06005",-0.25483,0.31792
"2020-12-13","06005",-0.2509,0.35768
"2020-12-14","06005",-0.09854,0.27278
"2020-12-15","06005",-0.15385,0.23384
"2020-12-16","06005",-0.13983,0.26592
"2020-03-01","06007",-0.02388,0.22314
"2020-03-02","06007",-0.0052,0.15748
"2020-03-03","06007",0.03931,0.14693
"2020-03-04","06007",0.03585,0.14167
"2020-03-05","06007",0.01047,0.14439
"2020-03-06","06007",-0.00962,0.14914
"2020-03-07","06007",-0.08693,0.21826
"2020-03-08","06007",-0.07739,0.2376
"2020-03-09","06007",-0.02708,0.17438
"2020-03-10","06007",0.01926,0.15373
"2020-03-11","06007",0.02354,0.14238
"2020-03-12","06007",-0.0051,0.1455
"2020-03-13","06007",-0.00892,0.1544
"2020-03-14","06007",-0.15939,0.23045
"2020-03-15","06007",-0.17022,0.27878
"2020-03-16","06007",-0.1573,0.20999
"2020-03-17","06007",-0.20957,0.23298
"2020-03-18","06007",-0.21659,0.22812
"2020-03-19","06007",-0.18507,0.21839
"2020-03-20","06007",-0.26636,0.24116
"2020-03-21","06007",-0.3023,0.29988
"2020-03-22","06007",-0.32526,0.33399
"2020-03-23","06007",-0.33567,0.29607
"2020-03-24","06007",-0.35313,0.31365
"2020-03-25","06007",-0.33104,0.30154
"2020-03-26","06007",-0.31456,0.2834
"2020-03-27","06007",-0.33446,0.28449
"2020-03-28","06007",-0.39796,0.35812
"2020-03-29","06007",-0.40511,0.37283
"2020-03-30","06007",-0.33535,0.29991
"2020-03-31","06007",-0.29374,0.28167
"2020-04-01","06007",-0.2624,0.25834
"2020-04-02","06007",-0.27642,0.27167
"2020-04-03","06007",-0.2682,0.25013
"2020-04-04","06007",-0.41043,0.37249
"2020-04-05","06007",-0.45217,0.41162
"2020-04-06","06007",-0.30765,0.28717
"2020-04-07","06007",-0.30283,0.27572
"2020-04-08","06007",-0.28878,0.27422
"2020-04-09","06007",-0.33198,0.28587
"2020-04-10","06007",-0.31011,0.25836
"2020-04-11","06007",-0.29779,0.30276
"2020-04-12","06007",-0.35167,0.34171
"2020-04-13","06007",-0.28932,0.28073
"2020-04-14","06007",-0.25524,0.26578
"2020-04-15","06007",-0.23672,0.24734
"2020-04-16","06007",-0.27324,0.26602
"2020-04-17","06007",-0.28011,0.26556
"2020-04-18","06007",-0.29776,0.30533
"2020-04-19","06007",-0.2911,0.32208
"2020-04-20","06007",-0.27133,0.27157
"2020-04-21","06007",-0.25053,0.27268
"2020-04-22","06007",-0.24565,0.26269
"2020-04-23","06007",-0.24536,0.26308
"2020-04-24","06007",-0.26154,0.25934
