"date","fips","relative_change_feb","ratio_travelers"
"2020-11-10","41001",0.3394,0.23468
"2020-11-11","41001",-0.01852,0.233
"2020-11-12","41001",-0.08945,0.18574
"2020-11-13","41001",-0.09668,0.27957
"2020-11-14","41001",0.08786,0.27648
"2020-11-15","41001",-0.05861,0.32359
"2020-11-16","41001",0.06039,0.24258
"2020-11-17","41001",0.32123,0.20747
"2020-11-18","41001",-0.18292,0.24292
"2020-11-19","41001",-0.07494,0.21753
"2020-11-20","41001",-0.09048,0.23644
"2020-11-21","41001",0.09711,0.25866
"2020-11-22","41001",0.10079,0.33402
"2020-11-23","41001",0.29502,0.23955
"2020-11-24","41001",0.05872,0.23423
"2020-11-25","41001",0.16577,0.22036
"2020-11-26","41001",-0.28518,0.32615
"2020-11-27","41001",-0.40724,0.2767
"2020-11-28","41001",0.07891,0.30353
"2020-11-29","41001",-0.00497,0.3325
"2020-11-30","41001",0.24692,0.27479
"2020-12-01","41001",0.27871,0.22603
"2020-12-02","41001",-0.00082,0.24339
"2020-12-03","41001",0.39037,0.24587
"2020-12-04","41001",0.04649,0.21642
"2020-12-05","41001",0.0214,0.28807
"2020-12-06","41001",-0.20012,0.28587
"2020-12-07","41001",0.05566,0.23638
"2020-12-08","41001",0.31539,0.24573
"2020-12-09","41001",-0.11775,0.22447
"2020-12-10","41001",0.23034,0.23914
"2020-12-11","41001",-0.20825,0.2364
"2020-12-12","41001",0.02503,0.33845
"2020-12-13","41001",-0.03627,0.34114
"2020-12-14","41001",0.22113,0.24085
"2020-12-15","41001",0.34834,0.26165
"2020-12-16","41001",-0.09946,0.2768
"2020-03-01","41003",0.0586,0.21046
"2020-03-02","41003",-0.0495,0.13982
"2020-03-03","41003",0.02284,0.12837
"2020-03-04","41003",0.04273,0.12281
"2020-03-05","41003",0.00491,0.12435
"2020-03-06","41003",-0.04079,0.13853
"2020-03-07","41003",-0.02623,0.19253
"2020-03-08","41003",-0.02967,0.23646
"2020-03-09","41003",-0.06143,0.14863
"2020-03-10","41003",0.04,0.12921
"2020-03-11","41003",0.0037,0.11949
"2020-03-12","41003",-0.04711,0.14518
"2020-03-13","41003",-0.14935,0.17587
"2020-03-14","41003",-0.17461,0.25644
"2020-03-15","41003",-0.15051,0.28799
"2020-03-16","41003",-0.12993,0.19461
"2020-03-17","41003",-0.14676,0.21388
"2020-03-18","41003",-0.16397,0.22219
"2020-03-19","41003",-0.18044,0.2253
"2020-03-20","41003",-0.22661,0.23025
"2020-03-21","41003",-0.24344,0.30096
"2020-03-22","41003",-0.20015,0.33074
"2020-03-23","41003",-0.28462,0.30254
"2020-03-24","41003",-0.37862,0.35994
"2020-03-25","41003",-0.39525,0.34638
"2020-03-26","41003",-0.3777,0.3452
"2020-03-27","41003",-0.41563,0.32981
"2020-03-28","41003",-0.42588,0.39353
"2020-03-29","41003",-0.36777,0.41064
"2020-03-30","41003",-0.40103,0.37205
"2020-03-31","41003",-0.34814,0.3269
"2020-04-01","41003",-0.32014,0.32889
"2020-04-02","41003",-0.34688,0.31631
"2020-04-03","41003",-0.35567,0.28873
"2020-04-04","41003",-0.39532,0.37107
"2020-04-05","41003",-0.31183,0.36102
"2020-04-06","41003",-0.33789,0.31364
"2020-04-07","41003",-0.2964,0.30731
"2020-04-08","41003",-0.30928,0.29245
"2020-04-09","41003",-0.31011,0.29095
"2020-04-10","41003",-0.31514,0.27861
"2020-04-11","41003",-0.29135,0.32339
"2020-04-12","41003",-0.28805,0.35831
"2020-04-13","41003",-0.30706,0.29587
"2020-04-14","41003",-0.27334,0.29564
"2020-04-15","41003",-0.26749,0.29819
"2020-04-16","41003",-0.26187,0.26805
"2020-04-17","41003",-0.28413,0.26824
"2020-04-18","41003",-0.32833,0.3543
"2020-04-19","41003",-0.24369,0.34501
"2020-04-20","41003",-0.24541,0.29865
"2020-04-21","41003",-0.27626,0.29941
"2020-04-22","41003",-0.35527,0.32889
"2020-04-23","41003",-0.3171,0.29919
"2020-04-24","41003",-0.33249,0.2921
"2020-04-25","41003",-0.27918,0.31061
"2020-04-26","41003",-0.21991,0.33476
"2020-04-27","41003",-0.26374,0.29423
"2020-04-28","41003",-0.23598,0.2793
"2020-04-29","41003",-0.23108,0.28556
"2020-04-30","41003",-0.26714,0.27623
"2020-05-01","41003",-0.23065,0.27175
"2020-05-02","41003",-0.3078,0.31721
"2020-05-03","41003",-0.22309,0.33422
"2020-05-04","41003",-0.23453,0.27026
"2020-05-05","41003",-0.20314,0.25402
"2020-05-06","41003",-0.20876,0.26411
"2020-05-07","41003",-0.20965,0.26133
"2020-05-08","41003",-0.15729,0.24055
"2020-05-09","41003",-0.15293,0.26468
"2020-05-10","41003",-0.0625,0.28041
"2020-05-11","41003",-0.2425,0.27438
"2020-05-12","41003",-0.26566,0.29475
"2020-05-13","41003",-0.25405,0.28962
"2020-05-14","41003",-0.26115,0.29844
"2020-05-15","41003",-0.16849,0.22243
"2020-05-16","41003",-0.1939,0.29134
"2020-05-17","41003",-0.16338,0.32408
"2020-05-18","41003",-0.21643,0.26727
"2020-05-19","41003",-0.22989,0.26168
"2020-05-20","41003",-0.19445,0.26606
"2020-05-21","41003",-0.22113,0.25458
"2020-05-22","41003",-0.19262,0.2294
"2020-05-23","41003",-0.08269,0.24474
"2020-05-24","41003",-0.03206,0.26922
"2020-05-25","41003",-0.25141,0.28608
"2020-05-26","41003",-0.17895,0.25435
"2020-05-27","41003",-0.05141,0.20575
"2020-05-28","41003",-0.114,0.23736
"2020-05-29","41003",-0.10454,0.21146
"2020-05-30","41003",-0.22249,0.28968
"2020-05-31","41003",-0.10788,0.29001
"2020-06-01","41003",-0.07599,0.22394
"2020-06-02","41003",-0.12266,0.22746
"2020-06-03","41003",-0.06889,0.22402
"2020-06-04","41003",-0.10174,0.229
"2020-06-05","41003",-0.14176,0.19998
"2020-06-06","41003",-0.13889,0.26084
"2020-06-07","41003",-0.11457,0.28891
"2020-06-08","41003",-0.14956,0.24944
"2020-06-09","41003",-0.165,0.24413
"2020-06-10","41003",-0.10806,0.22514
"2020-06-11","41003",-0.11751,0.21545
"2020-06-12","41003",-0.09433,0.21632
"2020-06-13","41003",-0.13957,0.24724
"2020-06-14","41003",-0.04987,0.27249
"2020-06-15","41003",-0.11607,0.24125
"2020-06-16","41003",-0.12731,0.23076
"2020-06-17","41003",-0.0136,0.20103
"2020-06-18","41003",-0.07318,0.2141
"2020-06-19","41003",-0.06832,0.21512
"2020-06-20","41003",-0.05835,0.23646
"2020-06-21","41003",0.02513,0.25466
"2020-06-22","41003",-0.01782,0.20756
"2020-06-23","41003",-0.10583,0.20889
"2020-06-24","41003",-0.04003,0.20035
"2020-06-25","41003",-0.06702,0.21692
"2020-06-26","41003",-0.09439,0.21325
"2020-06-27","41003",-0.02356,0.24223
"2020-06-28","41003",-0.00732,0.28423
"2020-06-29","41003",-0.0591,0.20808
"2020-06-30","41003",-0.06211,0.21737
"2020-07-01","41003",-0.01674,0.19353
"2020-07-02","41003",-0.02711,0.19607
"2020-07-03","41003",-0.05866,0.20576
"2020-07-04","41003",-0.10487,0.24668
"2020-07-05","41003",-0.00093,0.26605
"2020-07-06","41003",-0.04588,0.20265
"2020-07-07","41003",-0.09128,0.21029
"2020-07-08","41003",-0.04767,0.20457
"2020-07-09","41003",-0.13868,0.21345
"2020-07-10","41003",-0.10673,0.21358
"2020-07-11","41003",0.02321,0.21843
"2020-07-12","41003",0.07368,0.26667
"2020-07-13","41003",-0.02673,0.22921
"2020-07-14","41003",-0.00912,0.21249
"2020-07-15","41003",-0.0069,0.2112
"2020-07-16","41003",-0.05765,0.20838
"2020-07-17","41003",-0.09811,0.20694
"2020-07-18","41003",0.06966,0.2241
"2020-07-19","41003",0.04561,0.27442
"2020-07-20","41003",-0.04906,0.22843
"2020-07-21","41003",-0.01747,0.21312
"2020-07-22","41003",0.00971,0.20647
"2020-07-23","41003",-0.09651,0.20734
"2020-07-24","41003",-0.09511,0.19359
"2020-07-25","41003",0.03719,0.21217
"2020-07-26","41003",0.12069,0.25692
"2020-07-27","41003",-0.06767,0.21474
"2020-07-28","41003",-0.01317,0.22046
"2020-07-29","41003",-0.0033,0.21582
"2020-07-30","41003",-0.05509,0.21922
"2020-07-31","41003",0.01451,0.18988
"2020-08-01","41003",0.07013,0.22035
"2020-08-02","41003",0.09064,0.24904
"2020-08-03","41003",-0.00465,0.21076
"2020-08-04","41003",-0.00908,0.19842
"2020-08-05","41003",-0.00488,0.21201
"2020-08-06","41003",-0.10073,0.20667
"2020-08-07","41003",-0.0677,0.2019
"2020-08-08","41003",0.03734,0.22411
"2020-08-09","41003",0.08758,0.25298
"2020-08-10","41003",-0.02688,0.22511
"2020-08-11","41003",0.00347,0.19993
"2020-08-12","41003",-0.06189,0.21105
"2020-08-13","41003",-0.0505,0.19801
"2020-08-14","41003",-0.02977,0.18712
"2020-08-15","41003",0.05421,0.22841
"2020-08-16","41003",0.06255,0.25625
"2020-08-17","41003",-0.04842,0.22071
"2020-08-18","41003",-0.06087,0.21779
"2020-08-19","41003",-0.03974,0.19233
"2020-08-20","41003",-0.15336,0.20484
"2020-08-21","41003",-0.0572,0.21487
"2020-08-22","41003",0.08402,0.22814
"2020-08-23","41003",0.09082,0.27448
"2020-08-24","41003",-0.0468,0.22457
"2020-08-25","41003",-0.03803,0.22973
"2020-08-26","41003",-0.05556,0.20152
"2020-08-27","41003",-0.09264,0.22409
"2020-08-28","41003",-0.04315,0.21209
"2020-08-29","41003",0.02244,0.23838
"2020-08-30","41003",0.00714,0.25354
"2020-08-31","41003",-0.03178,0.22866
"2020-09-01","41003",-0.00268,0.2016
"2020-09-02","41003",-0.06913,0.22758
"2020-09-03","41003",-0.06159,0.20334
"2020-09-04","41003",-0.07918,0.19316
"2020-09-05","41003",-0.00244,0.23629
"2020-09-06","41003",0.13549,0.26047
"2020-09-07","41003",-0.08925,0.28722
"2020-09-08","41003",-0.15965,0.29907
"2020-09-09","41003",-0.20711,0.30099
"2020-09-10","41003",-0.25139,0.27655
"2020-09-11","41003",-0.27865,0.26529
"2020-09-12","41003",-0.18983,0.29335
"2020-09-13","41003",-0.22127,0.33718
"2020-09-14","41003",-0.19681,0.24482
"2020-09-15","41003",-0.18735,0.2435
"2020-09-16","41003",-0.16667,0.23105
"2020-09-17","41003",-0.13648,0.23575
"2020-09-18","41003",-0.18501,0.23833
"2020-09-19","41003",-0.10064,0.24826
"2020-09-20","41003",-0.06379,0.28791
"2020-09-21","41003",-0.15164,0.22491
"2020-09-22","41003",-0.05871,0.20641
"2020-09-23","41003",-0.1348,0.23365
"2020-09-24","41003",-0.16091,0.23189
"2020-09-25","41003",-0.1813,0.22647
"2020-09-26","41003",-0.10324,0.24309
"2020-09-27","41003",-0.02225,0.28148
"2020-09-28","41003",-0.11093,0.23597
"2020-09-29","41003",-0.12046,0.21807
"2020-09-30","41003",-0.07209,0.23424
"2020-10-01","41003",-0.10518,0.20504
"2020-10-02","41003",-0.13734,0.20575
"2020-10-03","41003",-0.0309,0.21216
"2020-10-04","41003",-0.00375,0.26932
"2020-10-05","41003",-0.13143,0.21442
"2020-10-06","41003",-0.09521,0.21323
"2020-10-07","41003",-0.1123,0.20323
"2020-10-08","41003",-0.12909,0.22085
"2020-10-09","41003",-0.12955,0.19159
"2020-10-10","41003",-0.11044,0.25438
"2020-10-11","41003",-0.08862,0.31514
"2020-10-12","41003",-0.16592,0.24289
"2020-10-13","41003",-0.18931,0.23048
"2020-10-14","41003",-0.15796,0.22488
"2020-10-15","41003",-0.17681,0.21645
"2020-10-16","41003",-0.15135,0.21614
"2020-10-17","41003",-0.00868,0.22592
"2020-10-18","41003",-0.02569,0.27466
"2020-10-19","41003",-0.15037,0.23112
"2020-10-20","41003",-0.11938,0.21315
"2020-10-21","41003",-0.1265,0.22984
"2020-10-22","41003",-0.14141,0.21852
"2020-10-23","41003",-0.221,0.23649
"2020-10-24","41003",-0.07977,0.25708
"2020-10-25","41003",-0.0252,0.28267
"2020-10-26","41003",-0.17027,0.2492
"2020-10-27","41003",-0.14796,0.23533
"2020-10-28","41003",-0.12406,0.22177
"2020-10-29","41003",-0.23606,0.23648
"2020-10-30","41003",-0.16054,0.22996
"2020-10-31","41003",-0.09634,0.23063
"2020-11-01","41003",-0.05759,0.26363
"2020-11-02","41003",-0.1561,0.23956
"2020-11-03","41003",-0.12088,0.21531
"2020-11-04","41003",-0.17694,0.22277
"2020-11-05","41003",-0.21053,0.23446
"2020-11-06","41003",-0.17337,0.24079
"2020-11-07","41003",-0.1672,0.25471
"2020-11-08","41003",-0.11302,0.2918
"2020-11-09","41003",-0.17315,0.26124
"2020-11-10","41003",-0.16012,0.25405
"2020-11-11","41003",-0.12608,0.26093
"2020-11-12","41003",-0.18298,0.2391
"2020-11-13","41003",-0.23221,0.23609
"2020-11-14","41003",-0.17694,0.30776
"2020-11-15","41003",-0.15022,0.3096
"2020-11-16","41003",-0.2148,0.26499
"2020-11-17","41003",-0.16604,0.24249
"2020-11-18","41003",-0.25577,0.27626
"2020-11-19","41003",-0.21204,0.2597
"2020-11-20","41003",-0.14658,0.25846
"2020-11-21","41003",-0.16448,0.31277
"2020-11-22","41003",-0.20971,0.33912
"2020-11-23","41003",-0.20035,0.27245
"2020-11-24","41003",-0.17114,0.25963
"2020-11-25","41003",-0.11815,0.25746
"2020-11-26","41003",-0.40826,0.34735
"2020-11-27","41003",-0.27722,0.30787
"2020-11-28","41003",-0.22956,0.31471
"2020-11-29","41003",-0.25303,0.36047
"2020-11-30","41003",-0.23724,0.28021
"2020-12-01","41003",-0.16899,0.2657
"2020-12-02","41003",-0.15372,0.27806
"2020-12-03","41003",-0.21547,0.25398
"2020-12-04","41003",-0.20149,0.25265
"2020-12-05","41003",-0.19153,0.25951
"2020-12-06","41003",-0.17567,0.31922
"2020-12-07","41003",-0.20536,0.25733
"2020-12-08","41003",-0.21431,0.24697
"2020-12-09","41003",-0.19341,0.26073
"2020-12-10","41003",-0.23033,0.25468
"2020-12-11","41003",-0.19792,0.27019
"2020-12-12","41003",-0.12346,0.27015
"2020-12-13","41003",-0.19584,0.30839
"2020-12-14","41003",-0.1601,0.26366
"2020-12-15","41003",-0.16372,0.2615
"2020-12-16","41003",-0.17799,0.26361
"2020-03-01","41005",0.00345,0.19849
"2020-03-02","41005",0.00866,0.14498
"2020-03-03","41005",0.00303,0.1325
"2020-03-04","41005",-0.00089,0.12691
"2020-03-05","41005",0.00616,0.13302
"2020-03-06","41005",-0.02626,0.14013
"2020-03-07","41005",-0.00557,0.18095
"2020-03-08","41005",-0.01943,0.20883
"2020-03-09","41005",0.01837,0.1516
"2020-03-10","41005",0.04161,0.13607
"2020-03-11","41005",-0.01696,0.13894
"2020-03-12","41005",-0.02716,0.13608
"2020-03-13","41005",-0.12788,0.15403
"2020-03-14","41005",-0.19298,0.23845
"2020-03-15","41005",-0.14971,0.25509
"2020-03-16","41005",-0.10263,0.18601
"2020-03-17","41005",-0.14745,0.19676
"2020-03-18","41005",-0.20435,0.21093
"2020-03-19","41005",-0.22629,0.21931
"2020-03-20","41005",-0.22061,0.21227
"2020-03-21","41005",-0.22512,0.26937
"2020-03-22","41005",-0.26892,0.31532
"2020-03-23","41005",-0.31548,0.29086
"2020-03-24","41005",-0.37015,0.32149
"2020-03-25","41005",-0.37151,0.30589
"2020-03-26","41005",-0.36764,0.30554
"2020-03-27","41005",-0.41259,0.30455
"2020-03-28","41005",-0.40596,0.35996
"2020-03-29","41005",-0.42121,0.38304
"2020-03-30","41005",-0.3646,0.32367
"2020-03-31","41005",-0.36084,0.30358
"2020-04-01","41005",-0.36187,0.29497
"2020-04-02","41005",-0.35285,0.28537
"2020-04-03","41005",-0.36227,0.27996
"2020-04-04","41005",-0.36519,0.32895
"2020-04-05","41005",-0.3463,0.34162
"2020-04-06","41005",-0.31036,0.28931
"2020-04-07","41005",-0.30689,0.27836
"2020-04-08","41005",-0.32674,0.26548
"2020-04-09","41005",-0.30986,0.25708
"2020-04-10","41005",-0.33619,0.25165
"2020-04-11","41005",-0.31002,0.29834
"2020-04-12","41005",-0.35101,0.33173
"2020-04-13","41005",-0.29414,0.27452
"2020-04-14","41005",-0.28832,0.25914
"2020-04-15","41005",-0.30306,0.2714
"2020-04-16","41005",-0.27015,0.25947
"2020-04-17","41005",-0.2834,0.24794
"2020-04-18","41005",-0.32222,0.31985
"2020-04-19","41005",-0.30275,0.33315
"2020-04-20","41005",-0.2413,0.25952
"2020-04-21","41005",-0.2966,0.27812
"2020-04-22","41005",-0.34841,0.30146
"2020-04-23","41005",-0.31707,0.27688
"2020-04-24","41005",-0.3235,0.26714
"2020-04-25","41005",-0.30108,0.31231
"2020-04-26","41005",-0.24014,0.30762
"2020-04-27","41005",-0.28345,0.2783
"2020-04-28","41005",-0.25351,0.25345
"2020-04-29","41005",-0.27177,0.25806
"2020-04-30","41005",-0.27219,0.24623
"2020-05-01","41005",-0.2575,0.23076
"2020-05-02","41005",-0.28972,0.31584
"2020-05-03","41005",-0.26064,0.32366
"2020-05-04","41005",-0.22116,0.25395
"2020-05-05","41005",-0.22979,0.24317
"2020-05-06","41005",-0.26031,0.24742
"2020-05-07","41005",-0.22756,0.23329
"2020-05-08","41005",-0.20631,0.2185
"2020-05-09","41005",-0.12684,0.2468
"2020-05-10","41005",-0.10283,0.26253
"2020-05-11","41005",-0.23019,0.26155
"2020-05-12","41005",-0.26146,0.26864
"2020-05-13","41005",-0.26195,0.24975
"2020-05-14","41005",-0.27112,0.26829
"2020-05-15","41005",-0.23561,0.22674
"2020-05-16","41005",-0.19951,0.27176
"2020-05-17","41005",-0.19318,0.29424
"2020-05-18","41005",-0.21884,0.26115
"2020-05-19","41005",-0.20572,0.24845
"2020-05-20","41005",-0.24756,0.24881
"2020-05-21","41005",-0.23786,0.24298
"2020-05-22","41005",-0.2142,0.22373
"2020-05-23","41005",-0.14476,0.24955
"2020-05-24","41005",-0.09642,0.2656
"2020-05-25","41005",-0.29477,0.28497
"2020-05-26","41005",-0.17514,0.22771
"2020-05-27","41005",-0.18122,0.20851
"2020-05-28","41005",-0.13911,0.21047
"2020-05-29","41005",-0.15206,0.19274
"2020-05-30","41005",-0.18262,0.27108
"2020-05-31","41005",-0.17734,0.28675
"2020-06-01","41005",-0.11461,0.21253
"2020-06-02","41005",-0.14763,0.20655
"2020-06-03","41005",-0.16094,0.19796
"2020-06-04","41005",-0.13451,0.20278
"2020-06-05","41005",-0.14244,0.19487
"2020-06-06","41005",-0.15081,0.25144
"2020-06-07","41005",-0.1722,0.28478
"2020-06-08","41005",-0.15436,0.23216
"2020-06-09","41005",-0.18141,0.23461
"2020-06-10","41005",-0.15525,0.20396
"2020-06-11","41005",-0.14296,0.19688
"2020-06-12","41005",-0.18193,0.20753
"2020-06-13","41005",-0.15376,0.25098
"2020-06-14","41005",-0.09919,0.2594
"2020-06-15","41005",-0.17028,0.24099
"2020-06-16","41005",-0.16664,0.23232
"2020-06-17","41005",-0.15533,0.20218
"2020-06-18","41005",-0.10759,0.19168
"2020-06-19","41005",-0.09177,0.18502
"2020-06-20","41005",-0.08559,0.23732
"2020-06-21","41005",-0.05869,0.24168
"2020-06-22","41005",-0.06867,0.20142
"2020-06-23","41005",-0.07348,0.20363
"2020-06-24","41005",-0.12981,0.19048
"2020-06-25","41005",-0.13057,0.19989
"2020-06-26","41005",-0.08491,0.18535
"2020-06-27","41005",-0.02037,0.21989
"2020-06-28","41005",-0.09138,0.2603
"2020-06-29","41005",-0.10967,0.21378
"2020-06-30","41005",-0.11049,0.20637
"2020-07-01","41005",-0.1189,0.1984
"2020-07-02","41005",-0.08056,0.19152
"2020-07-03","41005",-0.12423,0.19423
"2020-07-04","41005",-0.15774,0.2326
"2020-07-05","41005",-0.0663,0.23222
"2020-07-06","41005",-0.09217,0.20544
"2020-07-07","41005",-0.13206,0.20966
"2020-07-08","41005",-0.11893,0.20117
"2020-07-09","41005",-0.10966,0.19727
"2020-07-10","41005",-0.11217,0.18843
"2020-07-11","41005",-0.00705,0.21594
"2020-07-12","41005",-0.04483,0.24188
"2020-07-13","41005",-0.08448,0.20239
"2020-07-14","41005",-0.10151,0.19745
"2020-07-15","41005",-0.11007,0.18893
"2020-07-16","41005",-0.10533,0.18777
"2020-07-17","41005",-0.11403,0.18875
"2020-07-18","41005",0.00853,0.21366
"2020-07-19","41005",0.00058,0.24242
"2020-07-20","41005",-0.07552,0.21161
"2020-07-21","41005",-0.08059,0.20595
"2020-07-22","41005",-0.10639,0.2008
"2020-07-23","41005",-0.10905,0.19565
"2020-07-24","41005",-0.10264,0.18205
"2020-07-25","41005",-0.01182,0.21194
"2020-07-26","41005",0.03695,0.24554
"2020-07-27","41005",-0.07387,0.20803
"2020-07-28","41005",-0.10394,0.20381
"2020-07-29","41005",-0.12789,0.20383
"2020-07-30","41005",-0.11894,0.20324
"2020-07-31","41005",-0.09271,0.17916
"2020-08-01","41005",0.02256,0.20542
"2020-08-02","41005",-0.01776,0.24222
"2020-08-03","41005",-0.05953,0.19689
"2020-08-04","41005",-0.06703,0.19688
"2020-08-05","41005",-0.09816,0.19416
"2020-08-06","41005",-0.1343,0.2052
"2020-08-07","41005",-0.09672,0.17904
"2020-08-08","41005",-0.01017,0.2101
"2020-08-09","41005",-0.0021,0.2353
"2020-08-10","41005",-0.0524,0.20496
"2020-08-11","41005",-0.07605,0.19602
"2020-08-12","41005",-0.10619,0.19428
"2020-08-13","41005",-0.09882,0.20004
"2020-08-14","41005",-0.07515,0.18069
"2020-08-15","41005",0.00063,0.21661
"2020-08-16","41005",0.0169,0.24711
"2020-08-17","41005",-0.06495,0.21183
"2020-08-18","41005",-0.08709,0.20878
"2020-08-19","41005",-0.11158,0.19575
"2020-08-20","41005",-0.09274,0.19418
"2020-08-21","41005",-0.10541,0.18747
"2020-08-22","41005",-0.0111,0.21603
"2020-08-23","41005",0.0107,0.23208
"2020-08-24","41005",-0.07232,0.20677
"2020-08-25","41005",-0.06722,0.19642
"2020-08-26","41005",-0.09682,0.19563
"2020-08-27","41005",-0.08019,0.18693
"2020-08-28","41005",-0.07967,0.18605
"2020-08-29","41005",0.02071,0.20813
"2020-08-30","41005",-0.02069,0.2408
"2020-08-31","41005",-0.07984,0.21278
"2020-09-01","41005",-0.06677,0.19183
"2020-09-02","41005",-0.11005,0.18753
"2020-09-03","41005",-0.07446,0.18713
"2020-09-04","41005",-0.07689,0.18523
"2020-09-05","41005",-0.01548,0.21201
"2020-09-06","41005",0.01434,0.23317
"2020-09-07","41005",-0.17544,0.25161
"2020-09-08","41005",-0.02487,0.18302
"2020-09-09","41005",-0.09986,0.18899
"2020-09-10","41005",-0.09196,0.1946
"2020-09-11","41005",-0.30738,0.24943
"2020-09-12","41005",-0.27989,0.28017
"2020-09-13","41005",-0.31129,0.32977
"2020-09-14","41005",-0.27205,0.25708
"2020-09-15","41005",-0.23214,0.24019
"2020-09-16","41005",-0.24842,0.23709
"2020-09-17","41005",-0.25189,0.23163
"2020-09-18","41005",-0.21662,0.21026
"2020-09-19","41005",-0.11942,0.22878
"2020-09-20","41005",-0.09821,0.24481
"2020-09-21","41005",-0.12893,0.20914
"2020-09-22","41005",-0.14117,0.20186
"2020-09-23","41005",-0.18234,0.21864
"2020-09-24","41005",-0.19738,0.21102
"2020-09-25","41005",-0.20436,0.21632
"2020-09-26","41005",-0.11826,0.22522
"2020-09-27","41005",-0.07906,0.25456
"2020-09-28","41005",-0.11477,0.20473
"2020-09-29","41005",-0.10751,0.20738
"2020-09-30","41005",-0.14991,0.1982
"2020-10-01","41005",-0.11394,0.19264
"2020-10-02","41005",-0.12442,0.17932
"2020-10-03","41005",-0.0191,0.20647
"2020-10-04","41005",-0.06525,0.24547
"2020-10-05","41005",-0.11287,0.20656
"2020-10-06","41005",-0.0988,0.19911
"2020-10-07","41005",-0.15834,0.20196
"2020-10-08","41005",-0.16875,0.20394
"2020-10-09","41005",-0.12879,0.18066
"2020-10-10","41005",-0.11336,0.23758
"2020-10-11","41005",-0.16338,0.29216
"2020-10-12","41005",-0.1706,0.23163
"2020-10-13","41005",-0.17955,0.23075
"2020-10-14","41005",-0.18521,0.21541
"2020-10-15","41005",-0.1511,0.20004
"2020-10-16","41005",-0.14736,0.19275
"2020-10-17","41005",-0.03388,0.22107
"2020-10-18","41005",-0.10284,0.26183
"2020-10-19","41005",-0.13913,0.21677
"2020-10-20","41005",-0.13227,0.20733
"2020-10-21","41005",-0.16897,0.20653
"2020-10-22","41005",-0.15327,0.20914
"2020-10-23","41005",-0.16652,0.20261
"2020-10-24","41005",-0.10145,0.23577
"2020-10-25","41005",-0.11251,0.26689
"2020-10-26","41005",-0.15049,0.21824
"2020-10-27","41005",-0.13064,0.21225
"2020-10-28","41005",-0.15194,0.20206
"2020-10-29","41005",-0.16738,0.20863
"2020-10-30","41005",-0.18591,0.19893
"2020-10-31","41005",-0.0616,0.20433
"2020-11-01","41005",-0.08542,0.24993
"2020-11-02","41005",-0.14967,0.20792
"2020-11-03","41005",-0.1764,0.21742
"2020-11-04","41005",-0.202,0.21015
"2020-11-05","41005",-0.23168,0.22421
"2020-11-06","41005",-0.20272,0.21392
"2020-11-07","41005",-0.13687,0.24755
"2020-11-08","41005",-0.15448,0.27501
"2020-11-09","41005",-0.17566,0.23648
"2020-11-10","41005",-0.18487,0.23266
"2020-11-11","41005",-0.18968,0.21953
"2020-11-12","41005",-0.18024,0.21318
"2020-11-13","41005",-0.2131,0.21617
"2020-11-14","41005",-0.20117,0.27152
"2020-11-15","41005",-0.20355,0.29992
"2020-11-16","41005",-0.21159,0.24536
"2020-11-17","41005",-0.19384,0.22649
"2020-11-18","41005",-0.24662,0.24487
"2020-11-19","41005",-0.25269,0.24786
"2020-11-20","41005",-0.22012,0.2246
"2020-11-21","41005",-0.18343,0.26649
"2020-11-22","41005",-0.23337,0.31336
"2020-11-23","41005",-0.18679,0.24321
"2020-11-24","41005",-0.15192,0.23145
"2020-11-25","41005",-0.17434,0.21247
"2020-11-26","41005",-0.48835,0.33885
"2020-11-27","41005",-0.31393,0.2615
"2020-11-28","41005",-0.23588,0.29384
"2020-11-29","41005",-0.20889,0.31429
"2020-11-30","41005",-0.19846,0.25061
"2020-12-01","41005",-0.16129,0.23378
"2020-12-02","41005",-0.19519,0.225
"2020-12-03","41005",-0.20654,0.22453
"2020-12-04","41005",-0.18302,0.20948
"2020-12-05","41005",-0.11371,0.2393
"2020-12-06","41005",-0.20649,0.29714
"2020-12-07","41005",-0.17846,0.24216
"2020-12-08","41005",-0.19285,0.23225
"2020-12-09","41005",-0.2078,0.2328
"2020-12-10","41005",-0.24298,0.24408
"2020-12-11","41005",-0.22069,0.23245
"2020-12-12","41005",-0.11609,0.24043
"2020-12-13","41005",-0.20377,0.31146
"2020-12-14","41005",-0.19021,0.22739
"2020-12-15","41005",-0.19896,0.24302
"2020-12-16","41005",-0.20315,0.23523
"2020-03-01","41007",0.10886,0.18569
"2020-03-02","41007",-0.04517,0.18174
"2020-03-03","41007",-0.01224,0.16038
"2020-03-04","41007",-0.01318,0.15292
"2020-03-05","41007",0.02777,0.16782
"2020-03-06","41007",-0.00298,0.15644
"2020-03-07","41007",-0.01956,0.20703
"2020-03-08","41007",0.08899,0.18382
"2020-03-09","41007",0.03116,0.15199
"2020-03-10","41007",0.05112,0.15273
"2020-03-11","41007",-0.01493,0.16669
"2020-03-12","41007",-0.04022,0.16527
"2020-03-13","41007",-0.04807,0.16397
"2020-03-14","41007",-0.06304,0.20026
"2020-03-15","41007",0.00409,0.22197
"2020-03-16","41007",-0.03626,0.18878
"2020-03-17","41007",-0.03765,0.20819
"2020-03-18","41007",-0.11012,0.22689
"2020-03-19","41007",-0.09889,0.21736
