"","date","ZIPS"
"1067",2020-09-12,6093
"1068",2020-09-13,6093
"1069",2020-09-14,6093
"1070",2020-09-15,6093
"1071",2020-09-16,6093
"1072",2020-09-17,6093
"1073",2020-09-18,6093
"1074",2020-09-19,6093
"1075",2020-09-20,6093
"1076",2020-09-21,6093
"1077",2020-09-16,6093
"1078",2020-09-17,6093
"1079",2020-09-18,6093
"1080",2020-09-19,6093
"1081",2020-09-20,6093
"1082",2020-09-21,6093
"1083",2020-09-22,6093
"1084",2020-09-23,6093
"1085",2020-09-24,6093
"1086",2020-09-25,6093
"1087",2020-09-26,6093
"1088",2020-09-27,6093
"1089",2020-09-28,6093
"1090",2020-09-29,6093
"1091",2020-09-30,6093
"1092",2020-09-16,6083
"1093",2020-09-17,6083
"1094",2020-09-18,6083
