"FIPS","date","cases","cumu_cases","deaths","cumu_deaths","population","pm25","Long","Lat","pr","tmmx","srad","sph","rmax","dayofweek","date_str","date_num","fireday"
"53005","2020-05-13",7,595,0,53,204390,1.96923076923077,-119.2015,46.2182999990577,0.18381877,295.0592233,303.2783172,0.00518246,62.92912621,"Wednesday",2020-05-13,59,0
"53007","2020-05-13",3,153,0,6,77200,1.80769230769231,-120.343236666667,47.6226733323942,0.523191095,285.7970315,183.1356215,0.004916271,82.87217069,"Wednesday",2020-05-13,59,0
"53009","2020-05-13",0,19,0,0,77331,2.48076923076923,-124.22226,48.2559193323964,6.655773956,287.5579853,194.9380835,0.006906462,97.0014742,"Wednesday",2020-05-13,59,0
"53011","2020-05-13",15,377,1,22,488241,1.62692307692308,-122.4991295,45.7536294990571,4.865217391,288.9643478,244.7443478,0.006126348,75.35478261,"Wednesday",2020-05-13,59,0
"53013","2020-05-13",0,1,0,0,3985,1.33846153846154,-117.985,46.3179999990578,1.027516779,289.0248322,247.1228188,0.005278255,76.64161074,"Wednesday",2020-05-13,59,0
"53015","2020-05-13",0,66,0,0,110593,1.81538461538462,-122.9619,46.1393999990576,11.35306122,287.9005102,249.8795918,0.00552352,70.49438776,"Wednesday",2020-05-13,59,0
"53017","2020-05-13",2,116,1,3,43429,NA,NA,NA,0.655151515,291.440303,204.24,0.005575758,83.80848485,"Wednesday",2020-05-13,59,0
"53019","2020-05-13",0,1,0,0,7627,NA,NA,NA,2.506683168,287.0215347,229.7165842,0.005555198,90.01113861,"Wednesday",2020-05-13,59,0
"53021","2020-05-13",0,422,0,16,95222,1.38461538461538,-119.0021,46.5753999990583,0.047391304,294.5495652,277.6,0.005383783,68.9,"Wednesday",2020-05-13,59,0
"53023","2020-05-13",0,0,0,0,2225,1.1,-117.614764,46.4744379990581,0.166666667,289.1953488,237.3023256,0.005368527,78.84573643,"Wednesday",2020-05-13,59,0
"53025","2020-05-13",2,185,0,3,97733,1.01730769230769,-119.559275,47.1857799990596,0.184886128,294.3043478,221.3968944,0.005349462,73.60662526,"Wednesday",2020-05-13,59,0
"53027","2020-05-13",0,13,0,0,75061,3.04423076923077,-124.0617505,47.1585009990596,9.772093023,288.3206718,193.124031,0.006611318,88.54237726,"Wednesday",2020-05-13,59,0
"53029","2020-05-13",2,176,0,9,85141,2.40769230769231,-122.660004,48.2943989990632,0.02688172,291.8204301,163.9677419,0.006665376,85.9688172,"Wednesday",2020-05-13,59,0
"53031","2020-05-13",0,29,0,0,32221,3.87307692307692,-122.7789,48.1291009990626,7.397135417,286.3020833,195.3111979,0.006317474,93.13489583,"Wednesday",2020-05-13,59,0
"53033","2020-05-13",75,7212,5,518,2252782,2.65384615384615,-122.221780333333,47.5540544435051,6.440140845,287.7488263,205.4523474,0.005634085,74.6157277,"Wednesday",2020-05-13,59,0
"53035","2020-05-13",0,156,0,2,271473,3.12307692307692,-122.627397,47.5926749990608,0.859183673,291.5785714,215.6806122,0.006151429,68.42244898,"Wednesday",2020-05-13,59,0
"53037","2020-05-13",0,39,0,0,47935,NA,NA,NA,0.943107769,287.835589,231.243609,0.004984586,78.62406015,"Wednesday",2020-05-13,59,0
"53039","2020-05-13",1,22,0,3,22425,2.96153846153846,-121.488398,45.7359309990571,0.300607903,289.9079027,302.6674772,0.004870334,71.1656535,"Wednesday",2020-05-13,59,0
"53041","2020-05-13",0,32,0,3,80707,2.73461538461538,-122.967323,46.6640889990585,7.285057471,287.4604598,257.7951724,0.005440966,73.58114943,"Wednesday",2020-05-13,59,0
"53043","2020-05-13",0,2,0,0,10939,NA,NA,NA,1.657746479,290.8514085,191.5098592,0.005897911,93.23755869,"Wednesday",2020-05-13,59,0
"53045","2020-05-13",1,30,0,1,66768,2.58461538461539,-123.100807,47.2135509990597,8.038202247,289.4117978,206.288764,0.006378427,78.66067416,"Wednesday",2020-05-13,59,0
"53047","2020-05-13",0,29,0,1,42243,2.40769230769231,-119.938222333333,48.410442332397,2.307377049,286.4581967,210.1710041,0.005392623,90.94651639,"Wednesday",2020-05-13,59,0
"53049","2020-05-13",0,9,0,1,22471,3.24615384615385,-123.731764,46.6882179990585,10.08627451,288.5965686,217.1156863,0.00657152,86.35686275,"Wednesday",2020-05-13,59,0
"53051","2020-05-13",0,2,0,0,13724,NA,NA,NA,4.259922179,285.7494163,222.5354086,0.005510895,93.10116732,"Wednesday",2020-05-13,59,0
"53053","2020-05-13",11,1604,1,60,904980,2.55769230769231,-122.3998155,47.2047097490597,5.678616352,287.1188679,254.8204403,0.005496384,72.98176101,"Wednesday",2020-05-13,59,0
"53055","2020-05-13",0,14,0,0,17582,NA,NA,NA,0.036,290.276,170.096,0.0071611,95.449,"Wednesday",2020-05-13,59,0
"53057","2020-05-13",5,411,0,14,129205,3.06153846153846,-122.503959666667,48.4653963323972,2.936227545,286.4299401,141.1886228,0.005942425,94.51946108,"Wednesday",2020-05-13,59,0
"53059","2020-05-13",0,3,0,0,12083,NA,NA,NA,6.539929329,283.9600707,278.1689046,0.005070848,80.47314488,"Wednesday",2020-05-13,59,0
"53061","2020-05-13",9,2720,0,121,822083,0.815384615384615,-122.021365,48.1223793323959,4.25078534,287.4740838,155.1397906,0.005686283,83.79764398,"Wednesday",2020-05-13,59,0
"53063","2020-05-13",2,387,0,29,522798,2.61923076923077,-117.34803025,47.7110974990611,5.757407407,288.5972222,187.0191358,0.005882099,90.05771605,"Wednesday",2020-05-13,59,0
"53065","2020-05-13",0,9,0,1,45723,1.13076923076923,-117.988602,47.8852009990617,3.21827957,287.7356989,222.1911828,0.005918667,91.11849462,"Wednesday",2020-05-13,59,0
"53067","2020-05-13",0,122,0,1,290536,2.11923076923077,-122.821503,47.0293009990592,8.628169014,290.228169,237.0971831,0.006145704,68.47816901,"Wednesday",2020-05-13,59,0
"53069","2020-05-13",0,4,0,0,4488,NA,NA,NA,17.44705882,288.8215686,229.554902,0.006308627,81.11176471,"Wednesday",2020-05-13,59,0
"53071","2020-05-13",0,105,0,2,60760,1.16153846153846,-118.3514,46.0587999990575,0.741071429,293.2482143,270.7446429,0.005543839,65.72589286,"Wednesday",2020-05-13,59,0
"53073","2020-05-13",1,341,1,35,229247,1.66923076923077,-122.385987,48.8861449990656,3.383069977,284.5632054,147.8907449,0.005916321,96.96952596,"Wednesday",2020-05-13,59,0
"53075","2020-05-13",1,16,0,0,50104,1.69230769230769,-117.474166666667,46.923699999059,0.008465608,290.6814815,185.8555556,0.005616323,84.40846561,"Wednesday",2020-05-13,59,0
"53077","2020-05-13",30,1946,3,68,250873,1.37307692307692,-120.35334,46.3586533323912,0.328926702,288.9081152,294.2069372,0.004838953,73.70458115,"Wednesday",2020-05-13,59,0
"06000","2020-05-14",0,21,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Thursday",2020-05-14,60,0
"06001","2020-05-14",56,2234,3,79,1671329,3.18653846153846,-122.117610333333,37.7674999990863,0.038461538,292.4961538,261.6276923,0.006976923,72.90615385,"Thursday",2020-05-14,60,0
"06003","2020-05-14",0,2,0,0,1129,NA,NA,NA,0.356637168,279.4884956,260.5424779,0.003801593,68.99557522,"Thursday",2020-05-14,60,0
"06005","2020-05-14",0,9,0,0,39752,NA,NA,NA,0.029787234,290.0585106,215.2095745,0.006249362,76.81914894,"Thursday",2020-05-14,60,0
"06007","2020-05-14",2,22,0,0,219186,3.9,-121.70021,39.6228099990731,0.462878788,291.2272727,146.3606061,0.006570341,74.76022727,"Thursday",2020-05-14,60,0
"06009","2020-05-14",0,13,0,0,45905,3.98846153846154,-120.680277,38.2018499990829,0.005696203,291.535443,222.8873418,0.006501392,82.87088608,"Thursday",2020-05-14,60,0
"06011","2020-05-14",0,3,0,0,21547,1.73846153846154,-121.99887,39.1891899990758,0.263333333,294.6961111,171.8127778,0.006643944,77.25944444,"Thursday",2020-05-14,60,0
"06013","2020-05-14",9,1089,0,33,1153526,5.01923076923077,-122.19105,37.9493499990848,0.181666667,293.3391667,242.8383333,0.006778083,70.8675,"Thursday",2020-05-14,60,0
"06015","2020-05-14",0,4,0,0,27812,NA,NA,NA,12.88085106,285.5861702,120.6,0.006173936,93.93191489,"Thursday",2020-05-14,60,0
"06017","2020-05-14",2,62,0,0,192843,NA,NA,NA,0.186428571,285.7342857,205.885,0.005652679,79.10464286,"Thursday",2020-05-14,60,0
"06019","2020-05-14",60,1074,0,13,999101,1.56538461538462,-119.8183525,36.5785949990968,0,293.9679688,328.763058,0.005725156,78.20446429,"Thursday",2020-05-14,60,0
"06021","2020-05-14",2,9,0,0,28393,3.95769230769231,-122.190834,39.5338699990736,0.455980861,292.9674641,166.654067,0.006917129,81.25933014,"Thursday",2020-05-14,60,0
"06023","2020-05-14",1,68,0,0,135558,NA,NA,NA,9.20576,287.07184,127.568,0.0065968,87.5776,"Thursday",2020-05-14,60,0
"06025","2020-05-14",65,712,1,15,181215,5.77692307692308,-115.48307,32.6761799991421,0,305.9986047,317.999845,0.005854884,51.47534884,"Thursday",2020-05-14,60,0
"06027","2020-05-14",0,19,0,1,18039,3.51233974358974,-118.1009175,36.9242504990937,0,298.1350294,329.7223092,0.00450302,52.67508154,"Thursday",2020-05-14,60,0
"06029","2020-05-14",50,1393,4,21,900202,5.74615384615385,-118.691697666667,35.0828883324456,0,296.3894955,337.4090984,0.006404814,74.02828784,"Thursday",2020-05-14,60,0
"06031","2020-05-14",10,358,0,1,152940,NA,NA,NA,0,299.9140777,351.8131068,0.006506165,72.76019417,"Thursday",2020-05-14,60,0
"06033","2020-05-14",0,8,0,0,64386,NA,NA,NA,0.510344828,289.5916256,184.0802956,0.006782463,87.08768473,"Thursday",2020-05-14,60,0
"06035","2020-05-14",0,0,0,0,30573,NA,NA,NA,1.797978437,283.793531,151.8632075,0.004490876,75.16522911,"Thursday",2020-05-14,60,0
"06037","2020-05-14",901,35329,50,1709,10039107,7.41923076923077,-118.258279714286,34.2052308562653,0,296.1666667,318.4200292,0.007400102,81.07178363,"Thursday",2020-05-14,60,0
"06039","2020-05-14",0,69,0,2,157327,3.04230769230769,-120.0341,36.9532999990933,0,293.8792683,312.089939,0.006101616,79.4597561,"Thursday",2020-05-14,60,0
"06041","2020-05-14",4,279,0,14,258826,3.72692307692308,-122.5189,37.9721999990846,1.742622951,291.1737705,257.752459,0.007812951,84.71393443,"Thursday",2020-05-14,60,0
"06043","2020-05-14",0,15,0,0,17203,3.23846153846154,-119.587094,37.7487069990865,0,291.9752252,277.3121622,0.005972568,78.35495495,"Thursday",2020-05-14,60,0
"06045","2020-05-14",0,13,0,0,86749,3.325,-123.2795945,39.2811104990752,1.942255892,289.3442761,194.537037,0.007095909,88.4040404,"Thursday",2020-05-14,60,0
"06047","2020-05-14",9,189,0,4,277680,4.25384615384615,-120.433601,37.2816999990904,0,298.1665563,316.9652318,0.00673,76.41622517,"Thursday",2020-05-14,60,0
"06049","2020-05-14",0,0,0,0,8841,NA,NA,NA,3.218571429,283.818,113.7175714,0.005018543,86.24057143,"Thursday",2020-05-14,60,0
"06051","2020-05-14",0,33,0,1,14444,2.28653846153846,-119.0433965,37.803893499086,0.009185804,285.4906054,300.151357,0.0039519,69.11440501,"Thursday",2020-05-14,60,0
"06053","2020-05-14",10,376,0,6,434061,1.34615384615385,-121.494324,36.4618056657646,0,295.5510242,337.5145251,0.006667858,84.09106145,"Thursday",2020-05-14,60,0
"06055","2020-05-14",2,83,0,3,137744,3.34615384615385,-122.275024,38.2788489990823,0.091803279,293.0155738,216.0180328,0.007193934,86.93114754,"Thursday",2020-05-14,60,0
"06057","2020-05-14",0,41,0,1,99755,19.3961538461538,-120.612953,39.2865009990752,0.598170732,285.2743902,185.1487805,0.005232561,74.62378049,"Thursday",2020-05-14,60,0
"06059","2020-05-14",219,3968,0,80,3175692,5.78846153846154,-117.807192,33.7302884991282,0,296.7269504,291.506383,0.00905305,91.81347518,"Thursday",2020-05-14,60,0
"06061","2020-05-14",2,172,0,8,398329,3.56153846153846,-120.9540954,38.9681061990773,0.754464286,286.3026786,186.8241071,0.005499777,75.29910714,"Thursday",2020-05-14,60,0
"06063","2020-05-14",0,4,0,0,18807,6.73076923076923,-120.884821666667,40.0157109990708,1.512590799,282.805569,184.2883777,0.004596029,75.29467312,"Thursday",2020-05-14,60,0
"06065","2020-05-14",97,5440,7,235,2470546,6.73269230769231,-116.799396,33.7939604991275,0,302.3716129,319.4071889,0.006140922,61.90820276,"Thursday",2020-05-14,60,0
"06067","2020-05-14",11,1194,3,54,1552058,3.24423076923076,-121.3732715,38.4948274990806,0,295.2032468,210.775974,0.00628513,66.24675325,"Thursday",2020-05-14,60,0
"06069","2020-05-14",1,59,0,2,62808,2.53461538461538,-121.3621,36.8434249990943,0,295.1550239,337.4684211,0.006360096,78.87799043,"Thursday",2020-05-14,60,0
"06071","2020-05-14",45,3198,1,139,2180085,6.95384615384615,-117.408973666667,34.2859156657881,0,300.5787683,325.9900646,0.005510779,56.1485199,"Thursday",2020-05-14,60,0
"06073","2020-05-14",113,5391,6,200,3338330,5.43076923076923,-117.036171,32.8276843991401,0,296.7207488,314.6182527,0.00803064,87.52184087,"Thursday",2020-05-14,60,0
"06075","2020-05-14",5,1999,0,35,881549,3.88461538461538,-122.3978,37.7657999990863,1.184210526,290.6052632,257.5052632,0.007894211,79.50526316,"Thursday",2020-05-14,60,0
"06077","2020-05-14",6,644,0,31,762148,3.99038461538461,-121.354785,37.8166249990859,0,296.8331797,247.4179724,0.006286728,67.94239631,"Thursday",2020-05-14,60,0
"06079","2020-05-14",5,237,0,1,283111,10.7038461538462,-120.605954333333,35.1873686657777,0,296.5350746,345.8048507,0.007064179,86.06977612,"Thursday",2020-05-14,60,0
"06081","2020-05-14",21,1536,0,65,766573,2.43461538461539,-122.2022,37.4827999990887,0.057142857,291.6342857,286.0209524,0.007424,81.32,"Thursday",2020-05-14,60,0
"06083","2020-05-14",11,1387,0,11,446499,3.07307692307692,-120.10275525,34.6134302491176,0.034980989,296.0435361,336.0353612,0.007466635,84.6039924,"Thursday",2020-05-14,60,0
"06085","2020-05-14",10,2391,2,134,1927852,4.45769230769231,-121.773092,37.2286909990909,0.027777778,293.5661616,290.0020202,0.006870101,79.90656566,"Thursday",2020-05-14,60,0
"06087","2020-05-14",3,149,0,2,273213,2.665,-121.942688333333,36.9848243324263,0.058139535,293.4523256,297.8593023,0.007367442,87.52209302,"Thursday",2020-05-14,60,0
"06089","2020-05-14",1,33,0,4,180080,4.19807692307693,-122.3385,40.5013999990681,6.63820598,286.166113,129.8478405,0.005397159,74.72774086,"Thursday",2020-05-14,60,0
"06091","2020-05-14",0,0,0,0,3005,NA,NA,NA,1.543708609,282.4377483,198.4788079,0.004566358,77.05629139,"Thursday",2020-05-14,60,0
"06093","2020-05-14",0,5,0,0,43539,NA,NA,NA,3.236027264,284.3166504,134.4159688,0.004918637,83.46572541,"Thursday",2020-05-14,60,0
"06095","2020-05-14",11,408,2,14,447643,2.18461538461538,-121.968438666667,38.2144656657494,0.10212766,294.5695035,222.8808511,0.006558227,69.9893617,"Thursday",2020-05-14,60,0
"06097","2020-05-14",18,351,0,4,494336,2.78461538461538,-122.818294,38.4037649990813,0.773977695,291.7713755,244.5866171,0.007678216,91.66840149,"Thursday",2020-05-14,60,0
"06099","2020-05-14",11,537,0,23,550660,4.10192307692308,-120.915006,37.565232499088,0,296.8561947,279.5535398,0.006381814,71.28274336,"Thursday",2020-05-14,60,0
"06101","2020-05-14",1,37,0,2,96971,3.71923076923077,-121.61884,39.1386799990761,0,295.7891304,183.0097826,0.006565217,70.37173913,"Thursday",2020-05-14,60,0
"06103","2020-05-14",0,1,0,0,65084,2.98846153846154,-122.255667,40.1709169990699,2.891648822,289.6912206,150.9214133,0.006419443,77.21498929,"Thursday",2020-05-14,60,0
"06105","2020-05-14",0,0,0,0,12285,2.78846153846154,-122.941109,40.734721999067,4.533463035,283.5929961,134.5247082,0.005317276,76.63035019,"Thursday",2020-05-14,60,0
"06107","2020-05-14",27,1295,0,54,466195,5.32692307692308,-119.057615666667,36.284606332433,0,292.0289256,328.507989,0.005689325,77.67548209,"Thursday",2020-05-14,60,0
"06109","2020-05-14",0,2,0,0,54478,NA,NA,NA,0.045845272,285.7673352,246.7776504,0.004960516,76.37621777,"Thursday",2020-05-14,60,0
"06111","2020-05-14",23,748,1,25,846006,4.8423076923077,-118.89887,34.3347074991208,0,295.9397306,322.7878788,0.006667912,84.2006734,"Thursday",2020-05-14,60,0
"06113","2020-05-14",3,182,0,22,220500,4.08076923076923,-121.7506,38.5982249990798,0.012658228,295.4677215,202.6778481,0.006458418,71.93734177,"Thursday",2020-05-14,60,0
"06115","2020-05-14",0,25,0,1,78668,NA,NA,NA,0.183838384,292.6848485,173.5555556,0.006439091,72.73434343,"Thursday",2020-05-14,60,0
"41001","2020-05-14",0,1,0,0,16124,3.22692307692308,-117.8446,44.7882199990568,7.802824859,283.4811676,216.2600753,0.005259906,87.69096045,"Thursday",2020-05-14,60,0
"41003","2020-05-14",0,50,0,5,93053,2.72692307692308,-123.2673,44.5883999990568,8.400952381,287.3885714,126.2838095,0.006465238,84.49142857,"Thursday",2020-05-14,60,0
"41005","2020-05-14",0,271,0,9,418187,2.55769230769231,-122.588151,45.2592799990568,11.11569231,283.4338462,196.7467692,0.005796677,82.56892308,"Thursday",2020-05-14,60,0
"41007","2020-05-14",0,36,0,0,40224,NA,NA,NA,4.959887006,287.1745763,193.3316384,0.006573616,87.60960452,"Thursday",2020-05-14,60,0
"41009","2020-05-14",0,16,0,0,52354,2.78076923076923,-122.7721,45.7685309990572,3.772033898,287.3050847,203.5610169,0.00632339,79.61779661,"Thursday",2020-05-14,60,0
"41011","2020-05-14",0,30,0,0,64487,3.63461538461538,-124.263885,43.3819429990582,8.066891892,287.2510135,160.5543919,0.006453581,92.07668919,"Thursday",2020-05-14,60,0
"41013","2020-05-14",0,1,0,0,24404,1.85769230769231,-120.844773,44.299786999057,5.424481328,284.8134855,166.9448133,0.004932033,99.46473029,"Thursday",2020-05-14,60,0
"41015","2020-05-14",0,4,0,0,22925,NA,NA,NA,16.58279221,286.3782468,140.8357143,0.00619789,88.96038961,"Thursday",2020-05-14,60,0
"41017","2020-05-14",2,91,0,0,197692,1.88269230769231,-121.434027,44.1780079990571,3.220162933,284.0704684,107.0997963,0.004507026,97.29083503,"Thursday",2020-05-14,60,0
"41019","2020-05-14",0,24,0,0,110980,2.92692307692308,-123.36479,43.2265999990585,7.000832342,285.0927467,116.5120095,0.005462866,83.54482759,"Thursday",2020-05-14,60,0
"41021","2020-05-14",0,0,0,0,1912,NA,NA,NA,1.778301887,290.3816038,231.3231132,0.005657358,86.52877358,"Thursday",2020-05-14,60,0
"41023","2020-05-14",0,1,0,0,7199,3.94230769230769,-118.951302,44.4179989990569,6.923167539,284.3191099,223.1320681,0.004727775,90.26465969,"Thursday",2020-05-14,60,0
"41025","2020-05-14",0,1,0,0,7393,2.53846153846154,-119.048302,43.5892499990578,5.250475624,285.0505351,155.9245541,0.005073109,97.49673008,"Thursday",2020-05-14,60,0
"41027","2020-05-14",0,12,0,0,23382,NA,NA,NA,6.575555556,283.2722222,225.6811111,0.005451556,87.72333333,"Thursday",2020-05-14,60,0
"41029","2020-05-14",0,50,0,0,220944,3.00192307692307,-122.796681,42.3446914990607,6.198272138,284.3885529,102.8954644,0.004470691,73.86025918,"Thursday",2020-05-14,60,0
"41031","2020-05-14",0,24,0,0,24658,2.16153846153846,-121.131599,44.6305999990568,3.128307692,286.6289231,179.8384615,0.005144738,97.79815385,"Thursday",2020-05-14,60,0
"41033","2020-05-14",0,23,0,1,87487,2.24230769230769,-123.409638666667,42.2953143323941,10.44710425,285.2030888,115.1528958,0.005085869,75.00772201,"Thursday",2020-05-14,60,0
"41035","2020-05-14",0,41,0,0,68238,NA,NA,NA,4.439041096,282.4472603,106.3100783,0.004624051,92.97651663,"Thursday",2020-05-14,60,0
"41037","2020-05-14",0,0,0,0,7869,2.18076923076923,-120.353969,42.1892149990612,4.491042584,283.9413363,116.1439794,0.004972526,95.11284875,"Thursday",2020-05-14,60,0
"41039","2020-05-14",0,61,0,2,382067,2.84230769230769,-122.982988666667,43.9666443323907,8.287343358,284.8933584,112.4817043,0.006020426,94.0197995,"Thursday",2020-05-14,60,0
"41041","2020-05-14",0,6,0,0,49962,NA,NA,NA,10.48238342,287.2590674,161.3160622,0.006837409,91.9880829,"Thursday",2020-05-14,60,0
"41043","2020-05-14",2,107,0,8,129749,2.29230769230769,-122.813001666667,44.5967443323902,12.53443878,284.5867347,123.1737245,0.005960969,88.91734694,"Thursday",2020-05-14,60,0
"41045","2020-05-14",1,16,0,0,30571,NA,NA,NA,3.378998779,286.9169109,179.0846154,0.005554005,95.2956044,"Thursday",2020-05-14,60,0
"41047","2020-05-14",33,779,0,23,347818,2.57307692307693,-122.9605095,44.8767019990568,14.66294416,284.2852792,149.9477157,0.006089949,83.86142132,"Thursday",2020-05-14,60,0
"41049","2020-05-14",0,11,0,0,11603,NA,NA,NA,3.059821429,289.1488095,223.2282738,0.005459524,79.74613095,"Thursday",2020-05-14,60,0
"41051","2020-05-14",19,940,2,55,812855,2.45,-122.5892505,45.529421999057,11.63116883,285.9220779,203.0285714,0.006200909,75.66363636,"Thursday",2020-05-14,60,0
"41053","2020-05-14",1,91,0,9,86085,NA,NA,NA,12.67573529,286.3066176,124.2029412,0.006378235,81.53897059,"Thursday",2020-05-14,60,0
"41055","2020-05-14",0,1,0,0,1780,NA,NA,NA,1.405673759,290.5205674,217.4312057,0.00573078,86.07092199,"Thursday",2020-05-14,60,0
"41057","2020-05-14",0,6,0,0,27036,NA,NA,NA,8.402212389,285.6738938,139.0738938,0.006613319,89.43451327,"Thursday",2020-05-14,60,0
"41059","2020-05-14",2,88,0,2,77950,1.70576923076923,-119.043012,45.7405994990572,6.240248227,288.6171986,207.4010638,0.005446188,75.74148936,"Thursday",2020-05-14,60,0
"41061","2020-05-14",0,4,0,0,26835,2.81153846153846,-118.0778,45.3234999990569,11.01953353,283.1026239,213.5982507,0.005034431,83.40787172,"Thursday",2020-05-14,60,0
"41063","2020-05-14",0,1,0,0,7208,3.68846153846154,-117.296066,45.4263509990569,8.296697248,282.7253211,210.7721101,0.004843028,83.89743119,"Thursday",2020-05-14,60,0
"41065","2020-05-14",0,16,0,1,26682,2.91538461538462,-121.203387,45.602418999057,2.782089552,287.3393035,200.1323383,0.005551667,90.56940299,"Thursday",2020-05-14,60,0
"41067","2020-05-14",2,616,1,15,601592,2.98846153846154,-122.844599333333,45.4659536657236,7.24469697,285.9409091,174.5757576,0.006461591,78.46666667,"Thursday",2020-05-14,60,0
"41069","2020-05-14",0,0,0,0,1332,NA,NA,NA,7.188963211,285.6802676,220.0916388,0.005111806,95.85752508,"Thursday",2020-05-14,60,0
"41071","2020-05-14",5,55,0,7,107100,NA,NA,NA,11.46782609,285.92,128.1991304,0.006604696,80.34173913,"Thursday",2020-05-14,60,0
"53001","2020-05-14",0,50,0,0,19983,1.76538461538462,-118.381897,47.1279979990595,1.297289157,289.5400602,214.7948795,0.005514608,81.38373494,"Thursday",2020-05-14,60,0
"53003","2020-05-14",0,18,0,1,22582,3.07692307692308,-117.059799,46.425597999058,4.839449541,285.0834862,218.3623853,0.005252661,83.62293578,"Thursday",2020-05-14,60,0
"53005","2020-05-14",10,605,2,55,204390,2.13076923076923,-119.2015,46.2182999990577,0.130097087,293.4737864,224.9058252,0.0054589,66.46084142,"Thursday",2020-05-14,60,0
"53007","2020-05-14",10,163,0,6,77200,1.82692307692308,-120.343236666667,47.6226733323942,3.988868275,282.8914657,249.8384045,0.004749351,84.25640074,"Thursday",2020-05-14,60,0
"53009","2020-05-14",0,19,0,0,77331,2.17307692307692,-124.22226,48.2559193323964,4.352825553,286.6105651,203.3213759,0.006731057,97.25945946,"Thursday",2020-05-14,60,0
"53011","2020-05-14",3,380,0,22,488241,1.77307692307692,-122.4991295,45.7536294990571,9.569565217,286.653913,210.0052174,0.006383478,77.61043478,"Thursday",2020-05-14,60,0
"53013","2020-05-14",0,1,0,0,3985,1.73461538461538,-117.985,46.3179999990578,5.42147651,287.0812081,203.666443,0.005505638,77.72818792,"Thursday",2020-05-14,60,0
"53015","2020-05-14",2,68,0,0,110593,1.95769230769231,-122.9619,46.1393999990576,6.021428571,287.1326531,233.7418367,0.005717959,76.92142857,"Thursday",2020-05-14,60,0
"53017","2020-05-14",4,120,0,3,43429,NA,NA,NA,4.146666667,286.1348485,244.6978788,0.005433455,89.31333333,"Thursday",2020-05-14,60,0
"53019","2020-05-14",0,1,0,0,7627,NA,NA,NA,4.085891089,286.4126238,251.825495,0.00506453,80.54529703,"Thursday",2020-05-14,60,0
"53021","2020-05-14",5,427,1,17,95222,1.57692307692308,-119.0021,46.5753999990583,0.235217391,292.2047826,213.673913,0.005572522,70.66304348,"Thursday",2020-05-14,60,0
"53023","2020-05-14",0,0,0,0,2225,0.896153846153846,-117.614764,46.4744379990581,4.031782946,285.8899225,213.7341085,0.005495039,81.02325581,"Thursday",2020-05-14,60,0
"53025","2020-05-14",0,185,0,3,97733,1.50576923076923,-119.559275,47.1857799990596,1.52505176,290.884472,232.7828157,0.005359255,74.2505176,"Thursday",2020-05-14,60,0
"53027","2020-05-14",0,13,0,0,75061,2.33269230769231,-124.0617505,47.1585009990596,1.650904393,289.1844961,233.5873385,0.006554083,92.57674419,"Thursday",2020-05-14,60,0
"53029","2020-05-14",0,176,1,10,85141,1.68076923076923,-122.660004,48.2943989990632,0.211827957,290.3817204,206.7354839,0.00665914,91.42795699,"Thursday",2020-05-14,60,0
"53031","2020-05-14",0,29,0,0,32221,3.26153846153846,-122.7789,48.1291009990626,4.296614583,285.9205729,216.1291667,0.006265651,94.81901042,"Thursday",2020-05-14,60,0
"53033","2020-05-14",78,7290,1,519,2252782,2.42692307692308,-122.221780333333,47.5540544435051,4.483802817,287.600939,241.470892,0.005617418,77.64342723,"Thursday",2020-05-14,60,0
"53035","2020-05-14",1,157,0,2,271473,2.93846153846154,-122.627397,47.5926749990608,1.426530612,291.5091837,228.0612245,0.00619051,76.07244898,"Thursday",2020-05-14,60,0
"53037","2020-05-14",0,39,0,0,47935,NA,NA,NA,3.789473684,286.0867168,251.3714286,0.005022581,80.37343358,"Thursday",2020-05-14,60,0
"53039","2020-05-14",0,22,0,3,22425,2.93461538461538,-121.488398,45.7359309990571,0.489969605,289.856535,245.8963526,0.005217964,80.82826748,"Thursday",2020-05-14,60,0
"53041","2020-05-14",0,32,0,3,80707,2.86923076923077,-122.967323,46.6640889990585,3.303218391,288.4374713,249.494023,0.005602782,80.8554023,"Thursday",2020-05-14,60,0
"53043","2020-05-14",0,2,0,0,10939,NA,NA,NA,2.428169014,287.2415493,232.1366197,0.005625469,90.99084507,"Thursday",2020-05-14,60,0
"53045","2020-05-14",0,30,0,1,66768,1.9,-123.100807,47.2135509990597,2.417977528,289.7797753,226.9623596,0.006329382,85.4247191,"Thursday",2020-05-14,60,0
"53047","2020-05-14",2,31,0,1,42243,2.55384615384615,-119.938222333333,48.410442332397,5.472643443,283.1422131,255.6201844,0.004931926,84.84733607,"Thursday",2020-05-14,60,0
"53049","2020-05-14",0,9,0,1,22471,3.1,-123.731764,46.6882179990585,2.345588235,288.5838235,212.0014706,0.006520294,94.21029412,"Thursday",2020-05-14,60,0
"53051","2020-05-14",0,2,0,0,13724,NA,NA,NA,4.298054475,287.6599222,246.6657588,0.005169689,79.95680934,"Thursday",2020-05-14,60,0
"53053","2020-05-14",22,1626,0,60,904980,2.99423076923077,-122.3998155,47.2047097490597,4.285534591,287.6286164,252.0930818,0.00555217,77.07767296,"Thursday",2020-05-14,60,0
