"","pm.coefs","pm.coefs.low","pm.coefs.high","lag.pm","fips"
"1",0.0143724754091045,0.0122607988953325,0.016492136171971,1,6001
"2",-0.028058841754037,-0.0323475510505766,-0.0238985021961804,2,6001
"3",0.0246503318588873,0.0209283603500692,0.0284106490134625,3,6001
"4",-0.0336495810272867,-0.0378110308872739,-0.0295875559872364,4,6001
"5",0.0458572718221909,0.0414646109792266,0.0502866489144522,5,6001
"6",-0.0621931888316554,-0.0672490619280869,-0.0571991453729384,6,6001
"7",0.0511793081561011,0.0467632613686703,0.0556305428364177,7,6001
"8",-0.0369315027776261,-0.0410429569021666,-0.0328435268541065,8,6001
"9",0.0492710268819882,0.0449659909589122,0.0535947916371828,9,6001
"10",-0.0447061041619665,-0.0491181068412084,-0.0403209488671379,10,6001
"11",0.0239906196399514,0.0196022967622168,0.0283348958293313,11,6001
"12",-0.02702520788291,-0.0313150818560302,-0.0227348820450236,12,6001
"13",0.0272812664437885,0.0225063810293554,0.0320749462579578,13,6001
"14",-0.0053548269507451,-0.0117181333608561,0.000988559054305282,14,6001
"15",0.00442586956548153,-0.000383388718847063,0.00921942940822427,15,6001
"16",-0.0838562878523935,-0.127400329562837,-0.0424500865455426,1,6009
"17",0.128880344825622,0.051634183223853,0.207578907140489,2,6009
"18",-0.193349996272162,-0.292132400965543,-0.103916474037421,3,6009
"19",0.307059625785402,0.187471527555397,0.441708376786838,4,6009
"20",-0.323479708438391,-0.462568613150349,-0.196822342419963,5,6009
"21",0.0276414167623759,-0.0389775523250699,0.0949057319266,6,6009
"22",0.0205411408072131,-0.0875736652659663,0.127857373985017,7,6009
"23",0.117220033089714,-0.00159329964188556,0.257459926029364,8,6009
"24",-0.0599309494828616,-0.206179889793106,0.0687418285327431,9,6009
"25",-0.0514721582761297,-0.146894163429332,0.0358948935261435,10,6009
"26",-0.049120824301667,-0.159058670335627,0.0666957092631564,11,6009
"27",-0.0117624771976546,-0.0999450509257959,0.0768759023028915,12,6009
"28",0.18988152246748,0.0950620272777846,0.285805601983076,13,6009
"29",-0.202880470058172,-0.288451849135159,-0.11965613265687,14,6009
"30",0.0843903700282969,0.0306499967670636,0.141304441883728,15,6009
"31",-0.0103450453385409,-0.0131642876438256,-0.00756433856574535,1,6013
"32",0.0198064934794163,0.0163288781867123,0.0232764669684914,2,6013
"33",-0.0146030104028976,-0.0182484979019373,-0.0109872064892851,3,6013
"34",0.00623818794209898,0.00248230472833404,0.00996692492670698,4,6013
"35",-0.0114241597719264,-0.0153679557758725,-0.00750678533130049,5,6013
"36",-0.0092927416982133,-0.0138249189158789,-0.00480510488462372,6,6013
"37",0.014682928739217,0.01068044418164,0.0187028195756873,7,6013
"38",-3.0510521688031e-05,-0.00380002750046235,0.0037273661509293,8,6013
"39",-0.00436331301602782,-0.00813384227321813,-0.00060195264588824,9,6013
"40",-0.0133571746394969,-0.0174649769194895,-0.00926878730317189,10,6013
