"","lag.index","means"
"1",1,-0.00533714587538102
"2",2,0.00746565918746246
"3",3,-0.00281707790873726
"4",4,0.000204390318556819
"5",5,-0.00310743419918679
"6",6,-0.000114283906178588
"7",7,-0.000461157299832184
"8",8,-0.00148650114315807
