"","pm.coefs","pm.coefs.low","pm.coefs.high","lag.pm","fips"
"1",0.0122646789089042,0.0104859386204155,0.0140466715502829,1,6001
"2",-0.0261302948451284,-0.0297779575296625,-0.022575655112757,2,6001
"3",0.0209839862917388,0.01768702923729,0.0242870836288506,3,6001
"4",-0.0249598102123494,-0.0287169116972916,-0.0212845806680905,4,6001
"5",0.0281760994202744,0.024579121451628,0.0318055256989402,5,6001
"6",-0.0277305135719684,-0.0313307064922682,-0.0242171086801625,6,6001
"7",0.0159577959520372,0.013009727054271,0.0189283107330349,7,6001
"8",-0.00379242885032162,-0.00603175262498648,-0.00156937945809919,8,6001
"9",-0.0317381399603374,-0.0594719200744541,-0.00478168352469879,1,6009
"10",0.053791247538876,-0.00022623269152833,0.108070615215235,2,6009
"11",-0.0832056239962063,-0.143208467537594,-0.0281343784339255,3,6009
"12",0.142777705381419,0.0701621363671582,0.224589794077836,4,6009
"13",-0.148668514004646,-0.223420519347739,-0.0791684035726761,5,6009
"14",-0.0250337188445682,-0.0765656938332381,0.0222145791386692,6,6009
"15",0.075940415788155,0.01934224259415,0.138270183341927,7,6009
"16",-0.00589875776876837,-0.0265314807034334,0.0146144070641844,8,6009
"17",-0.00195810983016432,-0.00426044443129621,0.000303552204217043,1,6013
"18",0.0127461267383616,0.0095417262672101,0.0159357034132899,2,6013
"19",-0.00944771140481247,-0.013040185880125,-0.00590001372139902,3,6013
"20",0.00674127305836825,0.00305480933527565,0.0104036550859916,4,6013
"21",-0.0100711513623138,-0.0138036140967371,-0.00636010640232199,5,6013
"22",-0.00218415928065098,-0.00602127141864803,0.0016081327705686,6,6013
"23",0.0135107726917658,0.0102065215319639,0.0168226876679334,7,6013
"24",-0.00420118601660381,-0.00666602936266697,-0.00173704234743568,8,6013
"25",0.00612987278480793,0.00430567261328684,0.00794587212402777,1,6019
"26",-0.00483811275321517,-0.00774177824246131,-0.00193110217706404,2,6019
"27",-0.0191909176153193,-0.0227380127991552,-0.0156458954846536,3,6019
"28",0.0337109257079552,0.0284949598698787,0.0389136203268743,4,6019
"29",-0.029344401401986,-0.0326984767883093,-0.0260116025958207,5,6019
"30",0.0200686605640253,0.0163404050909001,0.0238040967324462,6,6019
"31",-0.0236461747771165,-0.0273795071658321,-0.0199399003559847,7,6019
"32",0.0159489100752727,0.0136680584401622,0.0182347163363943,8,6019
"33",0.00468187287460459,-0.00238680399865535,0.0116986366292253,1,6025
"34",0.0385002727769177,0.031391769927173,0.0456060881857729,2,6025
"35",0.00755921828772221,-0.000251597220347027,0.0153527952775539,3,6025
"36",-0.0773941553177311,-0.0869290788793109,-0.0679233323432866,4,6025
"37",0.0737194317015665,0.0647149415115379,0.0827285069538409,5,6025
"38",-0.0803046641743974,-0.0890027822759134,-0.0716264020706335,6,6025
"39",0.0430930643344645,0.0350804342850468,0.051104401743731,7,6025
"40",-0.00720754363600478,-0.0142942585455353,-0.000129163218515102,8,6025
"41",0.0321194838633553,0.00650907510810169,0.0584058931292705,1,6027
"42",-0.0949962567441167,-0.14696538334993,-0.0461238146074414,2,6027
"43",0.0255701772388609,-0.00582126027389587,0.0579572037505421,3,6027
"44",-0.00184619885098007,-0.0386140815937527,0.0352973995437625,4,6027
"45",0.0216036093916469,-0.0106289555460479,0.0580338624153315,5,6027
"46",-0.00205162245822456,-0.0526637084581699,0.0460993639231911,6,6027
"47",0.0279356962173735,-0.0167192764532763,0.0661264509388959,7,6027
"48",-0.0350596350295961,-0.0913014226972417,0.015795359871674,8,6027
"49",0.00496500052511767,0.00293620675297239,0.00698666263215048,1,6029
"50",-0.015074572577438,-0.0182172880789097,-0.0119493050768925,2,6029
"51",0.0193919608339629,0.0164795835077947,0.0223071121674981,3,6029
"52",-0.000376155627560775,-0.00370728481931746,0.00294290235135473,4,6029
"53",0.00689284040900749,0.00385420397466348,0.00993074336986018,5,6029
"54",-0.0149920727640565,-0.0182874183519991,-0.011724763459903,6,6029
"55",0.00621664642279764,0.00299294026732997,0.00943681504872096,7,6029
"56",0.00272655271410225,0.000284107929386956,0.00514823625815853,8,6029
"57",-0.0330911092441814,-0.0341677222603207,-0.0320205283803754,1,6037
"58",0.0358283220272157,0.0351904574651834,0.0364651779861064,2,6037
"59",0.00103964032068032,0.000277377622630211,0.0017976155659538,3,6037
"60",-0.00190990202259015,-0.00277711733787932,-0.00104816035380277,4,6037
"61",-0.00145464491872629,-0.00231899733557507,-0.00059558995953949,5,6037
"62",0.00602174435137085,0.0052368403242845,0.00680273725099289,6,6037
"63",0.00173703908296742,0.000968577623144312,0.0025023150857742,7,6037
"64",0.0075519691836866,0.00685303524458795,0.00824849932720936,8,6037
"65",0.00604146731862539,0.00315815078152842,0.00893707387638983,1,6039
"66",-0.0145839229715638,-0.0194081309204946,-0.00988885335134948,2,6039
"67",0.0158128408261076,0.010013958603688,0.0215965334056798,3,6039
"68",-0.00506579930109637,-0.00965651184837567,-0.00065456881407863,4,6039
"69",0.00123262627802296,-0.00433747493337059,0.00672276170770399,5,6039
"70",-0.00664272298631138,-0.014533824091374,0.00113279341983186,6,6039
"71",0.00620140199723314,-0.000840735090895924,0.0131899492247156,7,6039
"72",0.00497860116016663,0.00152518476606837,0.00843770667108845,8,6039
"73",-0.0173369425363981,-0.0243413601700065,-0.0105933634537458,1,6041
"74",0.0350055358002567,0.0289538100812529,0.0409842153456789,2,6041
"75",-0.000368600654338095,-0.00813579708870138,0.00691699080641702,3,6041
"76",-0.036308354026294,-0.046329228252108,-0.0265083870496082,4,6041
"77",0.0293772496198165,0.0189230306029667,0.0394503829428113,5,6041
"78",-0.0704977580438111,-0.0833167399313989,-0.0577185798069775,6,6041
"79",0.0689963654665239,0.0610727564981889,0.0769260142745045,7,6041
"80",-0.0187832017584337,-0.0239198577765477,-0.0137508784412602,8,6041
"81",-0.00971492346371188,-0.0181509413205638,-0.001434502252623,1,6045
"82",-0.00161196356327064,-0.0104830601971666,0.00683407583656194,2,6045
"83",0.00413415940486946,-0.00485173681849266,0.0134262952133914,3,6045
"84",-0.00383553530170702,-0.0135313712387846,0.00547709228188964,4,6045
"85",-0.00462195963142392,-0.013204243236236,0.00334198980067065,5,6045
"86",0.0187016112859827,0.0106998780779645,0.0275135641784922,6,6045
