"","lag.index","means"
"1",1,0.00170542628750699
"2",2,0.00159946747195364
"3",3,-0.00947023904791019
"4",4,0.0183287618865161
"5",5,-0.0142574980549903
"6",6,0.00697457423109131
"7",7,-0.0099684913186403
"8",8,0.0103387708688231
"9",9,-0.00949355004981965
"10",10,0.00483083204700238
"11",11,-0.0121053334677111
"12",12,0.00517445378362449
"13",13,-0.00731791012337975
"14",14,0.00327389349589301
"15",15,0.00801654800214393
