"","lag.index","means"
"1",1,-0.00605279975657747
"2",2,0.0092010959038319
"3",3,-0.00658485791010873
"4",4,0.00363725284639638
"5",5,-0.00258109264491336
"6",6,-4.27768453335592e-05
"7",7,-0.000229292671459112
"8",8,6.54101249939506e-05
"9",9,-0.00630102905239006
"10",10,-0.00549485701146633
"11",11,0.00152323439340049
"12",12,0.00552891783445081
"13",13,-0.00923211885845084
"14",14,0.0157763163505349
"15",15,-0.0186126046624412
