"pm","pm.low","pm.high","max.lag","df.date","df.tmmx","df.rmax","cause","mobility"
"53.9136955279433","43.7482914348135","64.797963402654","9","5","2","2","cases",0
"53.0511408832685","42.8208943209665","64.0141789969962","9","6","2","2","cases",0
"41.686091715994","31.6171695489434","52.5253023944414","9","7","2","2","cases",0
"37.6653314232368","27.7171962813606","48.38834571751","9","8","2","2","cases",0
"39.4260315962952","29.370568875677","50.2630656696907","9","9","3","3","cases",0
"37.9501871367077","27.9439014925369","48.7390482004548","9","10","3","3","cases",0
"35.5825794920687","25.4935198271558","46.4827497630302","9","11","3","3","cases",0
"36.9016619900382","26.647235996707","47.9863726052577","9","12","3","3","cases",0
"38.3622724440457","28.3905541903239","49.1084648447068","10","3","1","1","cases",0
"51.5877133121036","41.0256506663084","62.940817635825","10","4","1","1","cases",0
"56.8043415989033","45.8897966754307","68.5354432220301","10","5","2","2","cases",0
"56.3636217176415","45.373625400803","68.1844428743443","10","6","2","2","cases",0
"44.1373831488685","33.3350327087206","55.8149032474412","10","7","2","2","cases",0
"39.3512786177716","28.6741056810351","50.9144264079379","10","8","2","2","cases",0
"40.9654391780367","30.2000322807707","52.6209686323677","10","9","3","3","cases",0
"39.3975858369973","28.7015112691296","50.9825855622561","10","10","3","3","cases",0
"36.7687750637211","25.9763894654146","48.4857433349936","10","11","3","3","cases",0
"38.255394145955","27.2256916155412","50.2413055706937","10","12","3","3","cases",0
"39.5540948727632","28.9178259438486","51.0679012244504","11","3","1","1","cases",0
"53.9796247694101","42.6631215269428","66.1937898901967","11","4","1","1","cases",0
"59.2191801848364","47.5265060153785","71.8385937784548","11","5","2","2","cases",0
"59.2130085541138","47.437749358115","71.92871027407","11","6","2","2","cases",0
"46.0856253457502","34.5439494179178","58.6173887788134","11","7","2","2","cases",0
"40.5391878073183","29.1296375192755","52.9568555211995","11","8","2","2","cases",0
"41.7270850800829","30.2456226602945","54.2206658083753","11","9","3","3","cases",0
"40.1169985622185","28.7319876257951","52.5088957932844","11","10","3","3","cases",0
"37.2107781605507","25.7277833696224","49.7425401040887","11","11","3","3","cases",0
"38.816673815619","27.016482523427","51.713136329986","11","12","3","3","cases",0
"39.3000718433853","28.0829992357618","51.4994974458283","12","3","1","1","cases",0
"54.3968791736424","42.4219843466675","67.3786277302216","12","4","1","1","cases",0
"58.8715183240378","46.5526951107885","72.2258285015122","12","5","2","2","cases",0
"59.4091156772329","46.9963964343489","72.8699939412906","12","6","2","2","cases",0
"45.4174626733001","33.3029713367462","58.632911466929","12","7","2","2","cases",0
"39.1470114215637","27.1788756580057","52.2414055587224","12","8","2","2","cases",0
"39.6644679707385","27.6600817331332","52.7976744862664","12","9","3","3","cases",0
"38.1032855122849","26.2257366946666","51.0984841025177","12","10","3","3","cases",0
"34.8633315422867","22.9124633288149","47.9761913649713","12","11","3","3","cases",0
"36.2548848417796","23.9349018964346","49.7995589552382","12","12","3","3","cases",0
"40.8102726498692","28.8391794156701","53.8936600935769","13","3","1","1","cases",0
"56.427159116332","43.6390244777629","70.3538171341064","13","4","1","1","cases",0
"60.5538659130766","47.4278083052681","74.8485862738899","13","5","2","2","cases",0
"61.6578338387265","48.4214855439094","76.0746103952583","13","6","2","2","cases",0
"46.7032303153965","33.8373461484482","60.805921548242","13","7","2","2","cases",0
"39.6722976187332","26.9624379031295","53.6545063586489","13","8","2","2","cases",0
"39.0617043246696","26.4336882209894","52.9509886311416","13","9","3","3","cases",0
"37.5589244537814","25.0944084051544","51.2654157617924","13","10","3","3","cases",0
"34.154213417538","21.6440791026305","47.9509163984386","13","11","3","3","cases",0
"35.4474177132053","22.5092270753466","49.7520097314156","13","12","3","3","cases",0
"42.3558128022075","29.6942393314785","56.2534893071271","14","3","1","1","cases",0
"58.6996263581973","45.1598795762699","73.5022891982936","14","4","1","1","cases",0
"62.0830660258085","48.2407822509897","77.217901129574","14","5","2","2","cases",0
"63.80612844263","49.833067877184","79.0822820057157","14","6","2","2","cases",0
"48.0984929801383","34.5683049389584","62.9890755697427","14","7","2","2","cases",0
"40.3275924405181","26.9624234050037","55.0996954219769","14","8","2","2","cases",0
"39.3145109437226","26.0721713960675","53.94779628658","14","9","3","3","cases",0
"37.8579337937226","24.8125728552326","52.2667907176121","14","10","3","3","cases",0
"34.3191289742925","21.2543471180893","48.7916007732235","14","11","3","3","cases",0
"35.5487910606756","21.9919583805927","50.6121797035899","14","12","3","3","cases",0
"46.7979686452218","33.300174753658","61.6625307370211","15","3","1","1","cases",0
"64.8303722618624","50.3100704235014","80.7533689754439","15","4","1","1","cases",0
"67.6437251532617","52.8442385140729","83.8762053217642","15","5","2","2","cases",0
"69.9591955326959","54.9992142086853","86.3630618619132","15","6","2","2","cases",0
"53.5288094145514","39.0534834784154","69.5110020304416","15","7","2","2","cases",0
"45.2200944699694","30.8485264912645","61.1701438554202","15","8","2","2","cases",0
"43.9583022741693","29.7181853749002","59.7616612795378","15","9","3","3","cases",0
"42.3496963913474","28.3637105936892","57.859538096782","15","10","3","3","cases",0
"38.5494776001516","24.5869172973976","54.0768337453349","15","11","3","3","cases",0
"40.0276051635891","25.4795035690191","56.2624145788472","15","12","3","3","cases",0
"51.0143450767607","36.649643703227","66.8890734065223","16","3","1","1","cases",0
"71.5689574942241","55.9392315055907","88.7652445856741","16","4","1","1","cases",0
"73.4184725442525","57.553749275326","90.8806788661516","16","5","2","2","cases",0
"76.5412726934482","60.4732016956718","94.2182285571177","16","6","2","2","cases",0
"59.3810136119885","43.8624774962534","76.5735439989653","16","7","2","2","cases",0
"50.7000405100737","35.1831779756488","67.9979902072491","16","8","2","2","cases",0
"49.5092544897545","34.1072960741313","66.6800974476882","16","9","3","3","cases",0
"47.6874974186365","32.604348181669","64.4862871607929","16","10","3","3","cases",0
"43.4922435355018","28.5035319574278","60.2292453850458","16","11","3","3","cases",0
"45.1213879804385","29.4680929795309","62.6672391992257","16","12","3","3","cases",0
"53.2766293283971","38.2321727613979","69.9584447596529","17","3","1","1","cases",0
"76.9996474275282","60.3621733707035","95.3632488944101","17","4","1","1","cases",0
"77.7487833674752","60.939592724766","96.3135947699942","17","5","2","2","cases",0
"81.7003122277711","64.6286074571428","100.542323558584","17","6","2","2","cases",0
"63.720858182112","47.2880720113239","81.9870342374122","17","7","2","2","cases",0
"54.2992482979238","37.808472814101","72.7633834054664","17","8","2","2","cases",0
"53.1972694279595","36.8003357814647","71.5595449829498","17","9","3","3","cases",0
"51.3760577225801","35.3470274550007","69.3033920471467","17","10","3","3","cases",0
"46.9823781491867","31.1232195650477","64.7596784006152","17","11","3","3","cases",0
"48.6985751540835","32.1185398189478","67.3592993319136","17","12","3","3","cases",0
"48.7074440173442","33.6562485323564","65.4535732447862","18","3","1","1","cases",0
"74.6779254815896","57.7299633880177","93.4469329425439","18","4","1","1","cases",0
"73.8544949067699","56.8744223421912","92.6724889119097","18","5","2","2","cases",0
"78.5827361669155","61.2670080716682","97.7577065402565","18","6","2","2","cases",0
"60.4634945786039","43.8782512949583","78.9605646484523","18","7","2","2","cases",0
"49.8494886979749","33.2766080293586","68.4831989278876","18","8","2","2","cases",0
"48.347313814212","31.8799453195992","66.8709026422516","18","9","3","3","cases",0
