"pm","pm.low","pm.high","lag","max.lag","cause","mobility","df.date","df.tmmx","df.rmax"
3.52810175150942,-0.353338873697351,7.56073240312269,13,14,"deaths",0,6,2,2
0.54309086194535,-2.21921100040701,3.38342759859991,14,14,"deaths",0,6,2,2
-0.401388654773116,-3.2350213653051,2.51522319192454,0,21,"deaths",0,6,2,2
3.7591132924937,-0.230193703687365,7.9079331804059,1,21,"deaths",0,6,2,2
-2.69100111605047,-6.71898275561695,1.51091340469567,2,21,"deaths",0,6,2,2
-1.2220951111603,-5.33552152463885,3.07007075276067,3,21,"deaths",0,6,2,2
2.62165382175672,-1.35735890205779,6.7611705839876,4,21,"deaths",0,6,2,2
-1.01597070394486,-4.98635884189399,3.12033026266576,5,21,"deaths",0,6,2,2
2.17145844052036,-1.97299202989801,6.4911307202894,6,21,"deaths",0,6,2,2
-3.01993638512617,-7.3289618623516,1.48945050960922,7,21,"deaths",0,6,2,2
-0.910053767723162,-5.30915324767903,3.69341685155904,8,21,"deaths",0,6,2,2
0.195785149227157,-4.07417851923953,4.6558184928718,9,21,"deaths",0,6,2,2
3.2209024622134,-0.777649679078973,7.38059187928004,10,21,"deaths",0,6,2,2
4.77084922029918,0.901920234509945,8.78812633922892,11,21,"deaths",0,6,2,2
-7.66463749620731,-11.4637419567268,-3.70251287851241,12,21,"deaths",0,6,2,2
3.51426543873576,-0.384727905157756,7.56586740152911,13,21,"deaths",0,6,2,2
1.19931706697871,-3.14822917723997,5.74201883788581,14,21,"deaths",0,6,2,2
-3.33345289629098,-7.87751251585498,1.43474828078043,15,21,"deaths",0,6,2,2
2.45350302245726,-1.94482910500066,7.04912536242364,16,21,"deaths",0,6,2,2
-1.21019895065092,-5.38989195982329,3.15414487451571,17,21,"deaths",0,6,2,2
3.56977945575736,-0.7170707362397,8.04172777796575,18,21,"deaths",0,6,2,2
-3.08695974356245,-7.18552112344926,1.1925885425488,19,21,"deaths",0,6,2,2
0.97800966094912,-3.11062953185663,5.23918553521101,20,21,"deaths",0,6,2,2
1.97920840926353,-0.873744212280037,4.91427185599758,21,21,"deaths",0,6,2,2
0.0475886964631744,-2.6999710712666,2.87273410070674,0,14,"deaths",1,6,2,2
3.48313434985321,-0.396884502167427,7.51429853720589,1,14,"deaths",1,6,2,2
-2.52986903596375,-6.44323140064257,1.5471843713468,2,14,"deaths",1,6,2,2
-1.11457094469103,-5.09629456361623,3.03420751055068,3,14,"deaths",1,6,2,2
2.53163479759493,-1.30752517981373,6.52013898142858,4,14,"deaths",1,6,2,2
-0.847802445743107,-4.68443967185523,3.14326691247959,5,14,"deaths",1,6,2,2
1.91903926822437,-2.09579726750485,6.09851544105544,6,14,"deaths",1,6,2,2
-2.98418764572514,-7.175671288689,1.39656248990436,7,14,"deaths",1,6,2,2
-0.824777109380648,-5.0714233236842,3.61184355414434,8,14,"deaths",1,6,2,2
0.238539865628873,-3.90393571584708,4.55958783787813,9,14,"deaths",1,6,2,2
3.53655569085702,-0.335594943960027,7.55914670135567,10,14,"deaths",1,6,2,2
4.38468500613609,0.617928669493195,8.29245451495675,11,14,"deaths",1,6,2,2
-7.84810274592618,-11.5375721416011,-4.0047580299468,12,14,"deaths",1,6,2,2
3.53656375190312,-0.230320199473932,7.44566941564322,13,14,"deaths",1,6,2,2
0.703328867073694,-1.97111685001252,3.45073940497398,14,14,"deaths",1,6,2,2
-0.223490813540339,-2.98040577875521,2.61176482281869,0,21,"deaths",1,6,2,2
3.75756570481116,-0.13340296457508,7.80013298309739,1,21,"deaths",1,6,2,2
-2.69001051329457,-6.60458179505911,1.38863592991298,2,21,"deaths",1,6,2,2
-1.11642803873193,-5.10788900605134,3.0429263444548,3,21,"deaths",1,6,2,2
2.63021643157244,-1.2254736550622,6.63641441325138,4,21,"deaths",1,6,2,2
-1.01765368418059,-4.86825290427538,2.98880427714887,5,21,"deaths",1,6,2,2
2.16955517702084,-1.84842624275879,6.35201867356905,6,21,"deaths",1,6,2,2
-3.00816402959414,-7.18829905844717,1.36023959774572,7,21,"deaths",1,6,2,2
-0.926496449114422,-5.19734245746758,3.53675055410414,8,21,"deaths",1,6,2,2
0.277707561243523,-3.86839085379087,4.60262470426784,9,21,"deaths",1,6,2,2
3.23547954059216,-0.647571256182566,7.2702939498017,10,21,"deaths",1,6,2,2
4.79818799557294,1.03942086502555,8.69678500856352,11,21,"deaths",1,6,2,2
-7.75829244004427,-11.4599837661991,-3.90184037115425,12,21,"deaths",1,6,2,2
3.54337240474376,-0.258557251976199,7.49022345738901,13,21,"deaths",1,6,2,2
1.25851134187642,-2.97433532477667,5.67602039619128,14,21,"deaths",1,6,2,2
-3.38702513515226,-7.80296337667143,1.24042218808047,15,21,"deaths",1,6,2,2
2.56946632958934,-1.70725192962721,7.03226463466669,16,21,"deaths",1,6,2,2
-1.21050490446367,-5.27401358995108,3.02731817417825,17,21,"deaths",1,6,2,2
3.58540933221363,-0.582388518100108,7.9279301381703,18,21,"deaths",1,6,2,2
-3.17964267725686,-7.16614595377612,0.978050393513397,19,21,"deaths",1,6,2,2
0.989901059993703,-2.99066930057472,5.13380560997665,20,21,"deaths",1,6,2,2
2.02665302319405,-0.749766631930837,4.88074006347035,21,21,"deaths",1,6,2,2
