"base","base.low","base.high","hazard","hazard.low","hazard.high","max.lag","df.date","df.tmmx","df.rmax","cause","mobility"
"9.03510196259254","5.93347044709012","12.227546306348","-0.0211129815763211","-1.06483541299","1.03362026200293","0","3","1","1","cases",1
"10.8154232008739","7.71046114794041","14.009891781283","1.32148045654363","0.298688627073185","2.35470216441778","0","4","1","1","cases",1
"10.993365247004","7.90578274233189","14.1692948771118","1.51246671789207","0.461733054451074","2.57419005071184","0","5","2","2","cases",1
"10.2312652576824","7.10908441755127","13.4444562418315","1.38577657896479","0.339764445404889","2.44269307720604","0","6","2","2","cases",1
"10.5788429362034","7.47606319634726","13.7711983622891","1.66210693236539","0.624098188463407","2.71082347064082","0","7","2","2","cases",1
"10.916057592887","7.84486675923013","14.0747093639086","1.66197777903432","0.62607682723097","2.70854287293463","0","8","2","2","cases",1
"10.2243744865361","7.05573939112454","13.486794823402","1.6428936006152","0.597402678307213","2.69925012421632","0","9","3","3","cases",1
"10.6032492136827","7.44810038492705","13.8510470897081","1.78579509039232","0.740890184368515","2.84153796162205","0","10","3","3","cases",1
"10.5334752341196","7.39031679925557","13.7686293464442","1.70198259480765","0.659297310522278","2.75546859627578","0","11","3","3","cases",1
"10.0999073126083","6.89027535264641","13.4059160223206","1.81274599605532","0.77298325061268","2.86323688044887","0","12","3","3","cases",1
"11.1978533429746","6.63640138947639","15.9544248208843","0.366059684682218","-0.683459242715179","1.4266693122849","1","3","1","1","cases",1
"13.402077857569","8.77021614783389","18.2311823756567","1.7304391005075","0.703358917832686","2.76799454153496","1","4","1","1","cases",1
"14.0868938580937","9.47497646675832","18.8931002340992","1.94787315028755","0.890345937624826","3.0164853066595","1","5","2","2","cases",1
"12.605864687006","7.98953311943515","17.4195349829348","1.81044794885061","0.756641112455481","2.87527647906336","1","6","2","2","cases",1
"13.0302847199236","8.41754895017603","17.8392740619714","2.04266657857592","0.995603036678139","3.10058546494227","1","7","2","2","cases",1
"13.9655856437327","9.36030273676063","18.7648020907784","2.03007432283218","0.98494491033061","3.0860201544529","1","8","2","2","cases",1
"12.4659169733442","7.78833626332351","17.3464858920827","2.03909802286419","0.986882996368266","3.10227641835552","1","9","3","3","cases",1
"13.0659411050893","8.39569122285992","17.9374096309418","2.16992962131808","1.11787870894409","3.23292628469436","1","10","3","3","cases",1
"13.1738429390033","8.51343123832344","18.0344090074143","2.08131267189657","1.0314716992244","3.14206278059701","1","11","3","3","cases",1
"11.9633428376544","7.25020598725747","16.8835996536131","2.19722718839546","1.15092101137348","3.25435636737457","1","12","3","3","cases",1
"16.5392963655476","10.9222237117494","22.4408161223902","-0.429687569605786","-1.59438090887871","0.748790659057375","2","3","1","1","cases",1
"18.9881158553221","13.2614916626673","25.0042843949786","1.21218741980227","0.0749511091514776","2.3623471085005","2","4","1","1","cases",1
"20.2642120158631","14.5193419816098","26.2972738187677","1.41282465917516","0.241658609257911","2.59767394154795","2","5","2","2","cases",1
"17.9369076119874","12.2447564511807","23.9177188925348","1.20201861718678","0.03363967609602","2.38404406113801","2","6","2","2","cases",1
"18.3886856533461","12.6978824280789","24.3668522314198","1.39138962447316","0.230405312935145","2.56582179714102","2","7","2","2","cases",1
"20.0105865192104","14.2751439772655","26.0338895705107","1.37601136205647","0.216658517151402","2.54877613905824","2","8","2","2","cases",1
"18.0107477277707","12.2273370042745","24.0921949233912","1.38759688167789","0.222866830056589","2.56586272743538","2","9","3","3","cases",1
"18.8526335120789","13.0702601474848","24.930715418282","1.51509382568704","0.3503878298448","2.69331785654725","2","10","3","3","cases",1
"19.0493056889354","13.2654484902715","25.1285133633219","1.42245810533665","0.260013127706493","2.59838082233532","2","11","3","3","cases",1
"17.1433648451125","11.3447972770356","23.2439077785753","1.54924553725768","0.392676315139395","2.71913896204341","2","12","3","3","cases",1
"23.1581522898977","16.5582558929398","30.1317556552456","-0.634467119662774","-1.88374833268046","0.630720770614568","3","3","1","1","cases",1
"25.8890013587975","19.1673827435752","32.9897518788106","1.26582096161332","0.0446543565193025","2.50189338938207","3","4","1","1","cases",1
"28.0852544810517","21.2914673277612","35.2595757716654","1.48799753235811","0.229559587235495","2.76223586678952","3","5","2","2","cases",1
"24.9773573922085","18.2963815263713","32.0356519718048","1.21071819412808","-0.0471078026078819","2.48437290980636","3","6","2","2","cases",1
"25.3606982366042","18.6846577255179","32.4122676303599","1.34490091878676","0.0939356682368997","2.61150062358841","3","7","2","2","cases",1
"27.7483886766398","20.9606593195474","34.91701269886","1.32235978532551","0.0731339352155302","2.58717988299442","3","8","2","2","cases",1
"25.4151057355896","18.5876575795277","32.635630618818","1.36331813141897","0.108991547636061","2.63336093763566","3","9","3","3","cases",1
"26.437206815464","19.6057049742397","33.6589025643846","1.47954360928579","0.224588738513098","2.75021230585211","3","10","3","3","cases",1
"26.7548216147325","19.9101432460075","33.9902060630522","1.38991598313583","0.138059731923601","2.65742206896529","3","11","3","3","cases",1
"24.3090245010173","17.4841393464233","31.5303806825305","1.51534713085208","0.269904421199652","2.7762593630096","3","12","3","3","cases",1
"28.4818005546206","20.8918963580326","36.5482184584862","-0.711013116895098","-2.07114360886338","0.668008180330748","4","3","1","1","cases",1
"31.0060939399552","23.3063028174567","39.1866940882329","1.48463770300009","0.154554460895295","2.83238485904722","4","4","1","1","cases",1
"33.9915166634376","26.1785701759553","42.288238904054","1.68291132615874","0.309235468879487","3.07539886465609","4","5","2","2","cases",1
"29.8313266565023","22.2067209444962","37.9316395294096","1.30743228160535","-0.0705324047779454","2.70439823680968","4","6","2","2","cases",1
"29.8737263785073","22.2766879475859","37.9427680496999","1.35937118982039","-0.0146839838986002","2.75230941252749","4","7","2","2","cases",1
"33.15830525809","25.3814227437893","41.417555098568","1.31698388727783","-0.055325778581361","2.70813631623252","4","8","2","2","cases",1
"29.8879115648468","22.0704435716067","38.2060151258563","1.39148305071639","0.0105766752436676","2.79145643371188","4","9","3","3","cases",1
"31.0260416289625","23.2045804765091","39.3440367115891","1.4946073479398","0.112392288233876","2.89590614371085","4","10","3","3","cases",1
"31.5679835076923","23.7280390177261","39.9047008398834","1.39218531543008","0.0133802953253159","2.78999882497748","4","11","3","3","cases",1
"28.4965312395457","20.699507888079","36.7972316499088","1.4964247766291","0.123490844117069","2.88818493630472","4","12","3","3","cases",1
"34.9075322531357","26.255477408198","44.1524964480399","-0.0893333227270476","-1.51584937802477","1.3578454284783","5","3","1","1","cases",1
"36.6925109645909","27.9730493726912","46.0060742898266","2.34938174160331","0.947798572431391","3.77042482379846","5","4","1","1","cases",1
"40.3902896331048","31.5169104457003","49.8623512099955","2.53745255771101","1.08824378030317","4.00743730274848","5","5","2","2","cases",1
"35.2236213494072","26.6163768453405","44.4159770357602","2.08824859061147","0.632344661703788","3.5652158889292","5","6","2","2","cases",1
"34.8111861672532","26.2619647830646","43.939276939396","2.07753669053827","0.621731570470407","3.55440454242897","5","7","2","2","cases",1
"39.1272537172479","30.3154464863455","48.5349070183453","2.00112153012102","0.545442806761631","3.47787530657566","5","8","2","2","cases",1
"34.999777109815","26.0833339775444","44.5467790607886","2.15188488083438","0.685906889045551","3.63920738387418","5","9","3","3","cases",1
"36.2347941729918","27.3092867613888","45.7860586254293","2.24646617158419","0.777687409747507","3.73665156723704","5","10","3","3","cases",1
"37.1453399157317","28.1953246837559","46.720204555049","2.11656143930383","0.650724569271821","3.6037461708514","5","11","3","3","cases",1
"33.5850900219636","24.6921045818544","43.1123192283737","2.19968084492623","0.738513790407858","3.68204147358897","5","12","3","3","cases",1
"38.6497885677032","29.2631789493852","48.7180187437299","0.38356334000309","-1.14977273290953","1.94068407763017","6","3","1","1","cases",1
"40.0279819972477","30.6002943761223","50.136229293266","3.23857680528845","1.73026199744841","4.76925480688108","6","4","1","1","cases",1
"44.437317641951","34.7910420937066","54.773925652259","3.401048781694","1.84060933464141","4.98539785854777","6","5","2","2","cases",1
"38.7714602613053","29.4457790953121","48.768992837345","2.81521609088","1.24297905502353","4.41186893630656","6","6","2","2","cases",1
"38.0879818876394","28.8393716636093","48.0004946902955","2.68693208262965","1.10877426269591","4.28972260257168","6","7","2","2","cases",1
"43.0809784970455","33.5054188634151","53.3433367870737","2.55236771730982","0.971124121719846","4.1583741481197","6","8","2","2","cases",1
"38.5713498546036","28.845951563823","49.0308291992811","2.85447607136919","1.25839790155338","4.47571230784374","6","9","3","3","cases",1
"39.880534828008","30.1318276541811","50.359557507843","2.93501091633592","1.33377838833173","4.56154542803713","6","10","3","3","cases",1
"41.0705759540888","31.294799233641","51.5742246926658","2.75768472257758","1.15861289275132","4.38203399190031","6","11","3","3","cases",1
"37.3423178445955","27.6362209612697","47.7865149004193","2.8188629240226","1.22398376532948","4.43887090531503","6","12","3","3","cases",1
"40.1611589180421","30.0880398587969","51.0142707244443","1.01359277690405","-0.579499299642883","2.63221220793499","7","3","1","1","cases",1
"41.2060100938877","31.1248720394359","52.0622058692144","4.1672925662193","2.60086275876226","5.75763740007784","7","4","1","1","cases",1
"46.5833154345153","36.1924325813076","57.7669768909293","4.35544928407934","2.72935714443996","6.00728066438074","7","5","2","2","cases",1
"40.3461093522233","30.3351062711318","51.1260547816728","3.71962609418006","2.07887108894675","5.38675361860839","7","6","2","2","cases",1
"39.012239604088","29.1123289160903","49.6712430329039","3.54948649129281","1.8996150099708","5.22607128163577","7","7","2","2","cases",1
"44.5983034880231","34.3268524195365","55.6551724022492","3.37697419401788","1.72137554710672","5.05951906403026","7","8","2","2","cases",1
"38.8063216426938","28.423575439612","50.0284886324075","3.7713990971904","2.0982007552848","5.47201802702648","7","9","3","3","cases",1
"39.9950567888353","29.5691213241329","51.2599277128761","3.85669522483729","2.17629696767405","5.56472942484127","7","10","3","3","cases",1
"41.6043614213168","31.1552261879045","52.8859791283569","3.64098592029327","1.96152545445509","5.34810963894905","7","11","3","3","cases",1
"37.8223958683538","27.4528666364642","49.0355870697909","3.68809444293539","2.0116313514962","5.39210859359911","7","12","3","3","cases",1
"43.3790563298393","32.5295313313256","55.1167772761609","0.705400907828957","-0.988515759737463","2.42829758411536","8","3","1","1","cases",1
"44.6203014938316","33.7607302973089","56.3615237273233","4.1546034822278","2.47989495279965","5.8566798056982","8","4","1","1","cases",1
"50.3774012352292","39.1582657409798","62.5010392437068","4.3515479112842","2.60287851313723","6.13002002752572","8","5","2","2","cases",1
"43.4330474748457","32.6681602888532","55.0714132398344","3.58349654675796","1.814493539733","5.38323556719384","8","6","2","2","cases",1
"41.3835936258752","30.7771683351595","52.850232200604","3.28793163829706","1.50406487589196","5.10314867844626","8","7","2","2","cases",1
"47.6110854755485","36.5833009521499","59.5292572618609","3.08165678689043","1.28960595802174","4.90541320038327","8","8","2","2","cases",1
"41.2967612741872","30.1503610478729","53.3977669046269","3.49561540688805","1.68449807744193","5.33899080952172","8","9","3","3","cases",1
"42.4689573641925","31.2538664595149","54.6423306219389","3.55105897031063","1.73068857098964","5.40400310364708","8","10","3","3","cases",1
"44.459727504813","33.2176191885395","56.6505466610241","3.31014462191013","1.490016543235","5.16291498734034","8","11","3","3","cases",1
"40.6319817892864","29.481412879174","52.7428057989875","3.30639754856634","1.48654962806136","5.15887882261328","8","12","3","3","cases",1
"43.0202274906719","31.4290197451913","55.6337064001569","1.34591882181081","-0.418070064597365","3.14115491133495","9","3","1","1","cases",1
"43.6144712239761","32.0852013802669","56.150091981641","5.09012172474475","3.33175533001504","6.87840972845364","9","4","1","1","cases",1
"49.7983267092039","37.8509034492408","62.7812232158495","5.38781937821433","3.55003240303442","7.25822305942281","9","5","2","2","cases",1
"42.2850975587455","30.8746521421672","54.6903747664583","4.57164410446125","2.71739452510109","6.45936651009833","9","6","2","2","cases",1
"39.1986440058676","28.0230856234353","51.3497538253784","4.26942972225643","2.4036575190028","6.16919588626079","9","7","2","2","cases",1
"46.2911307961893","34.6192611653813","58.9749844439887","4.05106498344388","2.17706646050368","5.95943394375944","9","8","2","2","cases",1
"38.904566049391","27.1570885897511","51.7373406654481","4.5662971244242","2.67250983218972","6.4950151913528","9","9","3","3","cases",1
"39.7835666900246","27.9446087513281","52.7180059189615","4.63877029662401","2.73554658400188","6.57725211241225","9","10","3","3","cases",1
"42.5450916827169","30.6274919229319","55.5499754586279","4.37428351281939","2.4711203436","6.31279351963094","9","11","3","3","cases",1
"38.7812778979159","26.9670945652832","51.6947612365457","4.36890088115591","2.46651014520076","6.30661135725954","9","12","3","3","cases",1
"42.8938468788094","30.7626008219346","56.1505457025105","1.70397843700825","-0.212359507503135","3.65711804452569","10","3","1","1","cases",1
"43.5814917726397","31.5163275502278","56.7535009809578","5.85227280745269","3.93941586041828","7.80033316283346","10","4","1","1","cases",1
"50.4472859874282","37.9043189678928","64.1310876293353","6.2849376151489","4.28214928891459","8.32619044472393","10","5","2","2","cases",1
"42.477075496406","30.528188371837","55.5197945763298","5.3777448048121","3.35448055152119","7.44061641926237","10","6","2","2","cases",1
"38.4803569859644","26.8295449548938","51.2014355785969","5.01706981291661","2.982868777148","7.09145203515884","10","7","2","2","cases",1
"46.0405215058747","33.8685793408144","59.3191922012527","4.7858125314358","2.74433425627938","6.86785395372926","10","8","2","2","cases",1
"38.1772193282835","25.9004999736667","51.6510573452056","5.31025672527194","3.25105127018679","7.4105303056119","10","9","3","3","cases",1
"38.8446840239091","26.4500904334621","52.4541913383852","5.38254497237129","3.31410418759943","7.49239779196407","10","10","3","3","cases",1
"42.1493147783795","29.6394581348922","55.866338710994","5.10952728124054","3.04337359875322","7.21711003277485","10","11","3","3","cases",1
"38.4764371356523","26.0869324804803","52.0833544328862","5.11896729870231","3.05459399608634","7.22469380031023","10","12","3","3","cases",1
"40.6344806067948","28.0670434304419","54.4351818060449","2.70781962846167","0.69449680821343","4.76139756599057","11","3","1","1","cases",1
"41.1910627223647","28.6998710317587","54.8946089289513","6.90322258873324","4.8952862772748","8.94959540552915","11","4","1","1","cases",1
"48.6338655099004","35.606566525381","62.9126563888061","7.39132219177532","5.29973079298736","9.5244593243134","11","5","2","2","cases",1
"40.3400791133516","27.9704103357448","53.9054048031014","6.4769546675054","4.3663586991155","8.63023311899915","11","6","2","2","cases",1
"35.414739237151","23.4098977292443","48.5873656819365","6.11176438956986","3.99134203182849","8.27542295224293","11","7","2","2","cases",1
"43.4315029879964","30.8695956601199","57.1992023481489","5.89290180995172","3.76719677117592","8.06215261321261","11","8","2","2","cases",1
"34.9663189465389","22.280463531652","48.9682548125418","6.41308898029864","4.26850523147295","8.60178230416349","11","9","3","3","cases",1
"35.4221655588554","22.5801404143256","49.6095767443483","6.47891247561101","4.32572833401268","8.67653629687095","11","10","3","3","cases",1
"39.3110240215522","26.3004772050109","53.6618217398432","6.22870930946688","4.08077674912644","8.42096911666186","11","11","3","3","cases",1
"35.8238676545614","22.9564855526205","50.0378198167412","6.263421158503","4.11908010942408","8.45192508848647","11","12","3","3","cases",1
"45.9847365358079","32.3778073994966","60.9903028316081","2.5513496961884","0.233709935181947","4.92257875430129","12","3","1","1","cases",1
"46.4441308277256","32.9205561047139","61.3436181909524","6.85562959842254","4.5508879734971","9.21117742940345","12","4","1","1","cases",1
"54.255390038093","40.1471062890904","69.7839219507059","7.38473181111012","4.99243984949274","9.83153303870727","12","5","2","2","cases",1
"45.2074653867558","31.8543780088291","59.912839622466","6.40149825966376","3.9841222982008","8.87507228684972","12","6","2","2","cases",1
"39.0564147821747","26.1567450831562","53.2750902801624","5.9547501260486","3.52487964236292","8.44165299255746","12","7","2","2","cases",1
"47.5484001968473","34.0683155141097","62.3838586855209","5.78152932443827","3.35205331330448","8.26811454143159","12","8","2","2","cases",1
"38.8084656951667","25.1614122058958","53.9435342655766","6.15153021258243","3.71161453487676","8.64884725792674","12","9","3","3","cases",1
"39.1361594879586","25.2769743728245","54.5285634010176","6.17674358248279","3.73008174378415","8.68111437168364","12","10","3","3","cases",1
"43.7045744909613","29.6154963126639","59.325121741717","6.03422949901251","3.60085546555864","8.52475855459507","12","11","3","3","cases",1
"40.2285060431089","26.3268462047642","55.6599764646119","6.14735001531703","3.72147330019701","8.62996404480134","12","12","3","3","cases",1
"49.3726030495145","34.8871054475417","65.4136951620269","2.63188037964575","0.169832153754412","5.15444264790177","13","3","1","1","cases",1
"50.4448670916782","35.9745909133835","66.4550551849092","6.95329175124655","4.50623705535853","9.45764519650487","13","4","1","1","cases",1
"58.7146023409906","43.5697400656654","75.4570634782602","7.455948358231","4.9205603699535","10.0526035779114","13","5","2","2","cases",1
"49.1518155999011","34.8493766476352","64.9712045379116","6.47230056823866","3.91281156181482","9.0948326573733","13","6","2","2","cases",1
"41.7977928828892","28.0460707917926","57.0264041850437","6.01327060271226","3.44370433880223","8.64666550488336","13","7","2","2","cases",1
"50.5890970661895","36.2354798532994","66.4549952745739","5.85151298139093","3.2847421588954","8.48207166177817","13","8","2","2","cases",1
"41.2825225664918","26.8380537448295","57.3719447233711","6.2160871240672","3.64352718783956","8.85250116488827","13","9","3","3","cases",1
"41.4926458087661","26.7903322227302","57.8998056633834","6.23050136350931","3.65173738476363","8.87342271989151","13","10","3","3","cases",1
"46.6285865494715","31.6227589739497","63.3451734418592","6.13759297051264","3.5779571571156","8.7604829325437","13","11","3","3","cases",1
"43.3450338232754","28.5639233936312","59.8255418737","6.31207427140859","3.76538022634743","8.92127134537015","13","12","3","3","cases",1
"49.2231957889549","33.9978772937407","66.1784694742245","4.42915206677892","1.43618211354446","7.51043241334952","14","3","1","1","cases",1
"50.7513387498209","35.5417734995245","67.6676167657123","10.3231233248691","7.27126119523946","13.4618107826854","14","4","1","1","cases",1
"60.2276433819204","44.1612835016274","78.0845528018212","10.6018995379487","7.46838141389536","13.8267834730861","14","5","2","2","cases",1
"50.4571398501847","35.314413480211","67.2944540768278","9.3510734655381","6.20238280938903","12.5931165737307","14","6","2","2","cases",1
"41.9646655609371","27.4687778988917","58.1090412886429","8.69822330662109","5.54000284731604","11.9509515942422","14","7","2","2","cases",1
"50.9706178310513","35.8450769624647","67.780297659127","8.4806923965155","5.32592055652812","11.7299574563085","14","8","2","2","cases",1
"40.7730780673937","25.6602493404396","57.7034870819012","8.97450149572758","5.81341330974829","12.230024576178","14","9","3","3","cases",1
"41.1165467999829","25.6801728689813","58.4488573349714","8.92840964336223","5.76392967776411","12.1875715433701","14","10","3","3","cases",1
"46.8702268308162","31.0273789698252","64.6286730218655","8.98226517607887","5.83177775690742","12.2265388963853","14","11","3","3","cases",1
"43.8745976970617","28.2982757612775","61.3419957490881","9.46560903476983","6.31557354193821","12.7089772659343","14","12","3","3","cases",1
"52.7525160087573","36.483054814187","70.9613781635565","2.07823401728486","-1.18761375175219","5.45202130742335","15","3","1","1","cases",1
"55.8643426667024","39.4601611324716","74.19808723616","8.52184269075151","5.1157603193575","12.038292880306","15","4","1","1","cases",1
